#N,e_p,a_res,k_left,k_right,e_int,a_int
14,0.16,2.48288e-01,2.49342e-01,2.47234e-01,2.21690e-01,2.41199e-01
14,0.17,2.48288e-01,2.49793e-01,2.46782e-01,2.21690e-01,2.41199e-01
14,0.18,2.48288e-01,2.50394e-01,2.46182e-01,2.21690e-01,2.41199e-01
14,0.19,2.48288e-01,2.51177e-01,2.45398e-01,2.21690e-01,2.41199e-01
14,0.20,2.48288e-01,2.52186e-01,2.44389e-01,2.21690e-01,2.41199e-01
14,0.21,2.48288e-01,2.53466e-01,2.43110e-01,2.21690e-01,2.41199e-01
14,0.22,2.48288e-01,2.55069e-01,2.41506e-01,2.21690e-01,2.41199e-01
14,0.23,2.48288e-01,2.57056e-01,2.39519e-01,2.21690e-01,2.41199e-01
14,0.24,2.48288e-01,2.59492e-01,2.37083e-01,2.21690e-01,2.41199e-01
14,0.25,2.48288e-01,2.62450e-01,2.34125e-01,2.21690e-01,2.41199e-01
14,0.26,2.48288e-01,2.66010e-01,2.30566e-01,2.21690e-01,2.41199e-01
14,0.27,2.48288e-01,2.70257e-01,2.26318e-01,2.21690e-01,2.41199e-01
14,0.28,2.48288e-01,2.75287e-01,2.21288e-01,2.21690e-01,2.41199e-01
14,0.29,2.48288e-01,2.81200e-01,2.15375e-01,2.21690e-01,2.41199e-01
14,0.30,2.48288e-01,2.88104e-01,2.08471e-01,2.21690e-01,2.41199e-01
14,0.31,2.48288e-01,2.96113e-01,2.00462e-01,2.21690e-01,2.41199e-01
14,0.32,2.48288e-01,3.05349e-01,1.91227e-01,2.21690e-01,2.41199e-01
14,0.33,2.48288e-01,3.15937e-01,1.80638e-01,2.21690e-01,2.41199e-01
14,0.34,2.48288e-01,3.28010e-01,1.68565e-01,2.21690e-01,2.41199e-01
14,0.35,2.48288e-01,3.41705e-01,1.54870e-01,2.21690e-01,2.41199e-01
14,0.36,2.48288e-01,3.57164e-01,1.39411e-01,2.21690e-01,2.41199e-01
14,0.37,2.48288e-01,3.74532e-01,1.22043e-01,2.21690e-01,2.41199e-01
14,0.38,2.48288e-01,3.93956e-01,1.02619e-01,2.21690e-01,2.41199e-01
14,0.39,2.48288e-01,4.15586e-01,8.09891e-02,2.21690e-01,2.41199e-01
14,0.40,2.48288e-01,4.39573e-01,5.70025e-02,2.21690e-01,2.41199e-01
14,0.41,2.48288e-01,4.66066e-01,3.05093e-02,2.21690e-01,2.41199e-01
14,0.42,2.48288e-01,4.95214e-01,1.36082e-03,2.21690e-01,2.41199e-01
14,0.43,2.48288e-01,5.27164e-01,-3.05889e-02,2.21690e-01,2.41199e-01
14,0.44,2.48288e-01,5.62057e-01,-6.54821e-02,2.21690e-01,2.41199e-01
14,0.45,2.48288e-01,6.00031e-01,-1.03456e-01,2.21690e-01,2.41199e-01
14,0.46,2.48288e-01,6.41214e-01,-1.44639e-01,2.21690e-01,2.41199e-01
14,0.47,2.48288e-01,6.85730e-01,-1.89155e-01,2.21690e-01,2.41199e-01
14,0.48,2.48288e-01,7.33690e-01,-2.37115e-01,2.21690e-01,2.41199e-01
14,0.49,2.48288e-01,7.85196e-01,-2.88620e-01,2.21690e-01,2.41199e-01
14,0.50,2.48288e-01,8.40334e-01,-3.43759e-01,2.21690e-01,2.41199e-01
14,0.51,2.48288e-01,8.99179e-01,-4.02604e-01,2.21690e-01,2.41199e-01
14,0.52,2.48288e-01,9.61788e-01,-4.65213e-01,2.21690e-01,2.41199e-01
14,0.53,2.48288e-01,1.02820e+00,-5.31626e-01,2.21690e-01,2.41199e-01
14,0.54,2.48288e-01,1.09844e+00,-6.01863e-01,2.21690e-01,2.41199e-01
14,0.55,2.48288e-01,1.17250e+00,-6.75925e-01,2.21690e-01,2.41199e-01
14,0.56,2.48288e-01,1.25036e+00,-7.53788e-01,2.21690e-01,2.41199e-01
14,0.57,2.48288e-01,1.33198e+00,-8.35407e-01,2.21690e-01,2.41199e-01
14,0.58,2.48288e-01,1.41728e+00,-9.20709e-01,2.21690e-01,2.41199e-01
14,0.59,2.48288e-01,1.50617e+00,-1.00959e+00,2.21690e-01,2.41199e-01
14,0.60,2.48288e-01,1.59851e+00,-1.10194e+00,2.21690e-01,2.41199e-01
