#N,e_p,a_res,k_left,k_right,e_int,a_int
3,0.00,6.93361e-01,8.15586e-01,5.71137e-01,-1.96807e-01,-9.71610e-01
3,0.01,6.93361e-01,1.07984e+00,3.06882e-01,-1.96807e-01,-9.71610e-01
3,0.02,6.93361e-01,1.23980e+00,1.46920e-01,-1.96807e-01,-9.71610e-01
3,0.03,6.93361e-01,1.36236e+00,2.43607e-02,-1.96807e-01,-9.71610e-01
3,0.04,6.93361e-01,1.46545e+00,-7.87283e-02,-1.96807e-01,-9.71610e-01
3,0.05,6.93361e-01,1.55600e+00,-1.69278e-01,-1.96807e-01,-9.71610e-01
3,0.06,6.93361e-01,1.63755e+00,-2.50832e-01,-1.96807e-01,-9.71610e-01
3,0.07,6.93361e-01,1.71221e+00,-3.25487e-01,-1.96807e-01,-9.71610e-01
3,0.08,6.93361e-01,1.78133e+00,-3.94605e-01,-1.96807e-01,-9.71610e-01
3,0.09,6.93361e-01,1.84585e+00,-4.59124e-01,-1.96807e-01,-9.71610e-01
3,0.10,6.93361e-01,1.90645e+00,-5.19725e-01,-1.96807e-01,-9.71610e-01
3,0.11,6.93361e-01,1.96364e+00,-5.76918e-01,-1.96807e-01,-9.71610e-01
3,0.12,6.93361e-01,2.01782e+00,-6.31096e-01,-1.96807e-01,-9.71610e-01
3,0.13,6.93361e-01,2.06929e+00,-6.82570e-01,-1.96807e-01,-9.71610e-01
3,0.14,6.93361e-01,2.11831e+00,-7.31588e-01,-1.96807e-01,-9.71610e-01
3,0.15,6.93361e-01,2.16508e+00,-7.78354e-01,-1.96807e-01,-9.71610e-01
3,0.16,6.93361e-01,2.20976e+00,-8.23036e-01,-1.96807e-01,-9.71610e-01
3,0.17,6.93361e-01,2.25250e+00,-8.65774e-01,-1.96807e-01,-9.71610e-01
3,0.18,6.93361e-01,2.29341e+00,-9.06687e-01,-1.96807e-01,-9.71610e-01
3,0.19,6.93361e-01,2.33260e+00,-9.45876e-01,-1.96807e-01,-9.71610e-01
3,0.20,6.93361e-01,2.37015e+00,-9.83428e-01,-1.96807e-01,-9.71610e-01
3,0.21,6.93361e-01,2.40614e+00,-1.01942e+00,-1.96807e-01,-9.71610e-01
3,0.22,6.93361e-01,2.44063e+00,-1.05391e+00,-1.96807e-01,-9.71610e-01
3,0.23,6.93361e-01,2.47368e+00,-1.08696e+00,-1.96807e-01,-9.71610e-01
3,0.24,6.93361e-01,2.50534e+00,-1.11862e+00,-1.96807e-01,-9.71610e-01
3,0.25,6.93361e-01,2.53565e+00,-1.14893e+00,-1.96807e-01,-9.71610e-01
3,0.26,6.93361e-01,2.56466e+00,-1.17793e+00,-1.96807e-01,-9.71610e-01
3,0.27,6.93361e-01,2.59238e+00,-1.20566e+00,-1.96807e-01,-9.71610e-01
3,0.28,6.93361e-01,2.61887e+00,-1.23214e+00,-1.96807e-01,-9.71610e-01
3,0.29,6.93361e-01,2.64413e+00,-1.25741e+00,-1.96807e-01,-9.71610e-01
3,0.30,6.93361e-01,2.66821e+00,-1.28148e+00,-1.96807e-01,-9.71610e-01
3,0.31,6.93361e-01,2.69111e+00,-1.30438e+00,-1.96807e-01,-9.71610e-01
3,0.32,6.93361e-01,2.71285e+00,-1.32613e+00,-1.96807e-01,-9.71610e-01
3,0.33,6.93361e-01,2.73347e+00,-1.34674e+00,-1.96807e-01,-9.71610e-01
3,0.34,6.93361e-01,2.75296e+00,-1.36623e+00,-1.96807e-01,-9.71610e-01
3,0.35,6.93361e-01,2.77134e+00,-1.38462e+00,-1.96807e-01,-9.71610e-01
3,0.36,6.93361e-01,2.78863e+00,-1.40191e+00,-1.96807e-01,-9.71610e-01
3,0.37,6.93361e-01,2.80484e+00,-1.41812e+00,-1.96807e-01,-9.71610e-01
3,0.38,6.93361e-01,2.81998e+00,-1.43325e+00,-1.96807e-01,-9.71610e-01
3,0.39,6.93361e-01,2.83405e+00,-1.44732e+00,-1.96807e-01,-9.71610e-01
3,0.40,6.93361e-01,2.84706e+00,-1.46034e+00,-1.96807e-01,-9.71610e-01
3,0.41,6.93361e-01,2.85902e+00,-1.47230e+00,-1.96807e-01,-9.71610e-01
3,0.42,6.93361e-01,2.86994e+00,-1.48322e+00,-1.96807e-01,-9.71610e-01
3,0.43,6.93361e-01,2.87982e+00,-1.49310e+00,-1.96807e-01,-9.71610e-01
3,0.44,6.93361e-01,2.88867e+00,-1.50194e+00,-1.96807e-01,-9.71610e-01
3,0.45,6.93361e-01,2.89648e+00,-1.50976e+00,-1.96807e-01,-9.71610e-01
3,0.46,6.93361e-01,2.90327e+00,-1.51654e+00,-1.96807e-01,-9.71610e-01
3,0.47,6.93361e-01,2.90903e+00,-1.52231e+00,-1.96807e-01,-9.71610e-01
3,0.48,6.93361e-01,2.91377e+00,-1.52704e+00,-1.96807e-01,-9.71610e-01
3,0.49,6.93361e-01,2.91748e+00,-1.53076e+00,-1.96807e-01,-9.71610e-01
3,0.50,6.93361e-01,2.92018e+00,-1.53345e+00,-1.96807e-01,-9.71610e-01
3,0.51,6.93361e-01,2.92185e+00,-1.53513e+00,-1.96807e-01,-9.71610e-01
3,0.52,6.93361e-01,2.92250e+00,-1.53578e+00,-1.96807e-01,-9.71610e-01
3,0.53,6.93361e-01,2.92213e+00,-1.53541e+00,-1.96807e-01,-9.71610e-01
3,0.54,6.93361e-01,2.92074e+00,-1.53401e+00,-1.96807e-01,-9.71610e-01
3,0.55,6.93361e-01,2.91832e+00,-1.53159e+00,-1.96807e-01,-9.71610e-01
3,0.56,6.93361e-01,2.91487e+00,-1.52815e+00,-1.96807e-01,-9.71610e-01
3,0.57,6.93361e-01,2.91039e+00,-1.52367e+00,-1.96807e-01,-9.71610e-01
3,0.58,6.93361e-01,2.90487e+00,-1.51815e+00,-1.96807e-01,-9.71610e-01
3,0.59,6.93361e-01,2.89832e+00,-1.51159e+00,-1.96807e-01,-9.71610e-01
3,0.60,6.93361e-01,2.89072e+00,-1.50399e+00,-1.96807e-01,-9.71610e-01
4,0.00,5.72357e-01,5.77948e-01,5.66766e-01,1.22772e-02,5.03723e-01
4,0.01,5.72357e-01,6.28263e-01,5.16451e-01,1.22772e-02,5.03723e-01
4,0.02,5.72357e-01,6.84140e-01,4.60574e-01,1.22772e-02,5.03723e-01
4,0.03,5.72357e-01,7.39958e-01,4.04756e-01,1.22772e-02,5.03723e-01
4,0.04,5.72357e-01,7.95689e-01,3.49026e-01,1.22772e-02,5.03723e-01
4,0.05,5.72357e-01,8.51301e-01,2.93413e-01,1.22772e-02,5.03723e-01
4,0.06,5.72357e-01,9.06768e-01,2.37947e-01,1.22772e-02,5.03723e-01
4,0.07,5.72357e-01,9.62058e-01,1.82656e-01,1.22772e-02,5.03723e-01
4,0.08,5.72357e-01,1.01714e+00,1.27571e-01,1.22772e-02,5.03723e-01
4,0.09,5.72357e-01,1.07200e+00,7.27192e-02,1.22772e-02,5.03723e-01
4,0.10,5.72357e-01,1.12658e+00,1.81309e-02,1.22772e-02,5.03723e-01
4,0.11,5.72357e-01,1.18088e+00,-3.61654e-02,1.22772e-02,5.03723e-01
4,0.12,5.72357e-01,1.23486e+00,-9.01408e-02,1.22772e-02,5.03723e-01
4,0.13,5.72357e-01,1.28848e+00,-1.43766e-01,1.22772e-02,5.03723e-01
4,0.14,5.72357e-01,1.34173e+00,-1.97014e-01,1.22772e-02,5.03723e-01
4,0.15,5.72357e-01,1.39457e+00,-2.49854e-01,1.22772e-02,5.03723e-01
4,0.16,5.72357e-01,1.44697e+00,-3.02259e-01,1.22772e-02,5.03723e-01
4,0.17,5.72357e-01,1.49891e+00,-3.54201e-01,1.22772e-02,5.03723e-01
4,0.18,5.72357e-01,1.55036e+00,-4.05650e-01,1.22772e-02,5.03723e-01
4,0.19,5.72357e-01,1.60129e+00,-4.56580e-01,1.22772e-02,5.03723e-01
4,0.20,5.72357e-01,1.65168e+00,-5.06962e-01,1.22772e-02,5.03723e-01
4,0.21,5.72357e-01,1.70148e+00,-5.56769e-01,1.22772e-02,5.03723e-01
4,0.22,5.72357e-01,1.75069e+00,-6.05972e-01,1.22772e-02,5.03723e-01
4,0.23,5.72357e-01,1.79926e+00,-6.54545e-01,1.22772e-02,5.03723e-01
4,0.24,5.72357e-01,1.84717e+00,-7.02460e-01,1.22772e-02,5.03723e-01
4,0.25,5.72357e-01,1.89441e+00,-7.49691e-01,1.22772e-02,5.03723e-01
4,0.26,5.72357e-01,1.94092e+00,-7.96210e-01,1.22772e-02,5.03723e-01
4,0.27,5.72357e-01,1.98671e+00,-8.41991e-01,1.22772e-02,5.03723e-01
4,0.28,5.72357e-01,2.03172e+00,-8.87008e-01,1.22772e-02,5.03723e-01
4,0.29,5.72357e-01,2.07595e+00,-9.31233e-01,1.22772e-02,5.03723e-01
4,0.30,5.72357e-01,2.11936e+00,-9.74641e-01,1.22772e-02,5.03723e-01
4,0.31,5.72357e-01,2.16192e+00,-1.01721e+00,1.22772e-02,5.03723e-01
4,0.32,5.72357e-01,2.20362e+00,-1.05890e+00,1.22772e-02,5.03723e-01
4,0.33,5.72357e-01,2.24442e+00,-1.09971e+00,1.22772e-02,5.03723e-01
4,0.34,5.72357e-01,2.28431e+00,-1.13959e+00,1.22772e-02,5.03723e-01
4,0.35,5.72357e-01,2.32324e+00,-1.17853e+00,1.22772e-02,5.03723e-01
4,0.36,5.72357e-01,2.36122e+00,-1.21650e+00,1.22772e-02,5.03723e-01
4,0.37,5.72357e-01,2.39819e+00,-1.25348e+00,1.22772e-02,5.03723e-01
4,0.38,5.72357e-01,2.43415e+00,-1.28944e+00,1.22772e-02,5.03723e-01
4,0.39,5.72357e-01,2.46907e+00,-1.32436e+00,1.22772e-02,5.03723e-01
4,0.40,5.72357e-01,2.50292e+00,-1.35821e+00,1.22772e-02,5.03723e-01
4,0.41,5.72357e-01,2.53568e+00,-1.39097e+00,1.22772e-02,5.03723e-01
4,0.42,5.72357e-01,2.56733e+00,-1.42262e+00,1.22772e-02,5.03723e-01
4,0.43,5.72357e-01,2.59784e+00,-1.45313e+00,1.22772e-02,5.03723e-01
4,0.44,5.72357e-01,2.62720e+00,-1.48248e+00,1.22772e-02,5.03723e-01
4,0.45,5.72357e-01,2.65537e+00,-1.51065e+00,1.22772e-02,5.03723e-01
4,0.46,5.72357e-01,2.68233e+00,-1.53762e+00,1.22772e-02,5.03723e-01
4,0.47,5.72357e-01,2.70807e+00,-1.56335e+00,1.22772e-02,5.03723e-01
4,0.48,5.72357e-01,2.73255e+00,-1.58784e+00,1.22772e-02,5.03723e-01
4,0.49,5.72357e-01,2.75576e+00,-1.61105e+00,1.22772e-02,5.03723e-01
4,0.50,5.72357e-01,2.77768e+00,-1.63297e+00,1.22772e-02,5.03723e-01
4,0.51,5.72357e-01,2.79828e+00,-1.65356e+00,1.22772e-02,5.03723e-01
4,0.52,5.72357e-01,2.81754e+00,-1.67282e+00,1.22772e-02,5.03723e-01
4,0.53,5.72357e-01,2.83544e+00,-1.69072e+00,1.22772e-02,5.03723e-01
4,0.54,5.72357e-01,2.85195e+00,-1.70723e+00,1.22772e-02,5.03723e-01
4,0.55,5.72357e-01,2.86706e+00,-1.72234e+00,1.22772e-02,5.03723e-01
4,0.56,5.72357e-01,2.88073e+00,-1.73602e+00,1.22772e-02,5.03723e-01
4,0.57,5.72357e-01,2.89296e+00,-1.74825e+00,1.22772e-02,5.03723e-01
4,0.58,5.72357e-01,2.90372e+00,-1.75900e+00,1.22772e-02,5.03723e-01
4,0.59,5.72357e-01,2.91297e+00,-1.76826e+00,1.22772e-02,5.03723e-01
4,0.60,5.72357e-01,2.92071e+00,-1.77600e+00,1.22772e-02,5.03723e-01
5,0.00,4.93242e-01,4.93486e-01,4.92999e-01,3.26764e-02,4.47775e-01
5,0.01,4.93242e-01,5.00947e-01,4.85537e-01,3.26764e-02,4.47775e-01
5,0.02,4.93242e-01,5.15029e-01,4.71456e-01,3.26764e-02,4.47775e-01
5,0.03,4.93242e-01,5.33247e-01,4.53238e-01,3.26764e-02,4.47775e-01
5,0.04,4.93242e-01,5.54790e-01,4.31695e-01,3.26764e-02,4.47775e-01
5,0.05,4.93242e-01,5.79180e-01,4.07305e-01,3.26764e-02,4.47775e-01
5,0.06,4.93242e-01,6.06086e-01,3.80399e-01,3.26764e-02,4.47775e-01
5,0.07,4.93242e-01,6.35257e-01,3.51228e-01,3.26764e-02,4.47775e-01
5,0.08,4.93242e-01,6.66490e-01,3.19995e-01,3.26764e-02,4.47775e-01
5,0.09,4.93242e-01,6.99616e-01,2.86869e-01,3.26764e-02,4.47775e-01
5,0.10,4.93242e-01,7.34489e-01,2.51996e-01,3.26764e-02,4.47775e-01
5,0.11,4.93242e-01,7.70979e-01,2.15506e-01,3.26764e-02,4.47775e-01
5,0.12,4.93242e-01,8.08968e-01,1.77517e-01,3.26764e-02,4.47775e-01
5,0.13,4.93242e-01,8.48348e-01,1.38137e-01,3.26764e-02,4.47775e-01
5,0.14,4.93242e-01,8.89019e-01,9.74656e-02,3.26764e-02,4.47775e-01
5,0.15,4.93242e-01,9.30887e-01,5.55980e-02,3.26764e-02,4.47775e-01
5,0.16,4.93242e-01,9.73861e-01,1.26238e-02,3.26764e-02,4.47775e-01
5,0.17,4.93242e-01,1.01786e+00,-3.13713e-02,3.26764e-02,4.47775e-01
5,0.18,4.93242e-01,1.06279e+00,-7.63045e-02,3.26764e-02,4.47775e-01
5,0.19,4.93242e-01,1.10858e+00,-1.22096e-01,3.26764e-02,4.47775e-01
5,0.20,4.93242e-01,1.15515e+00,-1.68669e-01,3.26764e-02,4.47775e-01
5,0.21,4.93242e-01,1.20243e+00,-2.15946e-01,3.26764e-02,4.47775e-01
5,0.22,4.93242e-01,1.25034e+00,-2.63855e-01,3.26764e-02,4.47775e-01
5,0.23,4.93242e-01,1.29881e+00,-3.12321e-01,3.26764e-02,4.47775e-01
5,0.24,4.93242e-01,1.34776e+00,-3.61275e-01,3.26764e-02,4.47775e-01
5,0.25,4.93242e-01,1.39713e+00,-4.10645e-01,3.26764e-02,4.47775e-01
5,0.26,4.93242e-01,1.44685e+00,-4.60363e-01,3.26764e-02,4.47775e-01
5,0.27,4.93242e-01,1.49684e+00,-5.10358e-01,3.26764e-02,4.47775e-01
5,0.28,4.93242e-01,1.54705e+00,-5.60565e-01,3.26764e-02,4.47775e-01
5,0.29,4.93242e-01,1.59740e+00,-6.10914e-01,3.26764e-02,4.47775e-01
5,0.30,4.93242e-01,1.64783e+00,-6.61341e-01,3.26764e-02,4.47775e-01
5,0.31,4.93242e-01,1.69826e+00,-7.11778e-01,3.26764e-02,4.47775e-01
5,0.32,4.93242e-01,1.74864e+00,-7.62160e-01,3.26764e-02,4.47775e-01
5,0.33,4.93242e-01,1.79891e+00,-8.12422e-01,3.26764e-02,4.47775e-01
5,0.34,4.93242e-01,1.84899e+00,-8.62500e-01,3.26764e-02,4.47775e-01
5,0.35,4.93242e-01,1.89881e+00,-9.12330e-01,3.26764e-02,4.47775e-01
5,0.36,4.93242e-01,1.94833e+00,-9.61847e-01,3.26764e-02,4.47775e-01
5,0.37,4.93242e-01,1.99747e+00,-1.01099e+00,3.26764e-02,4.47775e-01
5,0.38,4.93242e-01,2.04618e+00,-1.05969e+00,3.26764e-02,4.47775e-01
5,0.39,4.93242e-01,2.09438e+00,-1.10789e+00,3.26764e-02,4.47775e-01
5,0.40,4.93242e-01,2.14202e+00,-1.15553e+00,3.26764e-02,4.47775e-01
5,0.41,4.93242e-01,2.18903e+00,-1.20255e+00,3.26764e-02,4.47775e-01
5,0.42,4.93242e-01,2.23536e+00,-1.24888e+00,3.26764e-02,4.47775e-01
5,0.43,4.93242e-01,2.28095e+00,-1.29446e+00,3.26764e-02,4.47775e-01
5,0.44,4.93242e-01,2.32572e+00,-1.33924e+00,3.26764e-02,4.47775e-01
5,0.45,4.93242e-01,2.36963e+00,-1.38314e+00,3.26764e-02,4.47775e-01
5,0.46,4.93242e-01,2.41261e+00,-1.42613e+00,3.26764e-02,4.47775e-01
5,0.47,4.93242e-01,2.45460e+00,-1.46812e+00,3.26764e-02,4.47775e-01
5,0.48,4.93242e-01,2.49555e+00,-1.50907e+00,3.26764e-02,4.47775e-01
5,0.49,4.93242e-01,2.53540e+00,-1.54891e+00,3.26764e-02,4.47775e-01
5,0.50,4.93242e-01,2.57408e+00,-1.58760e+00,3.26764e-02,4.47775e-01
5,0.51,4.93242e-01,2.61154e+00,-1.62506e+00,3.26764e-02,4.47775e-01
5,0.52,4.93242e-01,2.64773e+00,-1.66124e+00,3.26764e-02,4.47775e-01
5,0.53,4.93242e-01,2.68258e+00,-1.69609e+00,3.26764e-02,4.47775e-01
5,0.54,4.93242e-01,2.71603e+00,-1.72955e+00,3.26764e-02,4.47775e-01
5,0.55,4.93242e-01,2.74804e+00,-1.76156e+00,3.26764e-02,4.47775e-01
5,0.56,4.93242e-01,2.77855e+00,-1.79206e+00,3.26764e-02,4.47775e-01
5,0.57,4.93242e-01,2.80749e+00,-1.82100e+00,3.26764e-02,4.47775e-01
5,0.58,4.93242e-01,2.83481e+00,-1.84833e+00,3.26764e-02,4.47775e-01
5,0.59,4.93242e-01,2.86047e+00,-1.87398e+00,3.26764e-02,4.47775e-01
5,0.60,4.93242e-01,2.88439e+00,-1.89790e+00,3.26764e-02,4.47775e-01
6,0.00,4.36790e-01,4.36801e-01,4.36780e-01,5.63181e-02,4.04238e-01
6,0.01,4.36790e-01,4.37820e-01,4.35760e-01,5.63181e-02,4.04238e-01
6,0.02,4.36790e-01,4.40908e-01,4.32672e-01,5.63181e-02,4.04238e-01
6,0.03,4.36790e-01,4.46051e-01,4.27530e-01,5.63181e-02,4.04238e-01
6,0.04,4.36790e-01,4.53241e-01,4.20340e-01,5.63181e-02,4.04238e-01
6,0.05,4.36790e-01,4.62468e-01,4.11113e-01,5.63181e-02,4.04238e-01
6,0.06,4.36790e-01,4.73720e-01,3.99860e-01,5.63181e-02,4.04238e-01
6,0.07,4.36790e-01,4.86982e-01,3.86598e-01,5.63181e-02,4.04238e-01
6,0.08,4.36790e-01,5.02236e-01,3.71344e-01,5.63181e-02,4.04238e-01
6,0.09,4.36790e-01,5.19462e-01,3.54119e-01,5.63181e-02,4.04238e-01
6,0.10,4.36790e-01,5.38635e-01,3.34946e-01,5.63181e-02,4.04238e-01
6,0.11,4.36790e-01,5.59730e-01,3.13851e-01,5.63181e-02,4.04238e-01
6,0.12,4.36790e-01,5.82718e-01,2.90863e-01,5.63181e-02,4.04238e-01
6,0.13,4.36790e-01,6.07568e-01,2.66013e-01,5.63181e-02,4.04238e-01
6,0.14,4.36790e-01,6.34245e-01,2.39335e-01,5.63181e-02,4.04238e-01
6,0.15,4.36790e-01,6.62714e-01,2.10866e-01,5.63181e-02,4.04238e-01
6,0.16,4.36790e-01,6.92936e-01,1.80645e-01,5.63181e-02,4.04238e-01
6,0.17,4.36790e-01,7.24868e-01,1.48712e-01,5.63181e-02,4.04238e-01
6,0.18,4.36790e-01,7.58467e-01,1.15113e-01,5.63181e-02,4.04238e-01
6,0.19,4.36790e-01,7.93687e-01,7.98934e-02,5.63181e-02,4.04238e-01
6,0.20,4.36790e-01,8.30479e-01,4.31018e-02,5.63181e-02,4.04238e-01
6,0.21,4.36790e-01,8.68791e-01,4.78961e-03,5.63181e-02,4.04238e-01
6,0.22,4.36790e-01,9.08570e-01,-3.49900e-02,5.63181e-02,4.04238e-01
6,0.23,4.36790e-01,9.49762e-01,-7.61813e-02,5.63181e-02,4.04238e-01
6,0.24,4.36790e-01,9.92307e-01,-1.18727e-01,5.63181e-02,4.04238e-01
6,0.25,4.36790e-01,1.03615e+00,-1.62566e-01,5.63181e-02,4.04238e-01
6,0.26,4.36790e-01,1.08122e+00,-2.07637e-01,5.63181e-02,4.04238e-01
6,0.27,4.36790e-01,1.12746e+00,-2.53877e-01,5.63181e-02,4.04238e-01
6,0.28,4.36790e-01,1.17480e+00,-3.01219e-01,5.63181e-02,4.04238e-01
6,0.29,4.36790e-01,1.22318e+00,-3.49595e-01,5.63181e-02,4.04238e-01
6,0.30,4.36790e-01,1.27252e+00,-3.98936e-01,5.63181e-02,4.04238e-01
6,0.31,4.36790e-01,1.32275e+00,-4.49169e-01,5.63181e-02,4.04238e-01
6,0.32,4.36790e-01,1.37380e+00,-5.00223e-01,5.63181e-02,4.04238e-01
6,0.33,4.36790e-01,1.42560e+00,-5.52022e-01,5.63181e-02,4.04238e-01
6,0.34,4.36790e-01,1.47807e+00,-6.04489e-01,5.63181e-02,4.04238e-01
6,0.35,4.36790e-01,1.53113e+00,-6.57547e-01,5.63181e-02,4.04238e-01
6,0.36,4.36790e-01,1.58470e+00,-7.11116e-01,5.63181e-02,4.04238e-01
6,0.37,4.36790e-01,1.63870e+00,-7.65116e-01,5.63181e-02,4.04238e-01
6,0.38,4.36790e-01,1.69304e+00,-8.19464e-01,5.63181e-02,4.04238e-01
6,0.39,4.36790e-01,1.74766e+00,-8.74077e-01,5.63181e-02,4.04238e-01
6,0.40,4.36790e-01,1.80245e+00,-9.28870e-01,5.63181e-02,4.04238e-01
6,0.41,4.36790e-01,1.85734e+00,-9.83758e-01,5.63181e-02,4.04238e-01
6,0.42,4.36790e-01,1.91223e+00,-1.03865e+00,5.63181e-02,4.04238e-01
6,0.43,4.36790e-01,1.96705e+00,-1.09347e+00,5.63181e-02,4.04238e-01
6,0.44,4.36790e-01,2.02170e+00,-1.14812e+00,5.63181e-02,4.04238e-01
6,0.45,4.36790e-01,2.07608e+00,-1.20250e+00,5.63181e-02,4.04238e-01
6,0.46,4.36790e-01,2.13012e+00,-1.25654e+00,5.63181e-02,4.04238e-01
6,0.47,4.36790e-01,2.18373e+00,-1.31015e+00,5.63181e-02,4.04238e-01
6,0.48,4.36790e-01,2.23679e+00,-1.36321e+00,5.63181e-02,4.04238e-01
6,0.49,4.36790e-01,2.28924e+00,-1.41566e+00,5.63181e-02,4.04238e-01
6,0.50,4.36790e-01,2.34097e+00,-1.46739e+00,5.63181e-02,4.04238e-01
6,0.51,4.36790e-01,2.39189e+00,-1.51831e+00,5.63181e-02,4.04238e-01
6,0.52,4.36790e-01,2.44190e+00,-1.56832e+00,5.63181e-02,4.04238e-01
6,0.53,4.36790e-01,2.49092e+00,-1.61734e+00,5.63181e-02,4.04238e-01
6,0.54,4.36790e-01,2.53884e+00,-1.66526e+00,5.63181e-02,4.04238e-01
6,0.55,4.36790e-01,2.58558e+00,-1.71200e+00,5.63181e-02,4.04238e-01
6,0.56,4.36790e-01,2.63103e+00,-1.75745e+00,5.63181e-02,4.04238e-01
6,0.57,4.36790e-01,2.67511e+00,-1.80153e+00,5.63181e-02,4.04238e-01
6,0.58,4.36790e-01,2.71770e+00,-1.84412e+00,5.63181e-02,4.04238e-01
6,0.59,4.36790e-01,2.75873e+00,-1.88515e+00,5.63181e-02,4.04238e-01
6,0.60,4.36790e-01,2.79809e+00,-1.92451e+00,5.63181e-02,4.04238e-01
7,0.00,3.94132e-01,3.94132e-01,3.94132e-01,8.05046e-02,3.69545e-01
7,0.01,3.94132e-01,3.94267e-01,3.93997e-01,8.05046e-02,3.69545e-01
7,0.02,3.94132e-01,3.94894e-01,3.93370e-01,8.05046e-02,3.69545e-01
7,0.03,3.94132e-01,3.96231e-01,3.92033e-01,8.05046e-02,3.69545e-01
7,0.04,3.94132e-01,3.98437e-01,3.89827e-01,8.05046e-02,3.69545e-01
7,0.05,3.94132e-01,4.01644e-01,3.86620e-01,8.05046e-02,3.69545e-01
7,0.06,3.94132e-01,4.05965e-01,3.82299e-01,8.05046e-02,3.69545e-01
7,0.07,3.94132e-01,4.11501e-01,3.76764e-01,8.05046e-02,3.69545e-01
7,0.08,3.94132e-01,4.18338e-01,3.69926e-01,8.05046e-02,3.69545e-01
7,0.09,3.94132e-01,4.26557e-01,3.61707e-01,8.05046e-02,3.69545e-01
7,0.10,3.94132e-01,4.36228e-01,3.52036e-01,8.05046e-02,3.69545e-01
7,0.11,3.94132e-01,4.47413e-01,3.40851e-01,8.05046e-02,3.69545e-01
7,0.12,3.94132e-01,4.60169e-01,3.28095e-01,8.05046e-02,3.69545e-01
7,0.13,3.94132e-01,4.74545e-01,3.13719e-01,8.05046e-02,3.69545e-01
7,0.14,3.94132e-01,4.90584e-01,2.97680e-01,8.05046e-02,3.69545e-01
7,0.15,3.94132e-01,5.08322e-01,2.79942e-01,8.05046e-02,3.69545e-01
7,0.16,3.94132e-01,5.27791e-01,2.60473e-01,8.05046e-02,3.69545e-01
7,0.17,3.94132e-01,5.49015e-01,2.39249e-01,8.05046e-02,3.69545e-01
7,0.18,3.94132e-01,5.72015e-01,2.16249e-01,8.05046e-02,3.69545e-01
7,0.19,3.94132e-01,5.96805e-01,1.91459e-01,8.05046e-02,3.69545e-01
7,0.20,3.94132e-01,6.23393e-01,1.64871e-01,8.05046e-02,3.69545e-01
7,0.21,3.94132e-01,6.51783e-01,1.36481e-01,8.05046e-02,3.69545e-01
7,0.22,3.94132e-01,6.81973e-01,1.06292e-01,8.05046e-02,3.69545e-01
7,0.23,3.94132e-01,7.13956e-01,7.43084e-02,8.05046e-02,3.69545e-01
7,0.24,3.94132e-01,7.47720e-01,4.05441e-02,8.05046e-02,3.69545e-01
7,0.25,3.94132e-01,7.83248e-01,5.01565e-03,8.05046e-02,3.69545e-01
7,0.26,3.94132e-01,8.20519e-01,-3.22549e-02,8.05046e-02,3.69545e-01
7,0.27,3.94132e-01,8.59505e-01,-7.12406e-02,8.05046e-02,3.69545e-01
7,0.28,3.94132e-01,9.00174e-01,-1.11910e-01,8.05046e-02,3.69545e-01
7,0.29,3.94132e-01,9.42490e-01,-1.54226e-01,8.05046e-02,3.69545e-01
7,0.30,3.94132e-01,9.86411e-01,-1.98147e-01,8.05046e-02,3.69545e-01
7,0.31,3.94132e-01,1.03189e+00,-2.43628e-01,8.05046e-02,3.69545e-01
7,0.32,3.94132e-01,1.07888e+00,-2.90619e-01,8.05046e-02,3.69545e-01
7,0.33,3.94132e-01,1.12733e+00,-3.39064e-01,8.05046e-02,3.69545e-01
7,0.34,3.94132e-01,1.17717e+00,-3.88903e-01,8.05046e-02,3.69545e-01
7,0.35,3.94132e-01,1.22834e+00,-4.40074e-01,8.05046e-02,3.69545e-01
7,0.36,3.94132e-01,1.28077e+00,-4.92508e-01,8.05046e-02,3.69545e-01
7,0.37,3.94132e-01,1.33440e+00,-5.46134e-01,8.05046e-02,3.69545e-01
7,0.38,3.94132e-01,1.38914e+00,-6.00875e-01,8.05046e-02,3.69545e-01
7,0.39,3.94132e-01,1.44491e+00,-6.56651e-01,8.05046e-02,3.69545e-01
7,0.40,3.94132e-01,1.50164e+00,-7.13378e-01,8.05046e-02,3.69545e-01
7,0.41,3.94132e-01,1.55923e+00,-7.70968e-01,8.05046e-02,3.69545e-01
7,0.42,3.94132e-01,1.61759e+00,-8.29331e-01,8.05046e-02,3.69545e-01
7,0.43,3.94132e-01,1.67663e+00,-8.88371e-01,8.05046e-02,3.69545e-01
7,0.44,3.94132e-01,1.73625e+00,-9.47990e-01,8.05046e-02,3.69545e-01
7,0.45,3.94132e-01,1.79635e+00,-1.00809e+00,8.05046e-02,3.69545e-01
7,0.46,3.94132e-01,1.85682e+00,-1.06856e+00,8.05046e-02,3.69545e-01
7,0.47,3.94132e-01,1.91755e+00,-1.12929e+00,8.05046e-02,3.69545e-01
7,0.48,3.94132e-01,1.97844e+00,-1.19018e+00,8.05046e-02,3.69545e-01
7,0.49,3.94132e-01,2.03937e+00,-1.25110e+00,8.05046e-02,3.69545e-01
7,0.50,3.94132e-01,2.10022e+00,-1.31196e+00,8.05046e-02,3.69545e-01
7,0.51,3.94132e-01,2.16088e+00,-1.37261e+00,8.05046e-02,3.69545e-01
