#N,e_p,a_res,k_left,k_right,e_int,a_int
4,0.07,5.72357e-01,5.83982e-01,5.60733e-01,2.94732e-01,5.26890e-01
4,0.08,5.72357e-01,5.85625e-01,5.59089e-01,2.94732e-01,5.26890e-01
4,0.09,5.72357e-01,5.87261e-01,5.57453e-01,2.94732e-01,5.26890e-01
4,0.10,5.72357e-01,5.88889e-01,5.55825e-01,2.94732e-01,5.26890e-01
4,0.11,5.72357e-01,5.90509e-01,5.54205e-01,2.94732e-01,5.26890e-01
4,0.12,5.72357e-01,5.92119e-01,5.52595e-01,2.94732e-01,5.26890e-01
4,0.13,5.72357e-01,5.93719e-01,5.50996e-01,2.94732e-01,5.26890e-01
4,0.14,5.72357e-01,5.95307e-01,5.49407e-01,2.94732e-01,5.26890e-01
4,0.15,5.72357e-01,5.96883e-01,5.47831e-01,2.94732e-01,5.26890e-01
4,0.16,5.72357e-01,5.98446e-01,5.46268e-01,2.94732e-01,5.26890e-01
4,0.17,5.72357e-01,5.99996e-01,5.44719e-01,2.94732e-01,5.26890e-01
4,0.18,5.72357e-01,6.01530e-01,5.43184e-01,2.94732e-01,5.26890e-01
4,0.19,5.72357e-01,6.03050e-01,5.41665e-01,2.94732e-01,5.26890e-01
4,0.20,5.72357e-01,6.04552e-01,5.40162e-01,2.94732e-01,5.26890e-01
4,0.21,5.72357e-01,6.06038e-01,5.38676e-01,2.94732e-01,5.26890e-01
4,0.22,5.72357e-01,6.07506e-01,5.37208e-01,2.94732e-01,5.26890e-01
4,0.23,5.72357e-01,6.08955e-01,5.35759e-01,2.94732e-01,5.26890e-01
4,0.24,5.72357e-01,6.10384e-01,5.34330e-01,2.94732e-01,5.26890e-01
4,0.25,5.72357e-01,6.11793e-01,5.32921e-01,2.94732e-01,5.26890e-01
4,0.26,5.72357e-01,6.13181e-01,5.31534e-01,2.94732e-01,5.26890e-01
4,0.27,5.72357e-01,6.14546e-01,5.30168e-01,2.94732e-01,5.26890e-01
4,0.28,5.72357e-01,6.15889e-01,5.28825e-01,2.94732e-01,5.26890e-01
4,0.29,5.72357e-01,6.17208e-01,5.27506e-01,2.94732e-01,5.26890e-01
4,0.30,5.72357e-01,6.18503e-01,5.26211e-01,2.94732e-01,5.26890e-01
4,0.31,5.72357e-01,6.19773e-01,5.24942e-01,2.94732e-01,5.26890e-01
4,0.32,5.72357e-01,6.21017e-01,5.23698e-01,2.94732e-01,5.26890e-01
4,0.33,5.72357e-01,6.22234e-01,5.22481e-01,2.94732e-01,5.26890e-01
4,0.34,5.72357e-01,6.23423e-01,5.21291e-01,2.94732e-01,5.26890e-01
4,0.35,5.72357e-01,6.24585e-01,5.20129e-01,2.94732e-01,5.26890e-01
4,0.36,5.72357e-01,6.25718e-01,5.18997e-01,2.94732e-01,5.26890e-01
4,0.37,5.72357e-01,6.26821e-01,5.17894e-01,2.94732e-01,5.26890e-01
4,0.38,5.72357e-01,6.27893e-01,5.16821e-01,2.94732e-01,5.26890e-01
4,0.39,5.72357e-01,6.28935e-01,5.15779e-01,2.94732e-01,5.26890e-01
4,0.40,5.72357e-01,6.29945e-01,5.14770e-01,2.94732e-01,5.26890e-01
4,0.41,5.72357e-01,6.30922e-01,5.13792e-01,2.94732e-01,5.26890e-01
4,0.42,5.72357e-01,6.31866e-01,5.12848e-01,2.94732e-01,5.26890e-01
4,0.43,5.72357e-01,6.32776e-01,5.11938e-01,2.94732e-01,5.26890e-01
4,0.44,5.72357e-01,6.33652e-01,5.11063e-01,2.94732e-01,5.26890e-01
4,0.45,5.72357e-01,6.34492e-01,5.10222e-01,2.94732e-01,5.26890e-01
4,0.46,5.72357e-01,6.35296e-01,5.09418e-01,2.94732e-01,5.26890e-01
4,0.47,5.72357e-01,6.36064e-01,5.08650e-01,2.94732e-01,5.26890e-01
4,0.48,5.72357e-01,6.36794e-01,5.07920e-01,2.94732e-01,5.26890e-01
4,0.49,5.72357e-01,6.37487e-01,5.07228e-01,2.94732e-01,5.26890e-01
4,0.50,5.72357e-01,6.38140e-01,5.06574e-01,2.94732e-01,5.26890e-01
4,0.51,5.72357e-01,6.38755e-01,5.05959e-01,2.94732e-01,5.26890e-01
4,0.52,5.72357e-01,6.39329e-01,5.05385e-01,2.94732e-01,5.26890e-01
4,0.53,5.72357e-01,6.39863e-01,5.04851e-01,2.94732e-01,5.26890e-01
4,0.54,5.72357e-01,6.40356e-01,5.04358e-01,2.94732e-01,5.26890e-01
4,0.55,5.72357e-01,6.40806e-01,5.03908e-01,2.94732e-01,5.26890e-01
4,0.56,5.72357e-01,6.41214e-01,5.03500e-01,2.94732e-01,5.26890e-01
4,0.57,5.72357e-01,6.41579e-01,5.03135e-01,2.94732e-01,5.26890e-01
4,0.58,5.72357e-01,6.41900e-01,5.02814e-01,2.94732e-01,5.26890e-01
4,0.59,5.72357e-01,6.42176e-01,5.02538e-01,2.94732e-01,5.26890e-01
4,0.60,5.72357e-01,6.42407e-01,5.02307e-01,2.94732e-01,5.26890e-01
5,0.00,4.93242e-01,4.93250e-01,4.93235e-01,2.90198e-01,4.60276e-01
5,0.01,4.93242e-01,4.93472e-01,4.93013e-01,2.90198e-01,4.60276e-01
5,0.02,4.93242e-01,4.93892e-01,4.92593e-01,2.90198e-01,4.60276e-01
5,0.03,4.93242e-01,4.94436e-01,4.92049e-01,2.90198e-01,4.60276e-01
5,0.04,4.93242e-01,4.95078e-01,4.91406e-01,2.90198e-01,4.60276e-01
5,0.05,4.93242e-01,4.95806e-01,4.90679e-01,2.90198e-01,4.60276e-01
5,0.06,4.93242e-01,4.96608e-01,4.89876e-01,2.90198e-01,4.60276e-01
5,0.07,4.93242e-01,4.97479e-01,4.89006e-01,2.90198e-01,4.60276e-01
5,0.08,4.93242e-01,4.98410e-01,4.88075e-01,2.90198e-01,4.60276e-01
5,0.09,4.93242e-01,4.99398e-01,4.87086e-01,2.90198e-01,4.60276e-01
5,0.10,4.93242e-01,5.00439e-01,4.86046e-01,2.90198e-01,4.60276e-01
5,0.11,4.93242e-01,5.01527e-01,4.84958e-01,2.90198e-01,4.60276e-01
5,0.12,4.93242e-01,5.02660e-01,4.83825e-01,2.90198e-01,4.60276e-01
5,0.13,4.93242e-01,5.03835e-01,4.82650e-01,2.90198e-01,4.60276e-01
5,0.14,4.93242e-01,5.05048e-01,4.81437e-01,2.90198e-01,4.60276e-01
5,0.15,4.93242e-01,5.06297e-01,4.80188e-01,2.90198e-01,4.60276e-01
5,0.16,4.93242e-01,5.07579e-01,4.78906e-01,2.90198e-01,4.60276e-01
5,0.17,4.93242e-01,5.08891e-01,4.77594e-01,2.90198e-01,4.60276e-01
5,0.18,4.93242e-01,5.10232e-01,4.76253e-01,2.90198e-01,4.60276e-01
5,0.19,4.93242e-01,5.11598e-01,4.74887e-01,2.90198e-01,4.60276e-01
5,0.20,4.93242e-01,5.12987e-01,4.73498e-01,2.90198e-01,4.60276e-01
5,0.21,4.93242e-01,5.14397e-01,4.72088e-01,2.90198e-01,4.60276e-01
5,0.22,4.93242e-01,5.15826e-01,4.70659e-01,2.90198e-01,4.60276e-01
5,0.23,4.93242e-01,5.17272e-01,4.69213e-01,2.90198e-01,4.60276e-01
5,0.24,4.93242e-01,5.18732e-01,4.67753e-01,2.90198e-01,4.60276e-01
5,0.25,4.93242e-01,5.20205e-01,4.66280e-01,2.90198e-01,4.60276e-01
5,0.26,4.93242e-01,5.21688e-01,4.64797e-01,2.90198e-01,4.60276e-01
5,0.27,4.93242e-01,5.23179e-01,4.63306e-01,2.90198e-01,4.60276e-01
5,0.28,4.93242e-01,5.24677e-01,4.61808e-01,2.90198e-01,4.60276e-01
5,0.29,4.93242e-01,5.26179e-01,4.60306e-01,2.90198e-01,4.60276e-01
5,0.30,4.93242e-01,5.27683e-01,4.58802e-01,2.90198e-01,4.60276e-01
5,0.31,4.93242e-01,5.29187e-01,4.57297e-01,2.90198e-01,4.60276e-01
5,0.32,4.93242e-01,5.30690e-01,4.55795e-01,2.90198e-01,4.60276e-01
5,0.33,4.93242e-01,5.32190e-01,4.54295e-01,2.90198e-01,4.60276e-01
5,0.34,4.93242e-01,5.33683e-01,4.52802e-01,2.90198e-01,4.60276e-01
5,0.35,4.93242e-01,5.35170e-01,4.51315e-01,2.90198e-01,4.60276e-01
5,0.36,4.93242e-01,5.36647e-01,4.49838e-01,2.90198e-01,4.60276e-01
5,0.37,4.93242e-01,5.38113e-01,4.48372e-01,2.90198e-01,4.60276e-01
5,0.38,4.93242e-01,5.39565e-01,4.46919e-01,2.90198e-01,4.60276e-01
5,0.39,4.93242e-01,5.41003e-01,4.45482e-01,2.90198e-01,4.60276e-01
5,0.40,4.93242e-01,5.42424e-01,4.44061e-01,2.90198e-01,4.60276e-01
5,0.41,4.93242e-01,5.43827e-01,4.42658e-01,2.90198e-01,4.60276e-01
5,0.42,4.93242e-01,5.45209e-01,4.41276e-01,2.90198e-01,4.60276e-01
5,0.43,4.93242e-01,5.46568e-01,4.39916e-01,2.90198e-01,4.60276e-01
5,0.44,4.93242e-01,5.47904e-01,4.38581e-01,2.90198e-01,4.60276e-01
5,0.45,4.93242e-01,5.49214e-01,4.37271e-01,2.90198e-01,4.60276e-01
5,0.46,4.93242e-01,5.50496e-01,4.35989e-01,2.90198e-01,4.60276e-01
5,0.47,4.93242e-01,5.51749e-01,4.34736e-01,2.90198e-01,4.60276e-01
5,0.48,4.93242e-01,5.52970e-01,4.33515e-01,2.90198e-01,4.60276e-01
5,0.49,4.93242e-01,5.54159e-01,4.32326e-01,2.90198e-01,4.60276e-01
5,0.50,4.93242e-01,5.55312e-01,4.31172e-01,2.90198e-01,4.60276e-01
5,0.51,4.93242e-01,5.56430e-01,4.30055e-01,2.90198e-01,4.60276e-01
5,0.52,4.93242e-01,5.57509e-01,4.28976e-01,2.90198e-01,4.60276e-01
5,0.53,4.93242e-01,5.58549e-01,4.27936e-01,2.90198e-01,4.60276e-01
5,0.54,4.93242e-01,5.59547e-01,4.26938e-01,2.90198e-01,4.60276e-01
5,0.55,4.93242e-01,5.60502e-01,4.25983e-01,2.90198e-01,4.60276e-01
5,0.56,4.93242e-01,5.61411e-01,4.25073e-01,2.90198e-01,4.60276e-01
5,0.57,4.93242e-01,5.62275e-01,4.24210e-01,2.90198e-01,4.60276e-01
5,0.58,4.93242e-01,5.63090e-01,4.23395e-01,2.90198e-01,4.60276e-01
5,0.59,4.93242e-01,5.63855e-01,4.22630e-01,2.90198e-01,4.60276e-01
5,0.60,4.93242e-01,5.64569e-01,4.21916e-01,2.90198e-01,4.60276e-01
6,0.00,4.36790e-01,4.36791e-01,4.36790e-01,3.00219e-01,4.11829e-01
6,0.01,4.36790e-01,4.36821e-01,4.36760e-01,3.00219e-01,4.11829e-01
6,0.02,4.36790e-01,4.36913e-01,4.36667e-01,3.00219e-01,4.11829e-01
6,0.03,4.36790e-01,4.37066e-01,4.36514e-01,3.00219e-01,4.11829e-01
6,0.04,4.36790e-01,4.37281e-01,4.36300e-01,3.00219e-01,4.11829e-01
6,0.05,4.36790e-01,4.37556e-01,4.36024e-01,3.00219e-01,4.11829e-01
6,0.06,4.36790e-01,4.37892e-01,4.35689e-01,3.00219e-01,4.11829e-01
6,0.07,4.36790e-01,4.38287e-01,4.35293e-01,3.00219e-01,4.11829e-01
6,0.08,4.36790e-01,4.38742e-01,4.34838e-01,3.00219e-01,4.11829e-01
6,0.09,4.36790e-01,4.39256e-01,4.34324e-01,3.00219e-01,4.11829e-01
6,0.10,4.36790e-01,4.39828e-01,4.33752e-01,3.00219e-01,4.11829e-01
6,0.11,4.36790e-01,4.40457e-01,4.33123e-01,3.00219e-01,4.11829e-01
6,0.12,4.36790e-01,4.41143e-01,4.32437e-01,3.00219e-01,4.11829e-01
6,0.13,4.36790e-01,4.41884e-01,4.31696e-01,3.00219e-01,4.11829e-01
6,0.14,4.36790e-01,4.42680e-01,4.30900e-01,3.00219e-01,4.11829e-01
6,0.15,4.36790e-01,4.43529e-01,4.30051e-01,3.00219e-01,4.11829e-01
6,0.16,4.36790e-01,4.44431e-01,4.29150e-01,3.00219e-01,4.11829e-01
6,0.17,4.36790e-01,4.45383e-01,4.28197e-01,3.00219e-01,4.11829e-01
6,0.18,4.36790e-01,4.46386e-01,4.27195e-01,3.00219e-01,4.11829e-01
6,0.19,4.36790e-01,4.47436e-01,4.26144e-01,3.00219e-01,4.11829e-01
6,0.20,4.36790e-01,4.48534e-01,4.25047e-01,3.00219e-01,4.11829e-01
6,0.21,4.36790e-01,4.49677e-01,4.23904e-01,3.00219e-01,4.11829e-01
6,0.22,4.36790e-01,4.50863e-01,4.22717e-01,3.00219e-01,4.11829e-01
6,0.23,4.36790e-01,4.52092e-01,4.21489e-01,3.00219e-01,4.11829e-01
6,0.24,4.36790e-01,4.53361e-01,4.20220e-01,3.00219e-01,4.11829e-01
6,0.25,4.36790e-01,4.54669e-01,4.18912e-01,3.00219e-01,4.11829e-01
6,0.26,4.36790e-01,4.56013e-01,4.17567e-01,3.00219e-01,4.11829e-01
6,0.27,4.36790e-01,4.57392e-01,4.16188e-01,3.00219e-01,4.11829e-01
6,0.28,4.36790e-01,4.58805e-01,4.14776e-01,3.00219e-01,4.11829e-01
6,0.29,4.36790e-01,4.60248e-01,4.13333e-01,3.00219e-01,4.11829e-01
6,0.30,4.36790e-01,4.61719e-01,4.11861e-01,3.00219e-01,4.11829e-01
6,0.31,4.36790e-01,4.63218e-01,4.10363e-01,3.00219e-01,4.11829e-01
6,0.32,4.36790e-01,4.64741e-01,4.08840e-01,3.00219e-01,4.11829e-01
6,0.33,4.36790e-01,4.66286e-01,4.07295e-01,3.00219e-01,4.11829e-01
6,0.34,4.36790e-01,4.67851e-01,4.05730e-01,3.00219e-01,4.11829e-01
6,0.35,4.36790e-01,4.69434e-01,4.04147e-01,3.00219e-01,4.11829e-01
6,0.36,4.36790e-01,4.71032e-01,4.02549e-01,3.00219e-01,4.11829e-01
6,0.37,4.36790e-01,4.72642e-01,4.00938e-01,3.00219e-01,4.11829e-01
6,0.38,4.36790e-01,4.74263e-01,3.99317e-01,3.00219e-01,4.11829e-01
6,0.39,4.36790e-01,4.75893e-01,3.97688e-01,3.00219e-01,4.11829e-01
6,0.40,4.36790e-01,4.77527e-01,3.96054e-01,3.00219e-01,4.11829e-01
6,0.41,4.36790e-01,4.79164e-01,3.94416e-01,3.00219e-01,4.11829e-01
6,0.42,4.36790e-01,4.80802e-01,3.92779e-01,3.00219e-01,4.11829e-01
6,0.43,4.36790e-01,4.82437e-01,3.91144e-01,3.00219e-01,4.11829e-01
6,0.44,4.36790e-01,4.84067e-01,3.89514e-01,3.00219e-01,4.11829e-01
6,0.45,4.36790e-01,4.85689e-01,3.87891e-01,3.00219e-01,4.11829e-01
6,0.46,4.36790e-01,4.87301e-01,3.86279e-01,3.00219e-01,4.11829e-01
6,0.47,4.36790e-01,4.88900e-01,3.84680e-01,3.00219e-01,4.11829e-01
6,0.48,4.36790e-01,4.90483e-01,3.83097e-01,3.00219e-01,4.11829e-01
6,0.49,4.36790e-01,4.92048e-01,3.81533e-01,3.00219e-01,4.11829e-01
6,0.50,4.36790e-01,4.93591e-01,3.79990e-01,3.00219e-01,4.11829e-01
6,0.51,4.36790e-01,4.95109e-01,3.78471e-01,3.00219e-01,4.11829e-01
6,0.52,4.36790e-01,4.96601e-01,3.76979e-01,3.00219e-01,4.11829e-01
6,0.53,4.36790e-01,4.98064e-01,3.75517e-01,3.00219e-01,4.11829e-01
6,0.54,4.36790e-01,4.99493e-01,3.74087e-01,3.00219e-01,4.11829e-01
6,0.55,4.36790e-01,5.00887e-01,3.72693e-01,3.00219e-01,4.11829e-01
6,0.56,4.36790e-01,5.02243e-01,3.71337e-01,3.00219e-01,4.11829e-01
6,0.57,4.36790e-01,5.03558e-01,3.70023e-01,3.00219e-01,4.11829e-01
6,0.58,4.36790e-01,5.04828e-01,3.68752e-01,3.00219e-01,4.11829e-01
6,0.59,4.36790e-01,5.06052e-01,3.67528e-01,3.00219e-01,4.11829e-01
6,0.60,4.36790e-01,5.07226e-01,3.66354e-01,3.00219e-01,4.11829e-01
7,0.00,3.94132e-01,3.94132e-01,3.94132e-01,3.14106e-01,3.74538e-01
7,0.01,3.94132e-01,3.94136e-01,3.94128e-01,3.14106e-01,3.74538e-01
7,0.02,3.94132e-01,3.94155e-01,3.94109e-01,3.14106e-01,3.74538e-01
7,0.03,3.94132e-01,3.94195e-01,3.94069e-01,3.14106e-01,3.74538e-01
7,0.04,3.94132e-01,3.94260e-01,3.94004e-01,3.14106e-01,3.74538e-01
7,0.05,3.94132e-01,3.94356e-01,3.93908e-01,3.14106e-01,3.74538e-01
7,0.06,3.94132e-01,3.94485e-01,3.93779e-01,3.14106e-01,3.74538e-01
7,0.07,3.94132e-01,3.94650e-01,3.93614e-01,3.14106e-01,3.74538e-01
7,0.08,3.94132e-01,3.94854e-01,3.93410e-01,3.14106e-01,3.74538e-01
7,0.09,3.94132e-01,3.95099e-01,3.93165e-01,3.14106e-01,3.74538e-01
7,0.10,3.94132e-01,3.95388e-01,3.92876e-01,3.14106e-01,3.74538e-01
7,0.11,3.94132e-01,3.95721e-01,3.92543e-01,3.14106e-01,3.74538e-01
7,0.12,3.94132e-01,3.96102e-01,3.92162e-01,3.14106e-01,3.74538e-01
7,0.13,3.94132e-01,3.96531e-01,3.91733e-01,3.14106e-01,3.74538e-01
7,0.14,3.94132e-01,3.97009e-01,3.91255e-01,3.14106e-01,3.74538e-01
7,0.15,3.94132e-01,3.97538e-01,3.90726e-01,3.14106e-01,3.74538e-01
7,0.16,3.94132e-01,3.98119e-01,3.90145e-01,3.14106e-01,3.74538e-01
7,0.17,3.94132e-01,3.98752e-01,3.89512e-01,3.14106e-01,3.74538e-01
7,0.18,3.94132e-01,3.99438e-01,3.88826e-01,3.14106e-01,3.74538e-01
7,0.19,3.94132e-01,4.00178e-01,3.88086e-01,3.14106e-01,3.74538e-01
7,0.20,3.94132e-01,4.00971e-01,3.87293e-01,3.14106e-01,3.74538e-01
7,0.21,3.94132e-01,4.01818e-01,3.86446e-01,3.14106e-01,3.74538e-01
7,0.22,3.94132e-01,4.02718e-01,3.85546e-01,3.14106e-01,3.74538e-01
7,0.23,3.94132e-01,4.03672e-01,3.84592e-01,3.14106e-01,3.74538e-01
7,0.24,3.94132e-01,4.04679e-01,3.83585e-01,3.14106e-01,3.74538e-01
7,0.25,3.94132e-01,4.05739e-01,3.82525e-01,3.14106e-01,3.74538e-01
7,0.26,3.94132e-01,4.06851e-01,3.81413e-01,3.14106e-01,3.74538e-01
7,0.27,3.94132e-01,4.08014e-01,3.80250e-01,3.14106e-01,3.74538e-01
7,0.28,3.94132e-01,4.09227e-01,3.79037e-01,3.14106e-01,3.74538e-01
7,0.29,3.94132e-01,4.10489e-01,3.77775e-01,3.14106e-01,3.74538e-01
7,0.30,3.94132e-01,4.11799e-01,3.76465e-01,3.14106e-01,3.74538e-01
7,0.31,3.94132e-01,4.13156e-01,3.75108e-01,3.14106e-01,3.74538e-01
7,0.32,3.94132e-01,4.14558e-01,3.73706e-01,3.14106e-01,3.74538e-01
7,0.33,3.94132e-01,4.16003e-01,3.72261e-01,3.14106e-01,3.74538e-01
7,0.34,3.94132e-01,4.17489e-01,3.70775e-01,3.14106e-01,3.74538e-01
7,0.35,3.94132e-01,4.19016e-01,3.69248e-01,3.14106e-01,3.74538e-01
7,0.36,3.94132e-01,4.20580e-01,3.67684e-01,3.14106e-01,3.74538e-01
7,0.37,3.94132e-01,4.22180e-01,3.66085e-01,3.14106e-01,3.74538e-01
7,0.38,3.94132e-01,4.23812e-01,3.64452e-01,3.14106e-01,3.74538e-01
7,0.39,3.94132e-01,4.25476e-01,3.62788e-01,3.14106e-01,3.74538e-01
7,0.40,3.94132e-01,4.27168e-01,3.61096e-01,3.14106e-01,3.74538e-01
7,0.41,3.94132e-01,4.28886e-01,3.59378e-01,3.14106e-01,3.74538e-01
7,0.42,3.94132e-01,4.30627e-01,3.57637e-01,3.14106e-01,3.74538e-01
7,0.43,3.94132e-01,4.32388e-01,3.55876e-01,3.14106e-01,3.74538e-01
7,0.44,3.94132e-01,4.34167e-01,3.54097e-01,3.14106e-01,3.74538e-01
7,0.45,3.94132e-01,4.35959e-01,3.52305e-01,3.14106e-01,3.74538e-01
7,0.46,3.94132e-01,4.37763e-01,3.50501e-01,3.14106e-01,3.74538e-01
7,0.47,3.94132e-01,4.39575e-01,3.48689e-01,3.14106e-01,3.74538e-01
7,0.48,3.94132e-01,4.41391e-01,3.46873e-01,3.14106e-01,3.74538e-01
7,0.49,3.94132e-01,4.43208e-01,3.45056e-01,3.14106e-01,3.74538e-01
7,0.50,3.94132e-01,4.45023e-01,3.43241e-01,3.14106e-01,3.74538e-01
7,0.51,3.94132e-01,4.46833e-01,3.41431e-01,3.14106e-01,3.74538e-01
7,0.52,3.94132e-01,4.48633e-01,3.39631e-01,3.14106e-01,3.74538e-01
7,0.53,3.94132e-01,4.50419e-01,3.37845e-01,3.14106e-01,3.74538e-01
7,0.54,3.94132e-01,4.52189e-01,3.36075e-01,3.14106e-01,3.74538e-01
7,0.55,3.94132e-01,4.53938e-01,3.34326e-01,3.14106e-01,3.74538e-01
7,0.56,3.94132e-01,4.55663e-01,3.32601e-01,3.14106e-01,3.74538e-01
7,0.57,3.94132e-01,4.57359e-01,3.30905e-01,3.14106e-01,3.74538e-01
7,0.58,3.94132e-01,4.59022e-01,3.29242e-01,3.14106e-01,3.74538e-01
