#N,e_p,a_res,k_left,k_right,e_int,a_int
7,0.59,3.94132e-01,4.60649e-01,3.27615e-01,3.14106e-01,3.74538e-01
7,0.60,3.94132e-01,4.62235e-01,3.26029e-01,3.14106e-01,3.74538e-01
8,0.00,3.60562e-01,3.60562e-01,3.60562e-01,3.28911e-01,3.44735e-01
8,0.01,3.60562e-01,3.60563e-01,3.60562e-01,3.28911e-01,3.44735e-01
8,0.02,3.60562e-01,3.60567e-01,3.60558e-01,3.28911e-01,3.44735e-01
8,0.03,3.60562e-01,3.60576e-01,3.60548e-01,3.28911e-01,3.44735e-01
8,0.04,3.60562e-01,3.60595e-01,3.60529e-01,3.28911e-01,3.44735e-01
8,0.05,3.60562e-01,3.60627e-01,3.60498e-01,3.28911e-01,3.44735e-01
8,0.06,3.60562e-01,3.60674e-01,3.60451e-01,3.28911e-01,3.44735e-01
8,0.07,3.60562e-01,3.60739e-01,3.60386e-01,3.28911e-01,3.44735e-01
8,0.08,3.60562e-01,3.60825e-01,3.60299e-01,3.28911e-01,3.44735e-01
8,0.09,3.60562e-01,3.60936e-01,3.60189e-01,3.28911e-01,3.44735e-01
8,0.10,3.60562e-01,3.61073e-01,3.60051e-01,3.28911e-01,3.44735e-01
8,0.11,3.60562e-01,3.61241e-01,3.59884e-01,3.28911e-01,3.44735e-01
8,0.12,3.60562e-01,3.61440e-01,3.59685e-01,3.28911e-01,3.44735e-01
8,0.13,3.60562e-01,3.61675e-01,3.59450e-01,3.28911e-01,3.44735e-01
8,0.14,3.60562e-01,3.61946e-01,3.59179e-01,3.28911e-01,3.44735e-01
8,0.15,3.60562e-01,3.62258e-01,3.58867e-01,3.28911e-01,3.44735e-01
8,0.16,3.60562e-01,3.62611e-01,3.58514e-01,3.28911e-01,3.44735e-01
8,0.17,3.60562e-01,3.63008e-01,3.58117e-01,3.28911e-01,3.44735e-01
8,0.18,3.60562e-01,3.63452e-01,3.57673e-01,3.28911e-01,3.44735e-01
8,0.19,3.60562e-01,3.63943e-01,3.57182e-01,3.28911e-01,3.44735e-01
8,0.20,3.60562e-01,3.64484e-01,3.56641e-01,3.28911e-01,3.44735e-01
8,0.21,3.60562e-01,3.65076e-01,3.56049e-01,3.28911e-01,3.44735e-01
8,0.22,3.60562e-01,3.65721e-01,3.55404e-01,3.28911e-01,3.44735e-01
8,0.23,3.60562e-01,3.66419e-01,3.54706e-01,3.28911e-01,3.44735e-01
8,0.24,3.60562e-01,3.67173e-01,3.53952e-01,3.28911e-01,3.44735e-01
8,0.25,3.60562e-01,3.67982e-01,3.53142e-01,3.28911e-01,3.44735e-01
8,0.26,3.60562e-01,3.68849e-01,3.52276e-01,3.28911e-01,3.44735e-01
8,0.27,3.60562e-01,3.69772e-01,3.51352e-01,3.28911e-01,3.44735e-01
8,0.28,3.60562e-01,3.70754e-01,3.50371e-01,3.28911e-01,3.44735e-01
8,0.29,3.60562e-01,3.71793e-01,3.49331e-01,3.28911e-01,3.44735e-01
8,0.30,3.60562e-01,3.72891e-01,3.48234e-01,3.28911e-01,3.44735e-01
8,0.31,3.60562e-01,3.74047e-01,3.47078e-01,3.28911e-01,3.44735e-01
8,0.32,3.60562e-01,3.75260e-01,3.45865e-01,3.28911e-01,3.44735e-01
8,0.33,3.60562e-01,3.76530e-01,3.44594e-01,3.28911e-01,3.44735e-01
8,0.34,3.60562e-01,3.77857e-01,3.43267e-01,3.28911e-01,3.44735e-01
8,0.35,3.60562e-01,3.79240e-01,3.41885e-01,3.28911e-01,3.44735e-01
8,0.36,3.60562e-01,3.80677e-01,3.40448e-01,3.28911e-01,3.44735e-01
8,0.37,3.60562e-01,3.82168e-01,3.38957e-01,3.28911e-01,3.44735e-01
8,0.38,3.60562e-01,3.83710e-01,3.37415e-01,3.28911e-01,3.44735e-01
8,0.39,3.60562e-01,3.85302e-01,3.35823e-01,3.28911e-01,3.44735e-01
8,0.40,3.60562e-01,3.86943e-01,3.34182e-01,3.28911e-01,3.44735e-01
8,0.41,3.60562e-01,3.88630e-01,3.32495e-01,3.28911e-01,3.44735e-01
8,0.42,3.60562e-01,3.90360e-01,3.30764e-01,3.28911e-01,3.44735e-01
8,0.43,3.60562e-01,3.92133e-01,3.28992e-01,3.28911e-01,3.44735e-01
8,0.44,3.60562e-01,3.93944e-01,3.27181e-01,3.28911e-01,3.44735e-01
8,0.45,3.60562e-01,3.95791e-01,3.25333e-01,3.28911e-01,3.44735e-01
8,0.46,3.60562e-01,3.97672e-01,3.23453e-01,3.28911e-01,3.44735e-01
8,0.47,3.60562e-01,3.99583e-01,3.21542e-01,3.28911e-01,3.44735e-01
8,0.48,3.60562e-01,4.01520e-01,3.19605e-01,3.28911e-01,3.44735e-01
8,0.49,3.60562e-01,4.03480e-01,3.17645e-01,3.28911e-01,3.44735e-01
8,0.50,3.60562e-01,4.05460e-01,3.15665e-01,3.28911e-01,3.44735e-01
8,0.51,3.60562e-01,4.07455e-01,3.13670e-01,3.28911e-01,3.44735e-01
8,0.52,3.60562e-01,4.09462e-01,3.11663e-01,3.28911e-01,3.44735e-01
8,0.53,3.60562e-01,4.11476e-01,3.09649e-01,3.28911e-01,3.44735e-01
8,0.54,3.60562e-01,4.13493e-01,3.07632e-01,3.28911e-01,3.44735e-01
8,0.55,3.60562e-01,4.15509e-01,3.05616e-01,3.28911e-01,3.44735e-01
8,0.56,3.60562e-01,4.17519e-01,3.03606e-01,3.28911e-01,3.44735e-01
8,0.57,3.60562e-01,4.19517e-01,3.01608e-01,3.28911e-01,3.44735e-01
8,0.58,3.60562e-01,4.21500e-01,2.99625e-01,3.28911e-01,3.44735e-01
8,0.59,3.60562e-01,4.23462e-01,2.97662e-01,3.28911e-01,3.44735e-01
8,0.60,3.60562e-01,4.25399e-01,2.95726e-01,3.28911e-01,3.44735e-01
9,0.00,3.33333e-01,3.33333e-01,3.33333e-01,3.43602e-01,3.20253e-01
9,0.01,3.33333e-01,3.33333e-01,3.33333e-01,3.43602e-01,3.20253e-01
9,0.02,3.33333e-01,3.33334e-01,3.33333e-01,3.43602e-01,3.20253e-01
9,0.03,3.33333e-01,3.33336e-01,3.33330e-01,3.43602e-01,3.20253e-01
9,0.04,3.33333e-01,3.33342e-01,3.33325e-01,3.43602e-01,3.20253e-01
9,0.05,3.33333e-01,3.33352e-01,3.33315e-01,3.43602e-01,3.20253e-01
9,0.06,3.33333e-01,3.33368e-01,3.33299e-01,3.43602e-01,3.20253e-01
9,0.07,3.33333e-01,3.33393e-01,3.33274e-01,3.43602e-01,3.20253e-01
9,0.08,3.33333e-01,3.33428e-01,3.33239e-01,3.43602e-01,3.20253e-01
9,0.09,3.33333e-01,3.33476e-01,3.33191e-01,3.43602e-01,3.20253e-01
9,0.10,3.33333e-01,3.33539e-01,3.33128e-01,3.43602e-01,3.20253e-01
9,0.11,3.33333e-01,3.33619e-01,3.33047e-01,3.43602e-01,3.20253e-01
9,0.12,3.33333e-01,3.33720e-01,3.32947e-01,3.43602e-01,3.20253e-01
9,0.13,3.33333e-01,3.33843e-01,3.32824e-01,3.43602e-01,3.20253e-01
9,0.14,3.33333e-01,3.33991e-01,3.32676e-01,3.43602e-01,3.20253e-01
9,0.15,3.33333e-01,3.34167e-01,3.32500e-01,3.43602e-01,3.20253e-01
9,0.16,3.33333e-01,3.34373e-01,3.32293e-01,3.43602e-01,3.20253e-01
9,0.17,3.33333e-01,3.34613e-01,3.32054e-01,3.43602e-01,3.20253e-01
9,0.18,3.33333e-01,3.34888e-01,3.31779e-01,3.43602e-01,3.20253e-01
9,0.19,3.33333e-01,3.35201e-01,3.31465e-01,3.43602e-01,3.20253e-01
9,0.20,3.33333e-01,3.35555e-01,3.31111e-01,3.43602e-01,3.20253e-01
9,0.21,3.33333e-01,3.35953e-01,3.30714e-01,3.43602e-01,3.20253e-01
9,0.22,3.33333e-01,3.36396e-01,3.30271e-01,3.43602e-01,3.20253e-01
9,0.23,3.33333e-01,3.36887e-01,3.29780e-01,3.43602e-01,3.20253e-01
9,0.24,3.33333e-01,3.37428e-01,3.29239e-01,3.43602e-01,3.20253e-01
9,0.25,3.33333e-01,3.38021e-01,3.28646e-01,3.43602e-01,3.20253e-01
9,0.26,3.33333e-01,3.38668e-01,3.27998e-01,3.43602e-01,3.20253e-01
9,0.27,3.33333e-01,3.39372e-01,3.27295e-01,3.43602e-01,3.20253e-01
9,0.28,3.33333e-01,3.40133e-01,3.26533e-01,3.43602e-01,3.20253e-01
9,0.29,3.33333e-01,3.40954e-01,3.25713e-01,3.43602e-01,3.20253e-01
9,0.30,3.33333e-01,3.41836e-01,3.24831e-01,3.43602e-01,3.20253e-01
9,0.31,3.33333e-01,3.42779e-01,3.23888e-01,3.43602e-01,3.20253e-01
9,0.32,3.33333e-01,3.43785e-01,3.22882e-01,3.43602e-01,3.20253e-01
9,0.33,3.33333e-01,3.44855e-01,3.21812e-01,3.43602e-01,3.20253e-01
9,0.34,3.33333e-01,3.45989e-01,3.20678e-01,3.43602e-01,3.20253e-01
9,0.35,3.33333e-01,3.47188e-01,3.19479e-01,3.43602e-01,3.20253e-01
9,0.36,3.33333e-01,3.48452e-01,3.18215e-01,3.43602e-01,3.20253e-01
9,0.37,3.33333e-01,3.49781e-01,3.16886e-01,3.43602e-01,3.20253e-01
9,0.38,3.33333e-01,3.51174e-01,3.15493e-01,3.43602e-01,3.20253e-01
9,0.39,3.33333e-01,3.52631e-01,3.14036e-01,3.43602e-01,3.20253e-01
9,0.40,3.33333e-01,3.54151e-01,3.12515e-01,3.43602e-01,3.20253e-01
9,0.41,3.33333e-01,3.55734e-01,3.10933e-01,3.43602e-01,3.20253e-01
9,0.42,3.33333e-01,3.57377e-01,3.09289e-01,3.43602e-01,3.20253e-01
9,0.43,3.33333e-01,3.59080e-01,3.07586e-01,3.43602e-01,3.20253e-01
9,0.44,3.33333e-01,3.60841e-01,3.05826e-01,3.43602e-01,3.20253e-01
9,0.45,3.33333e-01,3.62657e-01,3.04010e-01,3.43602e-01,3.20253e-01
9,0.46,3.33333e-01,3.64526e-01,3.02141e-01,3.43602e-01,3.20253e-01
9,0.47,3.33333e-01,3.66445e-01,3.00221e-01,3.43602e-01,3.20253e-01
9,0.48,3.33333e-01,3.68413e-01,2.98254e-01,3.43602e-01,3.20253e-01
9,0.49,3.33333e-01,3.70425e-01,2.96242e-01,3.43602e-01,3.20253e-01
9,0.50,3.33333e-01,3.72478e-01,2.94189e-01,3.43602e-01,3.20253e-01
9,0.51,3.33333e-01,3.74568e-01,2.92098e-01,3.43602e-01,3.20253e-01
9,0.52,3.33333e-01,3.76692e-01,2.89974e-01,3.43602e-01,3.20253e-01
9,0.53,3.33333e-01,3.78846e-01,2.87821e-01,3.43602e-01,3.20253e-01
9,0.54,3.33333e-01,3.81024e-01,2.85643e-01,3.43602e-01,3.20253e-01
9,0.55,3.33333e-01,3.83222e-01,2.83444e-01,3.43602e-01,3.20253e-01
9,0.56,3.33333e-01,3.85436e-01,2.81231e-01,3.43602e-01,3.20253e-01
9,0.57,3.33333e-01,3.87660e-01,2.79007e-01,3.43602e-01,3.20253e-01
9,0.58,3.33333e-01,3.89888e-01,2.76779e-01,3.43602e-01,3.20253e-01
9,0.59,3.33333e-01,3.92115e-01,2.74552e-01,3.43602e-01,3.20253e-01
9,0.60,3.33333e-01,3.94335e-01,2.72332e-01,3.43602e-01,3.20253e-01
10,0.00,3.10723e-01,3.10723e-01,3.10723e-01,3.57782e-01,2.99710e-01
10,0.01,3.10723e-01,3.10723e-01,3.10723e-01,3.57782e-01,2.99710e-01
10,0.02,3.10723e-01,3.10723e-01,3.10723e-01,3.57782e-01,2.99710e-01
10,0.03,3.10723e-01,3.10724e-01,3.10723e-01,3.57782e-01,2.99710e-01
10,0.04,3.10723e-01,3.10725e-01,3.10721e-01,3.57782e-01,2.99710e-01
10,0.05,3.10723e-01,3.10728e-01,3.10718e-01,3.57782e-01,2.99710e-01
10,0.06,3.10723e-01,3.10734e-01,3.10713e-01,3.57782e-01,2.99710e-01
10,0.07,3.10723e-01,3.10743e-01,3.10703e-01,3.57782e-01,2.99710e-01
10,0.08,3.10723e-01,3.10757e-01,3.10690e-01,3.57782e-01,2.99710e-01
10,0.09,3.10723e-01,3.10777e-01,3.10669e-01,3.57782e-01,2.99710e-01
10,0.10,3.10723e-01,3.10805e-01,3.10641e-01,3.57782e-01,2.99710e-01
10,0.11,3.10723e-01,3.10843e-01,3.10604e-01,3.57782e-01,2.99710e-01
10,0.12,3.10723e-01,3.10892e-01,3.10555e-01,3.57782e-01,2.99710e-01
10,0.13,3.10723e-01,3.10955e-01,3.10492e-01,3.57782e-01,2.99710e-01
10,0.14,3.10723e-01,3.11033e-01,3.10413e-01,3.57782e-01,2.99710e-01
10,0.15,3.10723e-01,3.11130e-01,3.10317e-01,3.57782e-01,2.99710e-01
10,0.16,3.10723e-01,3.11247e-01,3.10200e-01,3.57782e-01,2.99710e-01
10,0.17,3.10723e-01,3.11386e-01,3.10060e-01,3.57782e-01,2.99710e-01
10,0.18,3.10723e-01,3.11552e-01,3.09894e-01,3.57782e-01,2.99710e-01
10,0.19,3.10723e-01,3.11746e-01,3.09701e-01,3.57782e-01,2.99710e-01
10,0.20,3.10723e-01,3.11971e-01,3.09476e-01,3.57782e-01,2.99710e-01
10,0.21,3.10723e-01,3.12229e-01,3.09217e-01,3.57782e-01,2.99710e-01
10,0.22,3.10723e-01,3.12525e-01,3.08922e-01,3.57782e-01,2.99710e-01
10,0.23,3.10723e-01,3.12859e-01,3.08587e-01,3.57782e-01,2.99710e-01
10,0.24,3.10723e-01,3.13236e-01,3.08211e-01,3.57782e-01,2.99710e-01
10,0.25,3.10723e-01,3.13657e-01,3.07789e-01,3.57782e-01,2.99710e-01
10,0.26,3.10723e-01,3.14126e-01,3.07320e-01,3.57782e-01,2.99710e-01
10,0.27,3.10723e-01,3.14646e-01,3.06801e-01,3.57782e-01,2.99710e-01
10,0.28,3.10723e-01,3.15218e-01,3.06228e-01,3.57782e-01,2.99710e-01
10,0.29,3.10723e-01,3.15846e-01,3.05600e-01,3.57782e-01,2.99710e-01
10,0.30,3.10723e-01,3.16532e-01,3.04914e-01,3.57782e-01,2.99710e-01
10,0.31,3.10723e-01,3.17278e-01,3.04168e-01,3.57782e-01,2.99710e-01
10,0.32,3.10723e-01,3.18087e-01,3.03360e-01,3.57782e-01,2.99710e-01
10,0.33,3.10723e-01,3.18959e-01,3.02487e-01,3.57782e-01,2.99710e-01
10,0.34,3.10723e-01,3.19898e-01,3.01548e-01,3.57782e-01,2.99710e-01
10,0.35,3.10723e-01,3.20905e-01,3.00541e-01,3.57782e-01,2.99710e-01
10,0.36,3.10723e-01,3.21981e-01,2.99465e-01,3.57782e-01,2.99710e-01
10,0.37,3.10723e-01,3.23128e-01,2.98319e-01,3.57782e-01,2.99710e-01
10,0.38,3.10723e-01,3.24346e-01,2.97101e-01,3.57782e-01,2.99710e-01
10,0.39,3.10723e-01,3.25636e-01,2.95810e-01,3.57782e-01,2.99710e-01
10,0.40,3.10723e-01,3.26999e-01,2.94447e-01,3.57782e-01,2.99710e-01
10,0.41,3.10723e-01,3.28436e-01,2.93011e-01,3.57782e-01,2.99710e-01
10,0.42,3.10723e-01,3.29945e-01,2.91502e-01,3.57782e-01,2.99710e-01
10,0.43,3.10723e-01,3.31526e-01,2.89920e-01,3.57782e-01,2.99710e-01
10,0.44,3.10723e-01,3.33180e-01,2.88267e-01,3.57782e-01,2.99710e-01
10,0.45,3.10723e-01,3.34905e-01,2.86542e-01,3.57782e-01,2.99710e-01
10,0.46,3.10723e-01,3.36699e-01,2.84748e-01,3.57782e-01,2.99710e-01
10,0.47,3.10723e-01,3.38561e-01,2.82885e-01,3.57782e-01,2.99710e-01
10,0.48,3.10723e-01,3.40490e-01,2.80957e-01,3.57782e-01,2.99710e-01
10,0.49,3.10723e-01,3.42482e-01,2.78965e-01,3.57782e-01,2.99710e-01
10,0.50,3.10723e-01,3.44535e-01,2.76911e-01,3.57782e-01,2.99710e-01
10,0.51,3.10723e-01,3.46647e-01,2.74800e-01,3.57782e-01,2.99710e-01
10,0.52,3.10723e-01,3.48813e-01,2.72634e-01,3.57782e-01,2.99710e-01
10,0.53,3.10723e-01,3.51030e-01,2.70417e-01,3.57782e-01,2.99710e-01
10,0.54,3.10723e-01,3.53294e-01,2.68153e-01,3.57782e-01,2.99710e-01
10,0.55,3.10723e-01,3.55600e-01,2.65846e-01,3.57782e-01,2.99710e-01
10,0.56,3.10723e-01,3.57944e-01,2.63503e-01,3.57782e-01,2.99710e-01
10,0.57,3.10723e-01,3.60320e-01,2.61127e-01,3.57782e-01,2.99710e-01
10,0.58,3.10723e-01,3.62723e-01,2.58724e-01,3.57782e-01,2.99710e-01
10,0.59,3.10723e-01,3.65147e-01,2.56300e-01,3.57782e-01,2.99710e-01
10,0.60,3.10723e-01,3.67585e-01,2.53862e-01,3.57782e-01,2.99710e-01
11,0.00,2.91594e-01,2.91594e-01,2.91594e-01,3.71307e-01,2.82177e-01
11,0.01,2.91594e-01,2.91594e-01,2.91594e-01,3.71307e-01,2.82177e-01
11,0.02,2.91594e-01,2.91594e-01,2.91594e-01,3.71307e-01,2.82177e-01
11,0.03,2.91594e-01,2.91594e-01,2.91594e-01,3.71307e-01,2.82177e-01
11,0.04,2.91594e-01,2.91595e-01,2.91593e-01,3.71307e-01,2.82177e-01
11,0.05,2.91594e-01,2.91595e-01,2.91593e-01,3.71307e-01,2.82177e-01
11,0.06,2.91594e-01,2.91597e-01,2.91591e-01,3.71307e-01,2.82177e-01
11,0.07,2.91594e-01,2.91601e-01,2.91587e-01,3.71307e-01,2.82177e-01
11,0.08,2.91594e-01,2.91606e-01,2.91582e-01,3.71307e-01,2.82177e-01
11,0.09,2.91594e-01,2.91614e-01,2.91574e-01,3.71307e-01,2.82177e-01
11,0.10,2.91594e-01,2.91626e-01,2.91562e-01,3.71307e-01,2.82177e-01
11,0.11,2.91594e-01,2.91644e-01,2.91544e-01,3.71307e-01,2.82177e-01
11,0.12,2.91594e-01,2.91667e-01,2.91521e-01,3.71307e-01,2.82177e-01
11,0.13,2.91594e-01,2.91698e-01,2.91490e-01,3.71307e-01,2.82177e-01
11,0.14,2.91594e-01,2.91739e-01,2.91449e-01,3.71307e-01,2.82177e-01
11,0.15,2.91594e-01,2.91791e-01,2.91398e-01,3.71307e-01,2.82177e-01
11,0.16,2.91594e-01,2.91855e-01,2.91333e-01,3.71307e-01,2.82177e-01
11,0.17,2.91594e-01,2.91935e-01,2.91253e-01,3.71307e-01,2.82177e-01
11,0.18,2.91594e-01,2.92033e-01,2.91155e-01,3.71307e-01,2.82177e-01
11,0.19,2.91594e-01,2.92150e-01,2.91038e-01,3.71307e-01,2.82177e-01
11,0.20,2.91594e-01,2.92289e-01,2.90899e-01,3.71307e-01,2.82177e-01
11,0.21,2.91594e-01,2.92454e-01,2.90735e-01,3.71307e-01,2.82177e-01
11,0.22,2.91594e-01,2.92646e-01,2.90542e-01,3.71307e-01,2.82177e-01
11,0.23,2.91594e-01,2.92868e-01,2.90320e-01,3.71307e-01,2.82177e-01
11,0.24,2.91594e-01,2.93124e-01,2.90064e-01,3.71307e-01,2.82177e-01
11,0.25,2.91594e-01,2.93417e-01,2.89771e-01,3.71307e-01,2.82177e-01
11,0.26,2.91594e-01,2.93749e-01,2.89440e-01,3.71307e-01,2.82177e-01
11,0.27,2.91594e-01,2.94123e-01,2.89065e-01,3.71307e-01,2.82177e-01
11,0.28,2.91594e-01,2.94543e-01,2.88645e-01,3.71307e-01,2.82177e-01
11,0.29,2.91594e-01,2.95012e-01,2.88176e-01,3.71307e-01,2.82177e-01
11,0.30,2.91594e-01,2.95533e-01,2.87655e-01,3.71307e-01,2.82177e-01
11,0.31,2.91594e-01,2.96109e-01,2.87079e-01,3.71307e-01,2.82177e-01
11,0.32,2.91594e-01,2.96743e-01,2.86445e-01,3.71307e-01,2.82177e-01
11,0.33,2.91594e-01,2.97437e-01,2.85751e-01,3.71307e-01,2.82177e-01
11,0.34,2.91594e-01,2.98196e-01,2.84992e-01,3.71307e-01,2.82177e-01
11,0.35,2.91594e-01,2.99021e-01,2.84168e-01,3.71307e-01,2.82177e-01
11,0.36,2.91594e-01,2.99914e-01,2.83274e-01,3.71307e-01,2.82177e-01
11,0.37,2.91594e-01,3.00879e-01,2.82309e-01,3.71307e-01,2.82177e-01
11,0.38,2.91594e-01,3.01918e-01,2.81270e-01,3.71307e-01,2.82177e-01
11,0.39,2.91594e-01,3.03032e-01,2.80156e-01,3.71307e-01,2.82177e-01
11,0.40,2.91594e-01,3.04224e-01,2.78964e-01,3.71307e-01,2.82177e-01
11,0.41,2.91594e-01,3.05494e-01,2.77694e-01,3.71307e-01,2.82177e-01
11,0.42,2.91594e-01,3.06845e-01,2.76343e-01,3.71307e-01,2.82177e-01
11,0.43,2.91594e-01,3.08276e-01,2.74912e-01,3.71307e-01,2.82177e-01
11,0.44,2.91594e-01,3.09790e-01,2.73398e-01,3.71307e-01,2.82177e-01
11,0.45,2.91594e-01,3.11385e-01,2.71803e-01,3.71307e-01,2.82177e-01
11,0.46,2.91594e-01,3.13063e-01,2.70125e-01,3.71307e-01,2.82177e-01
11,0.47,2.91594e-01,3.14822e-01,2.68366e-01,3.71307e-01,2.82177e-01
11,0.48,2.91594e-01,3.16662e-01,2.66526e-01,3.71307e-01,2.82177e-01
11,0.49,2.91594e-01,3.18582e-01,2.64606e-01,3.71307e-01,2.82177e-01
11,0.50,2.91594e-01,3.20581e-01,2.62607e-01,3.71307e-01,2.82177e-01
11,0.51,2.91594e-01,3.22655e-01,2.60533e-01,3.71307e-01,2.82177e-01
11,0.52,2.91594e-01,3.24803e-01,2.58385e-01,3.71307e-01,2.82177e-01
11,0.53,2.91594e-01,3.27022e-01,2.56166e-01,3.71307e-01,2.82177e-01
11,0.54,2.91594e-01,3.29309e-01,2.53879e-01,3.71307e-01,2.82177e-01
11,0.55,2.91594e-01,3.31659e-01,2.51529e-01,3.71307e-01,2.82177e-01
11,0.56,2.91594e-01,3.34069e-01,2.49119e-01,3.71307e-01,2.82177e-01
11,0.57,2.91594e-01,3.36533e-01,2.46655e-01,3.71307e-01,2.82177e-01
11,0.58,2.91594e-01,3.39047e-01,2.44141e-01,3.71307e-01,2.82177e-01
11,0.59,2.91594e-01,3.41604e-01,2.41584e-01,3.71307e-01,2.82177e-01
11,0.60,2.91594e-01,3.44198e-01,2.38990e-01,3.71307e-01,2.82177e-01
12,0.00,2.75161e-01,2.75161e-01,2.75161e-01,3.84139e-01,2.67004e-01
12,0.01,2.75161e-01,2.75161e-01,2.75161e-01,3.84139e-01,2.67004e-01
12,0.02,2.75161e-01,2.75161e-01,2.75161e-01,3.84139e-01,2.67004e-01
12,0.03,2.75161e-01,2.75161e-01,2.75161e-01,3.84139e-01,2.67004e-01
12,0.04,2.75161e-01,2.75161e-01,2.75160e-01,3.84139e-01,2.67004e-01
12,0.05,2.75161e-01,2.75161e-01,2.75160e-01,3.84139e-01,2.67004e-01
12,0.06,2.75161e-01,2.75162e-01,2.75160e-01,3.84139e-01,2.67004e-01
12,0.07,2.75161e-01,2.75163e-01,2.75158e-01,3.84139e-01,2.67004e-01
12,0.08,2.75161e-01,2.75165e-01,2.75156e-01,3.84139e-01,2.67004e-01
12,0.09,2.75161e-01,2.75168e-01,2.75153e-01,3.84139e-01,2.67004e-01
12,0.10,2.75161e-01,2.75173e-01,2.75148e-01,3.84139e-01,2.67004e-01
12,0.11,2.75161e-01,2.75181e-01,2.75140e-01,3.84139e-01,2.67004e-01
12,0.12,2.75161e-01,2.75192e-01,2.75129e-01,3.84139e-01,2.67004e-01
12,0.13,2.75161e-01,2.75207e-01,2.75114e-01,3.84139e-01,2.67004e-01
12,0.14,2.75161e-01,2.75228e-01,2.75093e-01,3.84139e-01,2.67004e-01
12,0.15,2.75161e-01,2.75255e-01,2.75066e-01,3.84139e-01,2.67004e-01
12,0.16,2.75161e-01,2.75290e-01,2.75031e-01,3.84139e-01,2.67004e-01
12,0.17,2.75161e-01,2.75335e-01,2.74986e-01,3.84139e-01,2.67004e-01
12,0.18,2.75161e-01,2.75391e-01,2.74930e-01,3.84139e-01,2.67004e-01
12,0.19,2.75161e-01,2.75461e-01,2.74861e-01,3.84139e-01,2.67004e-01
12,0.20,2.75161e-01,2.75546e-01,2.74776e-01,3.84139e-01,2.67004e-01
12,0.21,2.75161e-01,2.75648e-01,2.74673e-01,3.84139e-01,2.67004e-01
12,0.22,2.75161e-01,2.75771e-01,2.74551e-01,3.84139e-01,2.67004e-01
12,0.23,2.75161e-01,2.75916e-01,2.74405e-01,3.84139e-01,2.67004e-01
12,0.24,2.75161e-01,2.76087e-01,2.74235e-01,3.84139e-01,2.67004e-01
12,0.25,2.75161e-01,2.76286e-01,2.74035e-01,3.84139e-01,2.67004e-01
12,0.26,2.75161e-01,2.76516e-01,2.73805e-01,3.84139e-01,2.67004e-01
12,0.27,2.75161e-01,2.76781e-01,2.73540e-01,3.84139e-01,2.67004e-01
12,0.28,2.75161e-01,2.77084e-01,2.73238e-01,3.84139e-01,2.67004e-01
12,0.29,2.75161e-01,2.77427e-01,2.72894e-01,3.84139e-01,2.67004e-01
12,0.30,2.75161e-01,2.77815e-01,2.72506e-01,3.84139e-01,2.67004e-01
12,0.31,2.75161e-01,2.78251e-01,2.72070e-01,3.84139e-01,2.67004e-01
12,0.32,2.75161e-01,2.78738e-01,2.71583e-01,3.84139e-01,2.67004e-01
12,0.33,2.75161e-01,2.79281e-01,2.71041e-01,3.84139e-01,2.67004e-01
12,0.34,2.75161e-01,2.79881e-01,2.70440e-01,3.84139e-01,2.67004e-01
12,0.35,2.75161e-01,2.80544e-01,2.69777e-01,3.84139e-01,2.67004e-01
12,0.36,2.75161e-01,2.81272e-01,2.69050e-01,3.84139e-01,2.67004e-01
12,0.37,2.75161e-01,2.82068e-01,2.68253e-01,3.84139e-01,2.67004e-01
12,0.38,2.75161e-01,2.82936e-01,2.67385e-01,3.84139e-01,2.67004e-01
12,0.39,2.75161e-01,2.83879e-01,2.66442e-01,3.84139e-01,2.67004e-01
12,0.40,2.75161e-01,2.84900e-01,2.65421e-01,3.84139e-01,2.67004e-01
12,0.41,2.75161e-01,2.86001e-01,2.64320e-01,3.84139e-01,2.67004e-01
12,0.42,2.75161e-01,2.87186e-01,2.63136e-01,3.84139e-01,2.67004e-01
12,0.43,2.75161e-01,2.88455e-01,2.61866e-01,3.84139e-01,2.67004e-01
12,0.44,2.75161e-01,2.89812e-01,2.60509e-01,3.84139e-01,2.67004e-01
12,0.45,2.75161e-01,2.91258e-01,2.59063e-01,3.84139e-01,2.67004e-01
12,0.46,2.75161e-01,2.92795e-01,2.57527e-01,3.84139e-01,2.67004e-01
12,0.47,2.75161e-01,2.94422e-01,2.55899e-01,3.84139e-01,2.67004e-01
12,0.48,2.75161e-01,2.96142e-01,2.54180e-01,3.84139e-01,2.67004e-01
12,0.49,2.75161e-01,2.97953e-01,2.52368e-01,3.84139e-01,2.67004e-01
12,0.50,2.75161e-01,2.99856e-01,2.50465e-01,3.84139e-01,2.67004e-01
12,0.51,2.75161e-01,3.01851e-01,2.48470e-01,3.84139e-01,2.67004e-01
12,0.52,2.75161e-01,3.03935e-01,2.46386e-01,3.84139e-01,2.67004e-01
12,0.53,2.75161e-01,3.06108e-01,2.44213e-01,3.84139e-01,2.67004e-01
12,0.54,2.75161e-01,3.08366e-01,2.41955e-01,3.84139e-01,2.67004e-01
12,0.55,2.75161e-01,3.10708e-01,2.39613e-01,3.84139e-01,2.67004e-01
12,0.56,2.75161e-01,3.13129e-01,2.37192e-01,3.84139e-01,2.67004e-01
