#nR_H,a_s,e_s,MA_s,tcol
0.250,0.04092095,0.33,28.92265,54194.48914
0.250,0.04092095,0.02,46.58040,100000.00000
0.250,0.04092095,0.38,147.82631,80771.56095
0.250,0.04092095,0.27,41.15570,100000.00000
0.250,0.04092095,0.10,98.77208,100000.00000
0.250,0.04092095,0.42,84.97205,121.00469
0.250,0.04092095,0.23,94.98620,100000.00000
0.250,0.04092095,0.42,74.63234,135.88572
0.250,0.04092095,0.32,22.96446,100000.00000
0.250,0.04092095,0.33,31.20725,100000.00000
0.250,0.04092095,0.17,29.32820,100000.00000
0.250,0.04092095,0.11,113.60495,100000.00000
0.250,0.04092095,0.09,43.53341,100000.00000
0.250,0.04092095,0.11,4.37687,100000.00000
0.250,0.04092095,0.05,163.36196,100000.00000
0.250,0.04092095,0.24,162.20844,100000.00000
0.250,0.04092095,0.43,27.94324,1643.78772
0.250,0.04092095,0.04,155.35862,100000.00000
0.250,0.04092095,0.43,39.95499,6983.68577
0.250,0.04092095,0.20,52.77794,100000.00000
0.250,0.04092095,0.39,97.69040,1667.15114
0.250,0.04092095,0.30,113.02207,100000.00000
0.250,0.04092095,0.30,31.86189,100000.00000
0.250,0.04092095,0.23,174.57819,100000.00000
0.250,0.04092095,0.36,67.85000,31994.55088
0.250,0.04092095,0.43,100.73526,1979.28428
0.250,0.04092095,0.12,17.49177,100000.00000
0.250,0.04092095,0.38,115.40657,34689.48476
0.250,0.04092095,0.02,107.62200,100000.00000
0.250,0.04092095,0.04,138.77409,100000.00000
0.250,0.04092095,0.20,171.10929,100000.00000
0.250,0.04092095,0.31,33.21378,100000.00000
0.250,0.04092095,0.49,106.24152,8.38859
0.250,0.04092095,0.43,128.87500,135.98622
0.250,0.04092095,0.29,85.31310,100000.00000
0.250,0.04092095,0.16,128.62727,100000.00000
0.250,0.04092095,0.29,31.01758,100000.00000
0.250,0.04092095,0.08,124.36879,100000.00000
0.250,0.04092095,0.12,57.04596,100000.00000
0.250,0.04092095,0.21,79.47549,100000.00000
0.250,0.04092095,0.02,33.27380,100000.00000
0.250,0.04092095,0.25,148.05670,100000.00000
0.250,0.04092095,0.37,60.28301,7308.04668
0.250,0.04092095,0.02,165.93736,100000.00000
0.250,0.04092095,0.06,154.93150,100000.00000
0.250,0.04092095,0.37,90.48967,3124.92933
0.250,0.04092095,0.23,105.00638,100000.00000
0.250,0.04092095,0.43,28.10747,5237.74758
0.250,0.04092095,0.45,112.34680,79.81217
0.250,0.04092095,0.28,162.74857,100000.00000
0.250,0.04092095,0.13,143.24268,100000.00000
0.250,0.04092095,0.27,100.96883,100000.00000
0.250,0.04092095,0.01,170.79940,100000.00000
0.250,0.04092095,0.40,20.38285,24462.37083
0.250,0.04092095,0.24,177.51793,100000.00000
0.250,0.04092095,0.42,37.78301,3673.47052
0.250,0.04092095,0.17,114.31686,100000.00000
0.250,0.04092095,0.39,167.78129,2009.65605
0.250,0.04092095,0.46,161.01940,1505.28225
0.250,0.04092095,0.14,94.00379,100000.00000
0.250,0.04092095,0.45,170.72160,1754.39378
0.250,0.04092095,0.09,130.67202,100000.00000
0.250,0.04092095,0.26,49.21327,100000.00000
0.250,0.04092095,0.31,134.54477,100000.00000
0.250,0.04092095,0.23,40.24725,100000.00000
0.250,0.04092095,0.38,129.60658,48251.73180
0.250,0.04092095,0.14,138.59884,100000.00000
0.250,0.04092095,0.10,109.15723,100000.00000
0.250,0.04092095,0.03,144.39546,100000.00000
0.250,0.04092095,0.38,26.98514,100000.00000
0.250,0.04092095,0.49,143.89486,27.03510
0.250,0.04092095,0.07,50.15636,100000.00000
0.250,0.04092095,0.35,145.77740,11881.96361
0.250,0.04092095,0.37,83.28236,5339.02703
0.250,0.04092095,0.06,65.45333,100000.00000
0.250,0.04092095,0.18,115.79188,100000.00000
0.250,0.04092095,0.02,15.92865,100000.00000
0.250,0.04092095,0.32,89.71960,13746.65524
0.250,0.04092095,0.39,170.51100,37781.89827
0.250,0.04092095,0.10,124.54114,100000.00000
0.250,0.04092095,0.04,101.02990,100000.00000
0.250,0.04092095,0.45,61.52712,174.36467
0.250,0.04092095,0.21,18.20208,100000.00000
0.250,0.04092095,0.28,88.58093,100000.00000
0.250,0.04092095,0.09,95.33710,100000.00000
0.250,0.04092095,0.44,2.34035,1823.21771
0.250,0.04092095,0.08,24.75377,100000.00000
0.250,0.04092095,0.24,8.18035,100000.00000
0.250,0.04092095,0.12,77.07315,100000.00000
0.250,0.04092095,0.45,68.34463,113.50052
0.250,0.04092095,0.31,66.68498,81075.92191
0.250,0.04092095,0.14,6.46961,100000.00000
0.250,0.04092095,0.06,60.77073,100000.00000
0.250,0.04092095,0.05,91.54272,100000.00000
0.250,0.04092095,0.19,135.81772,100000.00000
0.250,0.04092095,0.10,0.91109,100000.00000
0.250,0.04092095,0.21,111.27925,100000.00000
0.250,0.04092095,0.42,161.64977,2132.59038
0.250,0.04092095,0.04,21.52696,100000.00000
0.250,0.04092095,0.49,48.98613,297.25210
0.250,0.04092095,0.10,128.19226,100000.00000
0.250,0.04092095,0.35,60.58877,62972.05266
0.250,0.04092095,0.19,66.96326,100000.00000
0.250,0.04092095,0.40,156.58134,12458.82632
0.250,0.04092095,0.28,24.54687,100000.00000
0.250,0.04092095,0.09,20.42523,100000.00000
0.250,0.04092095,0.04,88.88321,100000.00000
0.250,0.04092095,0.19,31.93912,100000.00000
0.250,0.04092095,0.30,30.40831,100000.00000
0.250,0.04092095,0.17,110.85302,100000.00000
0.250,0.04092095,0.31,83.25625,72269.29314
0.250,0.04092095,0.03,13.32804,100000.00000
0.250,0.04092095,0.30,143.89387,100000.00000
0.250,0.04092095,0.43,94.39025,196.48187
0.250,0.04092095,0.27,120.88317,100000.00000
0.250,0.04092095,0.22,139.88645,100000.00000
0.250,0.04092095,0.02,35.27692,100000.00000
0.250,0.04092095,0.07,9.26618,100000.00000
0.250,0.04092095,0.38,130.00546,100000.00000
0.250,0.04092095,0.50,157.13025,31.59120
0.250,0.04092095,0.50,102.23014,8.12728
0.250,0.04092095,0.02,98.40785,100000.00000
0.250,0.04092095,0.04,94.09191,100000.00000
0.250,0.04092095,0.42,15.36294,5463.18079
0.250,0.04092095,0.26,99.97771,100000.00000
0.250,0.04092095,0.21,25.73850,100000.00000
0.250,0.04092095,0.12,173.45160,100000.00000
0.250,0.04092095,0.30,165.75703,100000.00000
0.250,0.04092095,0.25,170.96398,100000.00000
0.250,0.04092095,0.17,90.56453,100000.00000
0.250,0.04092095,0.37,21.04165,15048.03185
0.250,0.04092095,0.49,16.48477,452.18635
0.250,0.04092095,0.01,82.09260,100000.00000
0.250,0.04092095,0.36,151.52918,17006.99458
0.250,0.04092095,0.39,105.52137,13184.40554
0.250,0.04092095,0.34,30.75977,34771.97030
0.250,0.04092095,0.24,105.17658,100000.00000
0.250,0.04092095,0.32,134.17910,54530.78301
0.250,0.04092095,0.23,116.85785,100000.00000
0.250,0.04092095,0.10,15.14519,100000.00000
0.250,0.04092095,0.21,147.93481,100000.00000
0.250,0.04092095,0.10,115.56570,100000.00000
0.250,0.04092095,0.02,89.13184,100000.00000
0.250,0.04092095,0.12,173.99787,100000.00000
0.250,0.04092095,0.45,32.65838,1594.70243
0.250,0.04092095,0.29,88.67126,100000.00000
0.250,0.04092095,0.18,162.96312,100000.00000
0.250,0.04092095,0.41,31.74966,1896.93945
0.250,0.04092095,0.21,15.13922,100000.00000
0.250,0.04092095,0.25,145.89960,100000.00000
0.250,0.04092095,0.01,52.58604,100000.00000
0.250,0.04092095,0.35,9.32824,97264.45310
0.250,0.04092095,0.02,21.96688,100000.00000
0.250,0.04092095,0.11,35.14374,100000.00000
0.250,0.04092095,0.20,57.60893,100000.00000
0.250,0.04092095,0.37,41.79828,9608.04698
0.250,0.04092095,0.06,41.02833,100000.00000
0.250,0.04092095,0.43,32.74706,3512.17784
0.250,0.04092095,0.46,21.19519,1724.79252
0.250,0.04092095,0.05,5.65725,100000.00000
0.250,0.04092095,0.21,16.41710,100000.00000
0.250,0.04092095,0.12,100.22423,100000.00000
0.250,0.04092095,0.25,130.62951,100000.00000
0.250,0.04092095,0.11,31.87992,100000.00000
0.250,0.04092095,0.47,1.97925,5380.25304
0.250,0.04092095,0.08,57.74041,100000.00000
0.250,0.04092095,0.23,67.47670,100000.00000
0.250,0.04092095,0.06,126.54341,100000.00000
0.250,0.04092095,0.03,25.36636,100000.00000
0.250,0.04092095,0.00,149.83967,100000.00000
0.250,0.04092095,0.27,111.26308,100000.00000
0.250,0.04092095,0.20,90.94543,100000.00000
0.250,0.04092095,0.16,99.78373,100000.00000
0.250,0.04092095,0.46,114.02608,42.00323
0.250,0.04092095,0.41,81.43911,1892.78536
0.250,0.04092095,0.05,41.18367,100000.00000
0.250,0.04092095,0.27,20.44037,100000.00000
0.250,0.04092095,0.47,68.96493,187.06816
0.250,0.04092095,0.33,64.09741,100000.00000
0.250,0.04092095,0.14,67.60493,100000.00000
0.250,0.04092095,0.31,111.28586,100000.00000
0.250,0.04092095,0.23,2.18780,100000.00000
0.250,0.04092095,0.37,25.06897,22716.19813
0.250,0.04092095,0.31,95.87111,100000.00000
0.250,0.04092095,0.07,137.09153,100000.00000
0.250,0.04092095,0.44,15.39154,2020.60410
0.250,0.04092095,0.41,71.67037,1874.64805
0.250,0.04092095,0.44,18.73954,2125.89024
0.250,0.04092095,0.13,92.04163,100000.00000
0.250,0.04092095,0.47,29.93101,1580.09611
0.250,0.04092095,0.22,15.27079,100000.00000
0.250,0.04092095,0.33,174.50468,100000.00000
0.250,0.04092095,0.41,132.75023,1384.15695
0.250,0.04092095,0.09,140.37760,100000.00000
0.250,0.04092095,0.45,99.36849,87.22254
0.250,0.04092095,0.29,13.65540,100000.00000
0.250,0.04092095,0.46,46.41978,1559.21174
0.250,0.04092095,0.42,36.92513,3426.02062
0.250,0.04092095,0.31,67.91115,61593.05482
0.250,0.04092095,0.00,32.72849,100000.00000
0.250,0.04092095,0.31,128.40293,100000.00000
0.250,0.04092095,0.42,101.67140,2035.33102
0.250,0.04092095,0.47,119.70660,125.72829
0.250,0.04092095,0.12,66.62857,100000.00000
0.250,0.04092095,0.23,178.73366,100000.00000
0.250,0.04092095,0.17,85.22492,100000.00000
0.250,0.04092095,0.16,153.98290,100000.00000
0.250,0.04092095,0.38,56.10997,100000.00000
0.250,0.04092095,0.45,78.50277,212.29422
0.250,0.04092095,0.24,82.01822,100000.00000
0.250,0.04092095,0.28,166.78577,100000.00000
0.250,0.04092095,0.24,33.86181,100000.00000
0.250,0.04092095,0.19,167.53632,100000.00000
0.250,0.04092095,0.04,55.97682,100000.00000
0.250,0.04092095,0.39,72.15326,1423.26572
0.250,0.04092095,0.42,11.82756,1684.20302
0.250,0.04092095,0.07,54.15810,100000.00000
0.250,0.04092095,0.17,8.15472,100000.00000
0.250,0.04092095,0.44,120.25532,611.83749
0.250,0.04092095,0.13,143.69313,100000.00000
0.250,0.04092095,0.13,126.35404,100000.00000
0.250,0.04092095,0.44,161.34045,3685.60449
0.250,0.04092095,0.35,95.86610,15529.91996
0.250,0.04092095,0.02,6.18993,100000.00000
0.250,0.04092095,0.24,63.60340,100000.00000
0.250,0.04092095,0.08,7.33953,100000.00000
0.250,0.04092095,0.01,141.33167,100000.00000
0.250,0.04092095,0.29,82.64444,100000.00000
0.250,0.04092095,0.40,103.73190,5348.97675
0.250,0.04092095,0.40,151.00166,22767.38727
0.250,0.04092095,0.39,32.68759,7206.17091
0.250,0.04092095,0.23,94.15761,100000.00000
0.250,0.04092095,0.07,163.48786,100000.00000
0.250,0.04092095,0.49,78.26892,57.43368
0.250,0.04092095,0.14,112.12029,100000.00000
0.250,0.04092095,0.09,161.47985,100000.00000
0.250,0.04092095,0.01,30.69434,100000.00000
0.250,0.04092095,0.31,37.68288,100000.00000
0.250,0.04092095,0.48,85.68907,38.57276
0.250,0.04092095,0.28,111.97561,100000.00000
0.250,0.04092095,0.01,145.51152,100000.00000
0.250,0.04092095,0.29,7.35635,100000.00000
0.250,0.04092095,0.21,142.48423,100000.00000
0.250,0.04092095,0.13,157.92715,100000.00000
0.250,0.04092095,0.44,117.49430,110.67306
0.250,0.04092095,0.44,32.13804,1853.70339
0.250,0.04092095,0.32,21.55718,100000.00000
0.250,0.04092095,0.15,150.47642,100000.00000
0.250,0.04092095,0.00,77.75010,100000.00000
0.250,0.04092095,0.26,23.24870,100000.00000
0.250,0.04092095,0.42,134.99289,5578.01464
0.250,0.04092095,0.21,127.12360,100000.00000
0.250,0.04092095,0.33,94.41205,100000.00000
0.250,0.04092095,0.25,167.89113,100000.00000
0.250,0.04092095,0.41,144.51362,3475.96353
0.250,0.04092095,0.50,32.50356,291.24877
0.250,0.04092095,0.38,143.51317,62657.80898
0.250,0.04092095,0.22,170.50474,100000.00000
0.250,0.04092095,0.33,155.79128,100000.00000
0.250,0.04092095,0.06,1.25138,100000.00000
0.250,0.04092095,0.14,64.83432,100000.00000
0.250,0.04092095,0.50,7.09683,194.21052
0.250,0.04092095,0.32,77.69872,90850.48769
0.250,0.04092095,0.40,166.60233,21061.62317
0.250,0.04092095,0.22,88.67252,100000.00000
0.250,0.04092095,0.45,147.13984,1478.62235
0.250,0.04092095,0.29,176.40586,100000.00000
0.250,0.04092095,0.40,132.55996,10377.42508
0.250,0.04092095,0.50,33.32393,1669.30859
0.250,0.04092095,0.32,57.97425,100000.00000
0.250,0.04092095,0.19,178.29093,100000.00000
0.250,0.04092095,0.50,124.60978,10.14403
0.250,0.04092095,0.12,169.28254,100000.00000
0.250,0.04092095,0.05,13.85638,100000.00000
0.250,0.04092095,0.43,79.33729,3749.71821
0.250,0.04092095,0.06,145.33923,100000.00000
0.250,0.04092095,0.03,50.56821,100000.00000
0.250,0.04092095,0.02,174.52523,100000.00000
0.250,0.04092095,0.23,21.15472,100000.00000
0.250,0.04092095,0.47,99.75204,42.07693
0.250,0.04092095,0.29,34.61202,100000.00000
0.250,0.04092095,0.11,70.75759,100000.00000
0.250,0.04092095,0.31,66.40445,38699.19555
0.250,0.04092095,0.06,39.97941,100000.00000
0.250,0.04092095,0.50,6.11028,95.53072
0.250,0.04092095,0.49,125.04537,14.92123
0.250,0.04092095,0.32,15.64565,100000.00000
0.250,0.04092095,0.48,129.42826,255.06797
0.250,0.04092095,0.50,169.93068,9226.31940
0.250,0.04092095,0.03,97.68529,100000.00000
0.250,0.04092095,0.36,157.89610,15165.51226
0.250,0.04092095,0.18,69.87059,100000.00000
0.250,0.04092095,0.17,88.49086,100000.00000
0.250,0.04092095,0.33,177.57274,27231.83046
0.250,0.04092095,0.08,69.61236,100000.00000
0.250,0.04092095,0.05,160.66062,100000.00000
0.250,0.04092095,0.47,107.53436,1453.66430
0.250,0.04092095,0.25,110.41473,100000.00000
0.250,0.04092095,0.27,157.79765,100000.00000
0.250,0.04092095,0.41,40.42887,3434.69732
0.250,0.04092095,0.09,61.39194,100000.00000
0.250,0.04092095,0.14,83.80764,100000.00000
0.250,0.04092095,0.03,139.00406,100000.00000
0.250,0.04092095,0.37,96.02300,1998.28590
0.250,0.04092095,0.17,12.70237,100000.00000
0.250,0.04092095,0.36,29.45807,30369.80499
0.250,0.04092095,0.14,16.91675,100000.00000
0.250,0.04092095,0.34,100.21732,19258.17760
0.250,0.04092095,0.33,27.51465,100000.00000
0.250,0.04092095,0.33,14.44207,95577.24841
0.250,0.04092095,0.10,29.09317,100000.00000
0.250,0.04092095,0.03,149.17275,100000.00000
0.250,0.04092095,0.14,15.36254,100000.00000
0.250,0.04092095,0.48,53.48191,400.19989
0.250,0.04092095,0.36,94.15178,3766.86390
0.250,0.04092095,0.01,92.56220,100000.00000
0.250,0.04092095,0.37,112.36284,11404.86610
0.250,0.04092095,0.09,162.07525,100000.00000
0.250,0.04092095,0.43,4.56954,3681.77871
0.250,0.04092095,0.37,169.16978,13631.92859
0.250,0.04092095,0.27,153.39267,100000.00000
0.250,0.04092095,0.35,58.02369,11129.04778
0.250,0.04092095,0.17,112.65479,100000.00000
0.250,0.04092095,0.00,155.91171,100000.00000
0.250,0.04092095,0.02,139.52391,100000.00000
0.250,0.04092095,0.09,157.92108,100000.00000
0.250,0.04092095,0.18,173.01430,100000.00000
0.250,0.04092095,0.03,131.22129,100000.00000
0.250,0.04092095,0.24,113.29175,100000.00000
0.250,0.04092095,0.44,149.43958,1619.08427
0.250,0.04092095,0.25,55.71497,100000.00000
0.250,0.04092095,0.14,60.83913,100000.00000
0.250,0.04092095,0.14,5.49005,100000.00000
0.250,0.04092095,0.43,170.30078,2232.06079
0.250,0.04092095,0.23,156.34784,100000.00000
0.250,0.04092095,0.37,161.92342,9824.24068
0.250,0.04092095,0.20,70.05630,100000.00000
0.250,0.04092095,0.10,117.35303,100000.00000
0.250,0.04092095,0.39,125.39715,3720.66637
0.250,0.04092095,0.14,6.72267,100000.00000
0.250,0.04092095,0.25,123.25161,100000.00000
0.250,0.04092095,0.10,152.86021,100000.00000
0.250,0.04092095,0.08,92.17675,100000.00000
0.250,0.04092095,0.14,106.34999,100000.00000
0.250,0.04092095,0.39,110.06176,9222.58072
0.250,0.04092095,0.03,138.82866,100000.00000
0.250,0.04092095,0.21,126.17444,100000.00000
0.250,0.04092095,0.29,161.42191,100000.00000
0.250,0.04092095,0.46,103.77297,79.79207
0.250,0.04092095,0.26,174.58459,100000.00000
0.250,0.04092095,0.19,77.21892,100000.00000
0.250,0.04092095,0.45,48.25145,2030.38631
0.250,0.04092095,0.29,120.16039,100000.00000
0.250,0.04092095,0.07,43.56995,100000.00000
0.250,0.04092095,0.32,96.67918,89091.55120
0.250,0.04092095,0.18,35.24240,100000.00000
0.250,0.04092095,0.37,142.92453,22757.63855
0.250,0.04092095,0.03,146.78306,100000.00000
0.250,0.04092095,0.26,68.56035,100000.00000
0.250,0.04092095,0.18,122.94122,100000.00000
0.250,0.04092095,0.23,173.19106,100000.00000
0.250,0.04092095,0.31,80.53423,100000.00000
0.250,0.04092095,0.08,96.43944,100000.00000
0.250,0.04092095,0.43,115.91992,188.97100
0.250,0.04092095,0.14,160.20096,100000.00000
0.250,0.04092095,0.41,25.35426,1680.14273
0.250,0.04092095,0.31,95.78043,94619.06012
0.250,0.04092095,0.08,2.98581,100000.00000
0.250,0.04092095,0.42,32.04647,3587.34011
0.250,0.04092095,0.23,7.76878,100000.00000
0.250,0.04092095,0.18,146.60433,100000.00000
0.250,0.04092095,0.42,90.39510,169.34626
0.250,0.04092095,0.43,81.59199,3470.82452
0.250,0.04092095,0.22,177.59512,100000.00000
0.250,0.04092095,0.32,105.63140,100000.00000
0.250,0.04092095,0.27,72.62692,100000.00000
0.250,0.04092095,0.34,120.35578,15178.26265
0.250,0.04092095,0.11,88.65318,100000.00000
0.250,0.04092095,0.29,27.34248,100000.00000
0.250,0.04092095,0.46,76.53843,250.07636
0.250,0.04092095,0.40,109.20871,1442.59565
0.250,0.04092095,0.27,111.65572,100000.00000
0.250,0.04092095,0.08,168.61140,100000.00000
0.250,0.04092095,0.11,90.47468,100000.00000
0.250,0.04092095,0.48,107.43171,11.73196
0.250,0.04092095,0.48,38.68927,1646.93679
0.250,0.04092095,0.09,46.42949,100000.00000
0.250,0.04092095,0.22,2.04366,100000.00000
0.250,0.04092095,0.25,155.89150,100000.00000
0.250,0.04092095,0.32,3.61282,100000.00000
0.250,0.04092095,0.24,50.57337,100000.00000
0.250,0.04092095,0.43,72.13735,2115.46480
0.250,0.04092095,0.49,13.52480,1234.17412
0.250,0.04092095,0.30,49.83798,100000.00000
0.250,0.04092095,0.35,131.55615,99375.93132
0.250,0.04092095,0.32,106.84664,100000.00000
0.250,0.04092095,0.50,118.58101,42.30474
0.250,0.04092095,0.13,126.44714,100000.00000
0.250,0.04092095,0.03,13.41912,100000.00000
0.250,0.04092095,0.00,28.08336,100000.00000
0.250,0.04092095,0.34,109.91161,100000.00000
0.250,0.04092095,0.36,11.96933,31968.33320
0.250,0.04092095,0.38,133.91033,51691.28672
0.250,0.04092095,0.50,88.09649,8.11388
0.250,0.04092095,0.07,88.10150,100000.00000
0.250,0.04092095,0.22,84.35892,100000.00000
0.250,0.04092095,0.13,64.70841,100000.00000
0.250,0.04092095,0.18,12.81396,100000.00000
0.250,0.04092095,0.15,58.13217,100000.00000
0.250,0.04092095,0.02,163.67767,100000.00000
0.250,0.04092095,0.43,73.57215,396.81632
0.250,0.04092095,0.41,62.45158,1511.31908
0.250,0.04092095,0.06,58.17653,100000.00000
0.250,0.04092095,0.43,155.12141,1670.27341
0.250,0.04092095,0.16,171.87575,100000.00000
0.250,0.04092095,0.22,177.48019,100000.00000
0.250,0.04092095,0.36,103.40516,3640.27798
0.250,0.04092095,0.13,25.21512,100000.00000
0.250,0.04092095,0.15,4.56313,100000.00000
0.250,0.04092095,0.32,58.94952,100000.00000
0.250,0.04092095,0.21,88.99565,100000.00000
0.250,0.04092095,0.23,173.38006,100000.00000
0.250,0.04092095,0.12,167.09734,100000.00000
0.250,0.04092095,0.32,38.06064,100000.00000
0.250,0.04092095,0.15,114.73738,100000.00000
0.250,0.04092095,0.17,105.43961,100000.00000
0.250,0.04092095,0.20,148.76234,100000.00000
0.250,0.04092095,0.27,139.01731,100000.00000
0.250,0.04092095,0.11,118.37032,100000.00000
0.250,0.04092095,0.03,20.85643,100000.00000
0.250,0.04092095,0.39,45.32383,3794.83702
0.250,0.04092095,0.15,14.12215,100000.00000
0.250,0.04092095,0.30,14.71663,100000.00000
0.250,0.04092095,0.24,175.39106,100000.00000
0.250,0.04092095,0.08,16.25216,100000.00000
0.250,0.04092095,0.46,25.08409,3532.03708
0.250,0.04092095,0.04,131.32911,100000.00000
0.250,0.04092095,0.27,135.92471,100000.00000
0.250,0.04092095,0.36,133.40172,22909.70513
0.250,0.04092095,0.47,162.00336,1640.64535
0.250,0.04092095,0.35,62.79629,26523.30312
0.250,0.04092095,0.10,58.57195,100000.00000
0.250,0.04092095,0.18,16.99973,100000.00000
0.250,0.04092095,0.00,67.41722,100000.00000
0.250,0.04092095,0.48,70.07321,107.78529
0.250,0.04092095,0.49,44.35237,232.05966
0.250,0.04092095,0.41,0.83376,3740.23750
0.250,0.04092095,0.20,161.19418,100000.00000
0.250,0.04092095,0.22,67.72673,100000.00000
0.250,0.04092095,0.09,118.79713,100000.00000
0.250,0.04092095,0.26,146.32218,100000.00000
0.250,0.04092095,0.11,143.06603,100000.00000
0.250,0.04092095,0.28,126.73436,100000.00000
0.250,0.04092095,0.02,169.10981,100000.00000
0.250,0.04092095,0.41,75.40658,10880.13725
0.250,0.04092095,0.01,65.94513,100000.00000
0.250,0.04092095,0.49,24.62735,204.54214
0.250,0.04092095,0.42,119.43673,1451.74136
0.250,0.04092095,0.27,109.11143,100000.00000
0.250,0.04092095,0.40,81.15109,1521.68421
0.250,0.04092095,0.17,154.16817,100000.00000
0.250,0.04092095,0.10,161.73975,100000.00000
0.250,0.04092095,0.16,20.89307,100000.00000
0.250,0.04092095,0.49,171.04272,1875.06346
0.250,0.04092095,0.19,157.94496,100000.00000
0.250,0.04092095,0.00,174.58377,100000.00000
0.250,0.04092095,0.05,33.58261,100000.00000
0.250,0.04092095,0.03,0.99398,100000.00000
0.250,0.04092095,0.42,172.99266,1597.79120
0.250,0.04092095,0.19,113.20971,100000.00000
0.250,0.04092095,0.41,81.39923,1783.24462
0.250,0.04092095,0.06,76.87940,100000.00000
0.250,0.04092095,0.28,106.18518,100000.00000
0.250,0.04092095,0.13,90.27293,100000.00000
0.250,0.04092095,0.16,64.07508,100000.00000
0.250,0.04092095,0.18,18.14004,100000.00000
0.250,0.04092095,0.38,102.58014,637.03675
0.250,0.04092095,0.40,127.30295,87609.41797
0.250,0.04092095,0.38,157.81781,100000.00000
0.250,0.04092095,0.04,114.76035,100000.00000
0.250,0.04092095,0.25,146.48310,100000.00000
0.250,0.04092095,0.15,45.04372,100000.00000
0.250,0.04092095,0.11,160.56838,100000.00000
0.250,0.04092095,0.47,8.45387,1629.00049
0.250,0.04092095,0.36,143.14812,51199.35509
0.250,0.04092095,0.43,67.19568,5384.92305
0.250,0.04092095,0.48,89.34592,19.63144
0.250,0.04092095,0.10,1.65547,100000.00000
0.250,0.04092095,0.45,37.41953,1583.78119
0.250,0.04092095,0.08,116.13110,100000.00000
0.250,0.04092095,0.36,168.90128,8920.59161
0.250,0.04092095,0.27,93.65539,100000.00000
0.250,0.04092095,0.14,38.84779,100000.00000
0.250,0.04092095,0.25,27.07504,100000.00000
0.250,0.04092095,0.35,22.37350,47669.68987
0.250,0.04092095,0.00,38.22104,100000.00000
0.250,0.04092095,0.00,108.20070,100000.00000
0.250,0.04092095,0.00,127.45306,100000.00000
0.250,0.04092095,0.05,52.15526,100000.00000
