#nR_H,a_s,e_s,MA_s,tcol
0.250,0.03682886,0.28,170.91371,100000.00000
0.250,0.03682886,0.42,119.43673,4498.14217
0.250,0.03682886,0.40,127.30295,4682.37119
0.250,0.03682886,0.10,161.73975,100000.00000
0.250,0.03682886,0.00,108.20070,100000.00000
0.250,0.03682886,0.27,93.65539,100000.00000
0.250,0.03682886,0.16,20.89307,100000.00000
0.250,0.03682886,0.49,171.04272,32.93400
0.250,0.03682886,0.13,90.27293,100000.00000
0.250,0.03682886,0.05,52.15526,100000.00000
0.250,0.03682886,0.35,22.37350,87423.20724
0.250,0.03682886,0.43,67.19568,516.80118
0.250,0.03682886,0.48,89.34592,31.38369
0.250,0.03682886,0.16,85.35129,100000.00000
0.250,0.03682886,0.00,171.12858,100000.00000
0.250,0.03682886,0.10,1.65547,100000.00000
0.250,0.03682886,0.00,38.22104,100000.00000
0.250,0.03682886,0.36,70.64012,9841.07542
0.250,0.03682886,0.45,37.41953,7029.67220
0.250,0.03682886,0.25,27.07504,100000.00000
