#nR_H,a_s,e_s,MA_s,tcol
0.250,0.03445273,0.31,66.40445,100000.00000
0.250,0.03445273,0.44,149.43958,2036.94405
0.250,0.03445273,0.25,55.71497,100000.00000
0.250,0.03445273,0.14,60.83913,100000.00000
0.250,0.03445273,0.43,170.30078,2032.21311
0.250,0.03445273,0.32,96.67918,30568.97476
0.250,0.03445273,0.02,139.52391,100000.00000
0.250,0.03445273,0.18,173.01430,100000.00000
0.250,0.03445273,0.23,156.34784,100000.00000
0.250,0.03445273,0.21,126.17444,100000.00000
0.250,0.03445273,0.29,161.42191,100000.00000
0.250,0.03445273,0.46,103.77297,200.37654
0.250,0.03445273,0.10,117.35303,100000.00000
0.250,0.03445273,0.08,96.43944,100000.00000
0.250,0.03445273,0.43,115.91992,1813.16645
0.250,0.03445273,0.14,106.34999,100000.00000
0.250,0.03445273,0.14,5.49005,100000.00000
0.250,0.03445273,0.32,105.63140,28575.05431
0.250,0.03445273,0.33,14.44207,75437.02453
0.250,0.03445273,0.37,161.92342,8870.40920
0.250,0.03445273,0.18,35.24240,100000.00000
0.250,0.03445273,0.14,6.72267,100000.00000
0.250,0.03445273,0.03,138.82866,100000.00000
0.250,0.03445273,0.18,146.60433,100000.00000
0.250,0.03445273,0.43,81.59199,408.62072
0.250,0.03445273,0.10,152.86021,100000.00000
0.250,0.03445273,0.37,112.36284,11197.87646
0.250,0.03445273,0.43,4.56954,2087.18312
0.250,0.03445273,0.29,120.16039,100000.00000
0.250,0.03445273,0.26,174.58459,100000.00000
0.250,0.03445273,0.45,48.25145,4570.46601
0.250,0.03445273,0.37,142.92453,11085.78320
0.250,0.03445273,0.34,109.91161,19806.47419
0.250,0.03445273,0.03,146.78306,100000.00000
0.250,0.03445273,0.26,68.56035,100000.00000
0.250,0.03445273,0.19,77.21892,100000.00000
0.250,0.03445273,0.08,168.61140,100000.00000
0.250,0.03445273,0.48,38.68927,541.20609
0.250,0.03445273,0.07,43.56995,100000.00000
0.250,0.03445273,0.18,122.94122,100000.00000
0.250,0.03445273,0.31,95.78043,59313.24559
0.250,0.03445273,0.27,72.62692,100000.00000
0.250,0.03445273,0.31,80.53423,100000.00000
0.250,0.03445273,0.35,131.55615,88037.00361
0.250,0.03445273,0.42,32.04647,7220.86910
0.250,0.03445273,0.23,7.76878,100000.00000
0.250,0.03445273,0.07,88.10150,100000.00000
0.250,0.03445273,0.42,90.39510,6462.80582
0.250,0.03445273,0.23,173.19106,100000.00000
0.250,0.03445273,0.11,90.47468,100000.00000
0.250,0.03445273,0.48,107.43171,11.96193
0.250,0.03445273,0.22,177.59512,100000.00000
0.250,0.03445273,0.14,160.20096,100000.00000
0.250,0.03445273,0.41,25.35426,6644.55881
0.250,0.03445273,0.08,92.17675,100000.00000
0.250,0.03445273,0.34,120.35578,13613.34231
0.250,0.03445273,0.11,88.65318,100000.00000
0.250,0.03445273,0.40,109.20871,234.46104
0.250,0.03445273,0.09,46.42949,100000.00000
0.250,0.03445273,0.32,38.06064,100000.00000
0.250,0.03445273,0.22,2.04366,100000.00000
