#f_c,M_sat (M_p),final a_sat (R_H),final e_sat,final e_p, lifetime
0.310,0.00400,0.31001,0.00010,0.23664,5.19100e+09
0.163,0.00425,0.16305,0.00010,0.59862,7.40000e+07
0.166,0.00425,0.16622,0.00010,0.59123,8.40000e+07
0.169,0.00425,0.16908,0.00010,0.58385,9.40000e+07
0.313,0.00400,0.31300,0.00010,0.22925,5.52600e+09
0.172,0.00425,0.17220,0.00010,0.57646,1.06000e+08
0.175,0.00425,0.17504,0.00010,0.56907,1.18000e+08
0.316,0.00400,0.31601,0.00010,0.22187,5.88000e+09
0.178,0.00425,0.17806,0.00010,0.56168,1.32000e+08
0.181,0.00425,0.18101,0.00010,0.55430,1.47000e+08
0.184,0.00425,0.18407,0.00010,0.54691,1.64000e+08
0.319,0.00400,0.31900,0.00010,0.21448,6.25200e+09
0.187,0.00425,0.18702,0.00010,0.53952,1.82000e+08
0.190,0.00425,0.19003,0.00010,0.53213,2.02000e+08
0.193,0.00425,0.19306,0.00010,0.52475,2.24000e+08
0.322,0.00400,0.32200,0.00010,0.20709,6.64400e+09
0.196,0.00425,0.19609,0.00010,0.51736,2.48000e+08
0.199,0.00425,0.19911,0.00010,0.50997,2.74000e+08
0.202,0.00425,0.20200,0.00010,0.50259,3.01000e+08
0.205,0.00425,0.20506,0.00010,0.49520,3.32000e+08
0.208,0.00425,0.20806,0.00010,0.48781,3.65000e+08
0.211,0.00425,0.21101,0.00010,0.48042,4.00000e+08
0.325,0.00400,0.32500,0.00010,0.19970,7.05700e+09
0.214,0.00425,0.21404,0.00010,0.47304,4.39000e+08
0.217,0.00425,0.21706,0.00010,0.46565,4.81000e+08
0.220,0.00425,0.22006,0.00010,0.45826,5.26000e+08
0.328,0.00400,0.32800,0.00010,0.19232,7.49100e+09
0.223,0.00425,0.22304,0.00010,0.45087,5.74000e+08
0.226,0.00425,0.22603,0.00010,0.44349,6.26000e+08
0.229,0.00425,0.22902,0.00010,0.43610,6.82000e+08
0.331,0.00400,0.33100,0.00010,0.18493,7.94800e+09
0.232,0.00425,0.23201,0.00010,0.42871,7.42000e+08
0.235,0.00425,0.23502,0.00010,0.42132,8.07000e+08
0.238,0.00425,0.23804,0.00010,0.41394,8.77000e+08
0.334,0.00400,0.33400,0.00010,0.17754,8.42800e+09
0.241,0.00425,0.24102,0.00010,0.40655,9.51000e+08
0.244,0.00425,0.24403,0.00010,0.39916,1.03100e+09
0.247,0.00425,0.24702,0.00010,0.39178,1.11600e+09
0.337,0.00400,0.33700,0.00010,0.17016,8.93300e+09
0.250,0.00425,0.25002,0.00010,0.38439,1.20700e+09
0.253,0.00425,0.25301,0.00010,0.37700,1.30400e+09
0.340,0.00400,0.34000,0.00010,0.16277,9.46200e+09
0.256,0.00425,0.25601,0.00010,0.36961,1.40800e+09
0.259,0.00425,0.25901,0.00010,0.36223,1.51900e+09
0.262,0.00425,0.26201,0.00010,0.35484,1.63700e+09
0.265,0.00425,0.26501,0.00010,0.34745,1.76300e+09
0.343,0.00400,0.34290,0.00010,0.15538,1.00000e+10
0.346,0.00400,0.34290,0.00010,0.14799,1.00000e+10
0.268,0.00425,0.26801,0.00010,0.34006,1.89700e+09
0.349,0.00400,0.34290,0.00010,0.14061,1.00000e+10
0.352,0.00400,0.34290,0.00010,0.13322,1.00000e+10
0.271,0.00425,0.27101,0.00010,0.33268,2.03900e+09
0.355,0.00400,0.34290,0.00010,0.12583,1.00000e+10
0.274,0.00425,0.27402,0.00010,0.32529,2.19100e+09
0.358,0.00400,0.34290,0.00010,0.11844,1.00000e+10
0.361,0.00400,0.34290,0.00010,0.11106,1.00000e+10
0.277,0.00425,0.27701,0.00010,0.31790,2.35100e+09
0.364,0.00400,0.34290,0.00010,0.10367,1.00000e+10
0.370,0.00400,0.34290,0.00010,0.08889,1.00000e+10
0.373,0.00400,0.34290,0.00010,0.08151,1.00000e+10
0.280,0.00425,0.28001,0.00010,0.31051,2.52200e+09
0.376,0.00400,0.34290,0.00010,0.07412,1.00000e+10
0.283,0.00425,0.28301,0.00010,0.30313,2.70300e+09
0.286,0.00425,0.28600,0.00010,0.29574,2.89400e+09
0.379,0.00400,0.34290,0.00010,0.06673,1.00000e+10
0.289,0.00425,0.28901,0.00010,0.28835,3.09800e+09
0.367,0.00400,0.34290,0.00010,0.09628,1.00000e+10
0.382,0.00400,0.34290,0.00010,0.05934,1.00000e+10
0.292,0.00425,0.29201,0.00010,0.28097,3.31300e+09
0.295,0.00425,0.29500,0.00010,0.27358,3.54000e+09
0.298,0.00425,0.29800,0.00010,0.26619,3.78100e+09
0.301,0.00425,0.30101,0.00010,0.25880,4.03600e+09
0.304,0.00425,0.30400,0.00010,0.25142,4.30400e+09
0.160,0.00450,0.16012,0.00010,0.60601,6.20000e+07
0.307,0.00425,0.30701,0.00010,0.24403,4.58800e+09
0.163,0.00450,0.16309,0.00010,0.59862,7.00000e+07
0.310,0.00425,0.31000,0.00010,0.23664,4.88700e+09
0.166,0.00450,0.16612,0.00010,0.59123,7.90000e+07
0.169,0.00450,0.16915,0.00010,0.58385,8.90000e+07
0.313,0.00425,0.31300,0.00010,0.22925,5.20300e+09
0.172,0.00450,0.17218,0.00010,0.57646,1.00000e+08
0.175,0.00450,0.17518,0.00010,0.56907,1.12000e+08
0.178,0.00450,0.17813,0.00010,0.56168,1.25000e+08
0.316,0.00425,0.31600,0.00010,0.22187,5.53600e+09
0.181,0.00450,0.18104,0.00010,0.55430,1.39000e+08
0.184,0.00450,0.18408,0.00010,0.54691,1.55000e+08
0.319,0.00425,0.31901,0.00010,0.21448,5.88700e+09
0.187,0.00450,0.18704,0.00010,0.53952,1.72000e+08
0.190,0.00450,0.19006,0.00010,0.53213,1.91000e+08
0.193,0.00450,0.19312,0.00010,0.52475,2.12000e+08
0.196,0.00450,0.19606,0.00010,0.51736,2.34000e+08
0.322,0.00425,0.32200,0.00010,0.20709,6.25600e+09
0.199,0.00450,0.19901,0.00010,0.50997,2.58000e+08
0.202,0.00450,0.20207,0.00010,0.50259,2.85000e+08
0.325,0.00425,0.32501,0.00010,0.19970,6.64500e+09
0.205,0.00450,0.20510,0.00010,0.49520,3.14000e+08
0.208,0.00450,0.20808,0.00010,0.48781,3.45000e+08
0.211,0.00450,0.21102,0.00010,0.48042,3.78000e+08
0.214,0.00450,0.21406,0.00010,0.47304,4.15000e+08
0.328,0.00425,0.32801,0.00010,0.19232,7.05400e+09
0.217,0.00450,0.21703,0.00010,0.46565,4.54000e+08
0.220,0.00450,0.22000,0.00010,0.45826,4.96000e+08
0.223,0.00450,0.22302,0.00010,0.45087,5.42000e+08
0.331,0.00425,0.33100,0.00010,0.18493,7.48400e+09
0.226,0.00450,0.22600,0.00010,0.44349,5.91000e+08
0.229,0.00450,0.22900,0.00010,0.43610,6.44000e+08
0.232,0.00450,0.23200,0.00010,0.42871,7.01000e+08
0.235,0.00450,0.23504,0.00010,0.42132,7.63000e+08
0.334,0.00425,0.33400,0.00010,0.17754,7.93600e+09
0.238,0.00450,0.23802,0.00010,0.41394,8.28000e+08
0.241,0.00450,0.24100,0.00010,0.40655,8.98000e+08
0.244,0.00450,0.24403,0.00010,0.39916,9.74000e+08
0.337,0.00425,0.33700,0.00010,0.17016,8.41100e+09
0.247,0.00450,0.24701,0.00010,0.39178,1.05400e+09
0.250,0.00450,0.25000,0.00010,0.38439,1.14000e+09
0.340,0.00425,0.34000,0.00010,0.16277,8.91000e+09
0.253,0.00450,0.25300,0.00010,0.37700,1.23200e+09
0.256,0.00450,0.25603,0.00010,0.36961,1.33100e+09
0.259,0.00450,0.25901,0.00010,0.36223,1.43500e+09
0.343,0.00425,0.34300,0.00010,0.15538,9.43300e+09
0.262,0.00450,0.26202,0.00010,0.35484,1.54700e+09
0.265,0.00450,0.26502,0.00010,0.34745,1.66600e+09
0.268,0.00450,0.26801,0.00010,0.34006,1.79200e+09
0.346,0.00425,0.34600,0.00010,0.14799,9.98300e+09
0.271,0.00450,0.27102,0.00010,0.33268,1.92700e+09
0.352,0.00425,0.34609,0.00010,0.13322,1.00000e+10
0.349,0.00425,0.34609,0.00010,0.14061,1.00000e+10
0.274,0.00450,0.27402,0.00010,0.32529,2.07000e+09
0.355,0.00425,0.34609,0.00010,0.12583,1.00000e+10
0.358,0.00425,0.34609,0.00010,0.11844,1.00000e+10
0.277,0.00450,0.27702,0.00010,0.31790,2.22200e+09
0.361,0.00425,0.34609,0.00010,0.11106,1.00000e+10
0.280,0.00450,0.28001,0.00010,0.31051,2.38300e+09
0.364,0.00425,0.34609,0.00010,0.10367,1.00000e+10
0.367,0.00425,0.34609,0.00010,0.09628,1.00000e+10
0.283,0.00450,0.28301,0.00010,0.30313,2.55400e+09
0.286,0.00450,0.28601,0.00010,0.29574,2.73500e+09
0.373,0.00425,0.34609,0.00010,0.08151,1.00000e+10
0.376,0.00425,0.34609,0.00010,0.07412,1.00000e+10
0.289,0.00450,0.28901,0.00010,0.28835,2.92700e+09
0.379,0.00425,0.34609,0.00010,0.06673,1.00000e+10
0.382,0.00425,0.34609,0.00010,0.05934,1.00000e+10
0.292,0.00450,0.29201,0.00010,0.28097,3.13000e+09
0.295,0.00450,0.29500,0.00010,0.27358,3.34500e+09
0.370,0.00425,0.34609,0.00010,0.08889,1.00000e+10
0.298,0.00450,0.29801,0.00010,0.26619,3.57300e+09
0.301,0.00450,0.30101,0.00010,0.25880,3.81300e+09
0.304,0.00450,0.30401,0.00010,0.25142,4.06700e+09
0.160,0.00475,0.16024,0.00010,0.60601,5.90000e+07
0.307,0.00450,0.30701,0.00010,0.24403,4.33500e+09
0.163,0.00475,0.16336,0.00010,0.59862,6.70000e+07
0.310,0.00450,0.31001,0.00010,0.23664,4.61800e+09
0.166,0.00475,0.16618,0.00010,0.59123,7.50000e+07
0.169,0.00475,0.16906,0.00010,0.58385,8.40000e+07
0.172,0.00475,0.17225,0.00010,0.57646,9.50000e+07
0.313,0.00450,0.31300,0.00010,0.22925,4.91600e+09
0.175,0.00475,0.17515,0.00010,0.56907,1.06000e+08
0.316,0.00450,0.31601,0.00010,0.22187,5.23100e+09
0.178,0.00475,0.17804,0.00010,0.56168,1.18000e+08
0.181,0.00475,0.18111,0.00010,0.55430,1.32000e+08
0.184,0.00475,0.18411,0.00010,0.54691,1.47000e+08
0.187,0.00475,0.18704,0.00010,0.53952,1.63000e+08
0.319,0.00450,0.31900,0.00010,0.21448,5.56200e+09
0.190,0.00475,0.19006,0.00010,0.53213,1.81000e+08
0.193,0.00475,0.19313,0.00010,0.52475,2.01000e+08
0.322,0.00450,0.32200,0.00010,0.20709,5.91100e+09
0.196,0.00475,0.19609,0.00010,0.51736,2.22000e+08
0.199,0.00475,0.19908,0.00010,0.50997,2.45000e+08
0.202,0.00475,0.20206,0.00010,0.50259,2.70000e+08
0.325,0.00450,0.32500,0.00010,0.19970,6.27800e+09
0.205,0.00475,0.20504,0.00010,0.49520,2.97000e+08
0.208,0.00475,0.20809,0.00010,0.48781,3.27000e+08
0.211,0.00475,0.21109,0.00010,0.48042,3.59000e+08
0.214,0.00475,0.21404,0.00010,0.47304,3.93000e+08
0.217,0.00475,0.21701,0.00010,0.46565,4.30000e+08
0.220,0.00475,0.22007,0.00010,0.45826,4.71000e+08
0.328,0.00450,0.32801,0.00010,0.19232,6.66500e+09
0.223,0.00475,0.22304,0.00010,0.45087,5.14000e+08
0.331,0.00450,0.33100,0.00010,0.18493,7.07100e+09
0.226,0.00475,0.22606,0.00010,0.44349,5.61000e+08
0.229,0.00475,0.22904,0.00010,0.43610,6.11000e+08
0.232,0.00475,0.23204,0.00010,0.42871,6.65000e+08
0.235,0.00475,0.23504,0.00010,0.42132,7.23000e+08
0.334,0.00450,0.33400,0.00010,0.17754,7.49800e+09
0.238,0.00475,0.23803,0.00010,0.41394,7.85000e+08
0.241,0.00475,0.24104,0.00010,0.40655,8.52000e+08
0.244,0.00475,0.24403,0.00010,0.39916,9.23000e+08
0.337,0.00450,0.33700,0.00010,0.17016,7.94700e+09
0.247,0.00475,0.24701,0.00010,0.39178,9.99000e+08
0.250,0.00475,0.25003,0.00010,0.38439,1.08100e+09
0.253,0.00475,0.25302,0.00010,0.37700,1.16800e+09
0.340,0.00450,0.34000,0.00010,0.16277,8.41800e+09
0.256,0.00475,0.25601,0.00010,0.36961,1.26100e+09
0.259,0.00475,0.25901,0.00010,0.36223,1.36000e+09
0.343,0.00450,0.34300,0.00010,0.15538,8.91300e+09
0.262,0.00475,0.26201,0.00010,0.35484,1.46600e+09
0.265,0.00475,0.26502,0.00010,0.34745,1.57900e+09
0.268,0.00475,0.26802,0.00010,0.34006,1.69900e+09
0.346,0.00450,0.34600,0.00010,0.14799,9.43200e+09
0.271,0.00475,0.27101,0.00010,0.33268,1.82600e+09
0.274,0.00475,0.27402,0.00010,0.32529,1.96200e+09
0.349,0.00450,0.34900,0.00010,0.14061,9.97700e+09
0.277,0.00475,0.27702,0.00010,0.31790,2.10600e+09
0.352,0.00450,0.34912,0.00010,0.13322,1.00000e+10
0.280,0.00475,0.28000,0.00010,0.31051,2.25800e+09
0.355,0.00450,0.34912,0.00010,0.12583,1.00000e+10
0.358,0.00450,0.34912,0.00010,0.11844,1.00000e+10
0.361,0.00450,0.34912,0.00010,0.11106,1.00000e+10
0.283,0.00475,0.28300,0.00010,0.30313,2.42000e+09
0.364,0.00450,0.34912,0.00010,0.10367,1.00000e+10
0.286,0.00475,0.28601,0.00010,0.29574,2.59200e+09
0.367,0.00450,0.34912,0.00010,0.09628,1.00000e+10
0.289,0.00475,0.28901,0.00010,0.28835,2.77400e+09
0.370,0.00450,0.34912,0.00010,0.08889,1.00000e+10
0.373,0.00450,0.34912,0.00010,0.08151,1.00000e+10
0.376,0.00450,0.34912,0.00010,0.07412,1.00000e+10
0.292,0.00475,0.29201,0.00010,0.28097,2.96700e+09
0.382,0.00450,0.34912,0.00010,0.05934,1.00000e+10
0.295,0.00475,0.29500,0.00010,0.27358,3.17000e+09
0.298,0.00475,0.29801,0.00010,0.26619,3.38600e+09
0.301,0.00475,0.30101,0.00010,0.25880,3.61400e+09
0.379,0.00450,0.34912,0.00010,0.06673,1.00000e+10
0.304,0.00475,0.30400,0.00010,0.25142,3.85400e+09
0.307,0.00475,0.30701,0.00010,0.24403,4.10900e+09
0.160,0.00500,0.16023,0.00010,0.60601,5.60000e+07
0.163,0.00500,0.16311,0.00010,0.59862,6.30000e+07
0.310,0.00475,0.31001,0.00010,0.23664,4.37700e+09
0.166,0.00500,0.16609,0.00010,0.59123,7.10000e+07
0.313,0.00475,0.31300,0.00010,0.22925,4.65900e+09
0.172,0.00500,0.17218,0.00010,0.57646,9.00000e+07
0.169,0.00500,0.16913,0.00010,0.58385,8.00000e+07
0.175,0.00500,0.17523,0.00010,0.56907,1.01000e+08
0.316,0.00475,0.31601,0.00010,0.22187,4.95800e+09
0.178,0.00500,0.17801,0.00010,0.56168,1.12000e+08
0.181,0.00500,0.18102,0.00010,0.55430,1.25000e+08
0.319,0.00475,0.31901,0.00010,0.21448,5.27200e+09
0.184,0.00500,0.18418,0.00010,0.54691,1.40000e+08
0.190,0.00500,0.19007,0.00010,0.53213,1.72000e+08
0.187,0.00500,0.18707,0.00010,0.53952,1.55000e+08
0.193,0.00500,0.19314,0.00010,0.52475,1.91000e+08
0.196,0.00500,0.19610,0.00010,0.51736,2.11000e+08
0.322,0.00475,0.32200,0.00010,0.20709,5.60200e+09
0.199,0.00500,0.19910,0.00010,0.50997,2.33000e+08
0.202,0.00500,0.20212,0.00010,0.50259,2.57000e+08
0.205,0.00500,0.20501,0.00010,0.49520,2.82000e+08
0.325,0.00475,0.32500,0.00010,0.19970,5.95000e+09
0.208,0.00500,0.20801,0.00010,0.48781,3.10000e+08
0.214,0.00500,0.21409,0.00010,0.47304,3.74000e+08
0.211,0.00500,0.21107,0.00010,0.48042,3.41000e+08
0.217,0.00500,0.21704,0.00010,0.46565,4.09000e+08
0.328,0.00475,0.32801,0.00010,0.19232,6.31700e+09
0.220,0.00500,0.22002,0.00010,0.45826,4.47000e+08
0.223,0.00500,0.22301,0.00010,0.45087,4.88000e+08
0.226,0.00500,0.22605,0.00010,0.44349,5.33000e+08
0.331,0.00475,0.33100,0.00010,0.18493,6.70200e+09
0.229,0.00500,0.22900,0.00010,0.43610,5.80000e+08
0.232,0.00500,0.23204,0.00010,0.42871,6.32000e+08
0.235,0.00500,0.23503,0.00010,0.42132,6.87000e+08
0.334,0.00475,0.33401,0.00010,0.17754,7.10700e+09
0.238,0.00500,0.23803,0.00010,0.41394,7.46000e+08
0.241,0.00500,0.24101,0.00010,0.40655,8.09000e+08
0.244,0.00500,0.24402,0.00010,0.39916,8.77000e+08
0.337,0.00475,0.33700,0.00010,0.17016,7.53200e+09
0.247,0.00500,0.24704,0.00010,0.39178,9.50000e+08
0.250,0.00500,0.25001,0.00010,0.38439,1.02700e+09
0.253,0.00500,0.25302,0.00010,0.37700,1.11000e+09
0.340,0.00475,0.34001,0.00010,0.16277,7.97900e+09
0.256,0.00500,0.25600,0.00010,0.36961,1.19800e+09
0.259,0.00500,0.25902,0.00010,0.36223,1.29300e+09
0.343,0.00475,0.34301,0.00010,0.15538,8.44800e+09
0.262,0.00500,0.26201,0.00010,0.35484,1.39300e+09
0.265,0.00500,0.26500,0.00010,0.34745,1.50000e+09
0.268,0.00500,0.26800,0.00010,0.34006,1.61400e+09
0.346,0.00475,0.34601,0.00010,0.14799,8.94000e+09
0.271,0.00500,0.27102,0.00010,0.33268,1.73600e+09
0.274,0.00500,0.27400,0.00010,0.32529,1.86400e+09
0.349,0.00475,0.34901,0.00010,0.14061,9.45600e+09
0.280,0.00500,0.28001,0.00010,0.31051,2.14600e+09
0.277,0.00500,0.27701,0.00010,0.31790,2.00100e+09
0.283,0.00500,0.28301,0.00010,0.30313,2.30000e+09
0.352,0.00475,0.35200,0.00010,0.13322,9.99700e+09
0.355,0.00475,0.35202,0.00010,0.12583,1.00000e+10
0.286,0.00500,0.28600,0.00010,0.29574,2.46300e+09
0.364,0.00475,0.35202,0.00010,0.10367,1.00000e+10
0.361,0.00475,0.35202,0.00010,0.11106,1.00000e+10
0.358,0.00475,0.35202,0.00010,0.11844,1.00000e+10
0.289,0.00500,0.28900,0.00010,0.28835,2.63600e+09
0.367,0.00475,0.35202,0.00010,0.09628,1.00000e+10
0.370,0.00475,0.35202,0.00010,0.08889,1.00000e+10
0.373,0.00475,0.35202,0.00010,0.08151,1.00000e+10
0.292,0.00500,0.29200,0.00010,0.28097,2.81900e+09
0.376,0.00475,0.35202,0.00010,0.07412,1.00000e+10
0.295,0.00500,0.29500,0.00010,0.27358,3.01300e+09
0.298,0.00500,0.29801,0.00010,0.26619,3.21800e+09
0.379,0.00475,0.35202,0.00010,0.06673,1.00000e+10
0.382,0.00475,0.35202,0.00010,0.05934,1.00000e+10
0.301,0.00500,0.30101,0.00010,0.25880,3.43500e+09
0.304,0.00500,0.30400,0.00010,0.25142,3.66300e+09
0.307,0.00500,0.30701,0.00010,0.24403,3.90500e+09
0.160,0.00525,0.16009,0.00010,0.60601,5.30000e+07
0.310,0.00500,0.31001,0.00010,0.23664,4.16000e+09
0.163,0.00525,0.16312,0.00010,0.59862,6.00000e+07
0.166,0.00525,0.16624,0.00010,0.59123,6.80000e+07
0.169,0.00525,0.16907,0.00010,0.58385,7.60000e+07
0.313,0.00500,0.31300,0.00010,0.22925,4.42800e+09
0.172,0.00525,0.17227,0.00010,0.57646,8.60000e+07
0.175,0.00525,0.17518,0.00010,0.56907,9.60000e+07
0.316,0.00500,0.31601,0.00010,0.22187,4.71200e+09
0.178,0.00525,0.17810,0.00010,0.56168,1.07000e+08
0.181,0.00525,0.18101,0.00010,0.55430,1.19000e+08
0.319,0.00500,0.31900,0.00010,0.21448,5.01000e+09
0.184,0.00525,0.18411,0.00010,0.54691,1.33000e+08
0.187,0.00525,0.18714,0.00010,0.53952,1.48000e+08
0.190,0.00525,0.19010,0.00010,0.53213,1.64000e+08
0.193,0.00525,0.19315,0.00010,0.52475,1.82000e+08
0.196,0.00525,0.19610,0.00010,0.51736,2.01000e+08
0.322,0.00500,0.32201,0.00010,0.20709,5.32500e+09
0.199,0.00525,0.19911,0.00010,0.50997,2.22000e+08
0.202,0.00525,0.20201,0.00010,0.50259,2.44000e+08
0.205,0.00525,0.20506,0.00010,0.49520,2.69000e+08
0.208,0.00525,0.20808,0.00010,0.48781,2.96000e+08
0.325,0.00500,0.32500,0.00010,0.19970,5.65500e+09
0.211,0.00525,0.21109,0.00010,0.48042,3.25000e+08
0.214,0.00525,0.21406,0.00010,0.47304,3.56000e+08
0.217,0.00525,0.21707,0.00010,0.46565,3.90000e+08
0.220,0.00525,0.22004,0.00010,0.45826,4.26000e+08
0.223,0.00525,0.22301,0.00010,0.45087,4.65000e+08
0.226,0.00525,0.22606,0.00010,0.44349,5.08000e+08
0.328,0.00500,0.32800,0.00010,0.19232,6.00300e+09
0.229,0.00525,0.22903,0.00010,0.43610,5.53000e+08
0.232,0.00525,0.23203,0.00010,0.42871,6.02000e+08
0.235,0.00525,0.23501,0.00010,0.42132,6.54000e+08
0.238,0.00525,0.23804,0.00010,0.41394,7.11000e+08
0.241,0.00525,0.24102,0.00010,0.40655,7.71000e+08
0.331,0.00500,0.33101,0.00010,0.18493,6.37000e+09
0.334,0.00500,0.33400,0.00010,0.17754,6.75400e+09
0.244,0.00525,0.24404,0.00010,0.39916,8.36000e+08
0.247,0.00525,0.24703,0.00010,0.39178,9.05000e+08
0.337,0.00500,0.33701,0.00010,0.17016,7.15900e+09
0.250,0.00525,0.25003,0.00010,0.38439,9.79000e+08
0.253,0.00525,0.25303,0.00010,0.37700,1.05800e+09
0.340,0.00500,0.34000,0.00010,0.16277,7.58300e+09
0.256,0.00525,0.25602,0.00010,0.36961,1.14200e+09
0.259,0.00525,0.25902,0.00010,0.36223,1.23200e+09
0.262,0.00525,0.26203,0.00010,0.35484,1.32800e+09
0.343,0.00500,0.34301,0.00010,0.15538,8.02900e+09
0.265,0.00525,0.26503,0.00010,0.34745,1.43000e+09
0.268,0.00525,0.26801,0.00010,0.34006,1.53800e+09
0.346,0.00500,0.34600,0.00010,0.14799,8.49600e+09
0.271,0.00525,0.27102,0.00010,0.33268,1.65400e+09
0.274,0.00525,0.27401,0.00010,0.32529,1.77600e+09
0.277,0.00525,0.27702,0.00010,0.31790,1.90700e+09
0.349,0.00500,0.34900,0.00010,0.14061,8.98700e+09
0.280,0.00525,0.28001,0.00010,0.31051,2.04500e+09
0.283,0.00525,0.28302,0.00010,0.30313,2.19200e+09
0.352,0.00500,0.35200,0.00010,0.13322,9.50100e+09
0.286,0.00525,0.28601,0.00010,0.29574,2.34700e+09
0.358,0.00500,0.35478,0.00010,0.11844,1.00000e+10
0.289,0.00525,0.28901,0.00010,0.28835,2.51200e+09
0.355,0.00500,0.35478,0.00010,0.12583,1.00000e+10
0.364,0.00500,0.35478,0.00010,0.10367,1.00000e+10
0.361,0.00500,0.35478,0.00010,0.11106,1.00000e+10
0.292,0.00525,0.29200,0.00010,0.28097,2.68600e+09
0.367,0.00500,0.35478,0.00010,0.09628,1.00000e+10
0.370,0.00500,0.35478,0.00010,0.08889,1.00000e+10
0.295,0.00525,0.29501,0.00010,0.27358,2.87100e+09
0.373,0.00500,0.35478,0.00010,0.08151,1.00000e+10
0.298,0.00525,0.29801,0.00010,0.26619,3.06600e+09
0.376,0.00500,0.35478,0.00010,0.07412,1.00000e+10
0.301,0.00525,0.30100,0.00010,0.25880,3.27200e+09
0.382,0.00500,0.35478,0.00010,0.05934,1.00000e+10
0.304,0.00525,0.30400,0.00010,0.25142,3.49000e+09
0.307,0.00525,0.30700,0.00010,0.24403,3.72000e+09
0.379,0.00500,0.35478,0.00010,0.06673,1.00000e+10
0.160,0.00550,0.16030,0.00010,0.60601,5.10000e+07
0.310,0.00525,0.31000,0.00010,0.23664,3.96300e+09
0.163,0.00550,0.16301,0.00010,0.59862,5.70000e+07
0.313,0.00525,0.31300,0.00010,0.22925,4.21900e+09
0.166,0.00550,0.16628,0.00010,0.59123,6.50000e+07
0.169,0.00550,0.16923,0.00010,0.58385,7.30000e+07
0.172,0.00550,0.17225,0.00010,0.57646,8.20000e+07
0.316,0.00525,0.31600,0.00010,0.22187,4.48900e+09
0.175,0.00550,0.17529,0.00010,0.56907,9.20000e+07
0.178,0.00550,0.17806,0.00010,0.56168,1.02000e+08
0.319,0.00525,0.31901,0.00010,0.21448,4.77400e+09
0.181,0.00550,0.18111,0.00010,0.55430,1.14000e+08
0.184,0.00550,0.18411,0.00010,0.54691,1.27000e+08
0.187,0.00550,0.18708,0.00010,0.53952,1.41000e+08
0.190,0.00550,0.19018,0.00010,0.53213,1.57000e+08
0.193,0.00550,0.19302,0.00010,0.52475,1.73000e+08
0.322,0.00525,0.32200,0.00010,0.20709,5.07300e+09
0.196,0.00550,0.19612,0.00010,0.51736,1.92000e+08
0.199,0.00550,0.19912,0.00010,0.50997,2.12000e+08
0.325,0.00525,0.32500,0.00010,0.19970,5.38800e+09
0.202,0.00550,0.20202,0.00010,0.50259,2.33000e+08
0.205,0.00550,0.20507,0.00010,0.49520,2.57000e+08
0.208,0.00550,0.20801,0.00010,0.48781,2.82000e+08
0.211,0.00550,0.21105,0.00010,0.48042,3.10000e+08
0.328,0.00525,0.32800,0.00010,0.19232,5.72000e+09
0.214,0.00550,0.21407,0.00010,0.47304,3.40000e+08
0.220,0.00550,0.22005,0.00010,0.45826,4.07000e+08
0.217,0.00550,0.21704,0.00010,0.46565,3.72000e+08
0.223,0.00550,0.22301,0.00010,0.45087,4.44000e+08
0.331,0.00525,0.33101,0.00010,0.18493,6.06900e+09
0.226,0.00550,0.22606,0.00010,0.44349,4.85000e+08
0.229,0.00550,0.22902,0.00010,0.43610,5.28000e+08
0.232,0.00550,0.23204,0.00010,0.42871,5.75000e+08
0.235,0.00550,0.23503,0.00010,0.42132,6.25000e+08
0.238,0.00550,0.23805,0.00010,0.41394,6.79000e+08
0.334,0.00525,0.33400,0.00010,0.17754,6.43500e+09
0.241,0.00550,0.24101,0.00010,0.40655,7.36000e+08
0.244,0.00550,0.24402,0.00010,0.39916,7.98000e+08
0.337,0.00525,0.33701,0.00010,0.17016,6.82100e+09
0.247,0.00550,0.24702,0.00010,0.39178,8.64000e+08
0.253,0.00550,0.25302,0.00010,0.37700,1.01000e+09
0.340,0.00525,0.34000,0.00010,0.16277,7.22500e+09
0.250,0.00550,0.25004,0.00010,0.38439,9.35000e+08
0.256,0.00550,0.25600,0.00010,0.36961,1.09000e+09
0.259,0.00550,0.25901,0.00010,0.36223,1.17600e+09
0.262,0.00550,0.26202,0.00010,0.35484,1.26800e+09
0.265,0.00550,0.26501,0.00010,0.34745,1.36500e+09
0.343,0.00525,0.34301,0.00010,0.15538,7.65000e+09
0.268,0.00550,0.26802,0.00010,0.34006,1.46900e+09
0.271,0.00550,0.27101,0.00010,0.33268,1.57900e+09
0.274,0.00550,0.27401,0.00010,0.32529,1.69600e+09
0.346,0.00525,0.34600,0.00010,0.14799,8.09500e+09
0.277,0.00550,0.27702,0.00010,0.31790,1.82100e+09
0.349,0.00525,0.34900,0.00010,0.14061,8.56200e+09
0.280,0.00550,0.28002,0.00010,0.31051,1.95300e+09
0.283,0.00550,0.28301,0.00010,0.30313,2.09300e+09
0.352,0.00525,0.35200,0.00010,0.13322,9.05200e+09
0.286,0.00550,0.28600,0.00010,0.29574,2.24100e+09
0.289,0.00550,0.28901,0.00010,0.28835,2.39900e+09
0.355,0.00525,0.35500,0.00010,0.12583,9.56600e+09
0.292,0.00550,0.29200,0.00010,0.28097,2.56500e+09
0.358,0.00525,0.35743,0.00010,0.11844,1.00000e+10
