#f_c,M_sat (M_p),final a_sat (R_H),final e_sat,final e_p, lifetime
0.238,0.03700,0.10550,0.00002,0.41394,1.00000e+10
0.241,0.03700,0.10551,0.00002,0.40655,1.00000e+10
0.244,0.03700,0.10551,0.00002,0.39916,1.00000e+10
0.247,0.03700,0.10552,0.00002,0.39178,1.00000e+10
0.250,0.03700,0.10552,0.00002,0.38439,1.00000e+10
0.253,0.03700,0.10553,0.00002,0.37700,1.00000e+10
0.256,0.03700,0.10553,0.00002,0.36961,1.00000e+10
0.259,0.03700,0.10554,0.00002,0.36223,1.00000e+10
0.262,0.03700,0.10554,0.00002,0.35484,1.00000e+10
0.265,0.03700,0.10554,0.00002,0.34745,1.00000e+10
0.268,0.03700,0.10555,0.00002,0.34006,1.00000e+10
0.271,0.03700,0.10555,0.00002,0.33268,1.00000e+10
0.277,0.03700,0.10555,0.00002,0.31790,1.00000e+10
0.274,0.03700,0.10555,0.00002,0.32529,1.00000e+10
0.280,0.03700,0.10556,0.00002,0.31051,1.00000e+10
0.283,0.03700,0.10556,0.00002,0.30313,1.00000e+10
0.286,0.03700,0.10556,0.00002,0.29574,1.00000e+10
0.289,0.03700,0.10556,0.00002,0.28835,1.00000e+10
0.292,0.03700,0.10557,0.00002,0.28097,1.00000e+10
0.295,0.03700,0.10557,0.00002,0.27358,1.00000e+10
0.298,0.03700,0.10557,0.00002,0.26619,1.00000e+10
0.304,0.03700,0.10557,0.00002,0.25142,1.00000e+10
0.301,0.03700,0.10557,0.00002,0.25880,1.00000e+10
0.307,0.03700,0.10557,0.00002,0.24403,1.00000e+10
0.310,0.03700,0.10558,0.00002,0.23664,1.00000e+10
0.313,0.03700,0.10558,0.00002,0.22925,1.00000e+10
0.316,0.03700,0.10558,0.00002,0.22187,1.00000e+10
0.319,0.03700,0.10558,0.00002,0.21448,1.00000e+10
0.322,0.03700,0.10558,0.00002,0.20709,1.00000e+10
0.325,0.03700,0.10558,0.00002,0.19970,1.00000e+10
0.328,0.03700,0.10558,0.00002,0.19232,1.00000e+10
0.331,0.03700,0.10558,0.00002,0.18493,1.00000e+10
0.334,0.03700,0.10558,0.00002,0.17754,1.00000e+10
0.340,0.03700,0.10559,0.00002,0.16277,1.00000e+10
0.343,0.03700,0.10559,0.00002,0.15538,1.00000e+10
0.337,0.03700,0.10559,0.00002,0.17016,1.00000e+10
0.346,0.03700,0.10559,0.00002,0.14799,1.00000e+10
0.349,0.03700,0.10559,0.00002,0.14061,1.00000e+10
0.352,0.03700,0.10559,0.00002,0.13322,1.00000e+10
0.358,0.03700,0.10559,0.00002,0.11844,1.00000e+10
0.355,0.03700,0.10559,0.00002,0.12583,1.00000e+10
0.361,0.03700,0.10559,0.00002,0.11106,1.00000e+10
0.364,0.03700,0.10559,0.00002,0.10367,1.00000e+10
0.367,0.03700,0.10559,0.00002,0.09628,1.00000e+10
0.370,0.03700,0.10559,0.00002,0.08889,1.00000e+10
0.373,0.03700,0.10559,0.00002,0.08151,1.00000e+10
0.376,0.03700,0.10559,0.00002,0.07412,1.00000e+10
0.379,0.03700,0.10559,0.00002,0.06673,1.00000e+10
0.382,0.03700,0.10559,0.00002,0.05934,1.00000e+10
0.160,0.03800,0.10244,0.00000,0.60601,1.00000e+10
0.163,0.03800,0.10248,0.00000,0.59862,1.00000e+10
0.166,0.03800,0.10252,0.00000,0.59123,1.00000e+10
0.169,0.03800,0.10255,0.00000,0.58385,1.00000e+10
0.172,0.03800,0.10259,0.00000,0.57646,1.00000e+10
0.175,0.03800,0.10261,0.00000,0.56907,1.00000e+10
0.178,0.03800,0.10264,0.00000,0.56168,1.00000e+10
0.181,0.03800,0.10266,0.00000,0.55430,1.00000e+10
0.184,0.03800,0.10269,0.00000,0.54691,1.00000e+10
0.187,0.03800,0.10271,0.00000,0.53952,1.00000e+10
0.190,0.03800,0.10272,0.00000,0.53213,1.00000e+10
0.193,0.03800,0.10274,0.00000,0.52475,1.00000e+10
0.196,0.03800,0.10276,0.00000,0.51736,1.00000e+10
0.199,0.03800,0.10277,0.00000,0.50997,1.00000e+10
0.202,0.03800,0.10279,0.00000,0.50259,1.00000e+10
0.205,0.03800,0.10280,0.00000,0.49520,1.00000e+10
0.208,0.03800,0.10281,0.00000,0.48781,1.00000e+10
0.211,0.03800,0.10282,0.00000,0.48042,1.00000e+10
0.214,0.03800,0.10283,0.00000,0.47304,1.00000e+10
0.217,0.03800,0.10284,0.00000,0.46565,1.00000e+10
0.220,0.03800,0.10285,0.00000,0.45826,1.00000e+10
0.223,0.03800,0.10286,0.00000,0.45087,1.00000e+10
0.226,0.03800,0.10287,0.00000,0.44349,1.00000e+10
0.229,0.03800,0.10287,0.00000,0.43610,1.00000e+10
0.232,0.03800,0.10288,0.00000,0.42871,1.00000e+10
0.235,0.03800,0.10289,0.00000,0.42132,1.00000e+10
0.238,0.03800,0.10289,0.00000,0.41394,1.00000e+10
0.241,0.03800,0.10290,0.00000,0.40655,1.00000e+10
0.244,0.03800,0.10290,0.00000,0.39916,1.00000e+10
0.247,0.03800,0.10291,0.00000,0.39178,1.00000e+10
0.250,0.03800,0.10291,0.00000,0.38439,1.00000e+10
0.253,0.03800,0.10292,0.00000,0.37700,1.00000e+10
0.256,0.03800,0.10292,0.00000,0.36961,1.00000e+10
0.259,0.03800,0.10292,0.00000,0.36223,1.00000e+10
0.262,0.03800,0.10293,0.00000,0.35484,1.00000e+10
0.265,0.03800,0.10293,0.00000,0.34745,1.00000e+10
0.268,0.03800,0.10293,0.00000,0.34006,1.00000e+10
0.271,0.03800,0.10294,0.00000,0.33268,1.00000e+10
0.277,0.03800,0.10294,0.00000,0.31790,1.00000e+10
0.274,0.03800,0.10294,0.00000,0.32529,1.00000e+10
0.280,0.03800,0.10294,0.00000,0.31051,1.00000e+10
0.283,0.03800,0.10295,0.00000,0.30313,1.00000e+10
0.286,0.03800,0.10295,0.00000,0.29574,1.00000e+10
0.289,0.03800,0.10295,0.00000,0.28835,1.00000e+10
0.295,0.03800,0.10295,0.00000,0.27358,1.00000e+10
0.292,0.03800,0.10295,0.00000,0.28097,1.00000e+10
0.298,0.03800,0.10296,0.00000,0.26619,1.00000e+10
0.301,0.03800,0.10296,0.00000,0.25880,1.00000e+10
0.304,0.03800,0.10296,0.00000,0.25142,1.00000e+10
0.307,0.03800,0.10296,0.00000,0.24403,1.00000e+10
0.310,0.03800,0.10296,0.00000,0.23664,1.00000e+10
0.313,0.03800,0.10296,0.00000,0.22925,1.00000e+10
0.316,0.03800,0.10297,0.00000,0.22187,1.00000e+10
0.319,0.03800,0.10297,0.00000,0.21448,1.00000e+10
0.322,0.03800,0.10297,0.00000,0.20709,1.00000e+10
0.325,0.03800,0.10297,0.00000,0.19970,1.00000e+10
0.328,0.03800,0.10297,0.00000,0.19232,1.00000e+10
0.331,0.03800,0.10297,0.00000,0.18493,1.00000e+10
0.334,0.03800,0.10297,0.00000,0.17754,1.00000e+10
0.337,0.03800,0.10297,0.00000,0.17016,1.00000e+10
0.340,0.03800,0.10297,0.00000,0.16277,1.00000e+10
0.343,0.03800,0.10297,0.00000,0.15538,1.00000e+10
0.346,0.03800,0.10297,0.00000,0.14799,1.00000e+10
0.349,0.03800,0.10298,0.00000,0.14061,1.00000e+10
0.355,0.03800,0.10298,0.00000,0.12583,1.00000e+10
0.352,0.03800,0.10298,0.00000,0.13322,1.00000e+10
0.358,0.03800,0.10298,0.00000,0.11844,1.00000e+10
0.361,0.03800,0.10298,0.00000,0.11106,1.00000e+10
0.364,0.03800,0.10298,0.00000,0.10367,1.00000e+10
0.367,0.03800,0.10298,0.00000,0.09628,1.00000e+10
0.370,0.03800,0.10298,0.00000,0.08889,1.00000e+10
0.373,0.03800,0.10298,0.00000,0.08151,1.00000e+10
0.376,0.03800,0.10298,0.00000,0.07412,1.00000e+10
0.379,0.03800,0.10298,0.00000,0.06673,1.00000e+10
0.160,0.03900,0.10000,0.00000,0.60601,1.00000e+10
0.163,0.03900,0.10004,0.00000,0.59862,1.00000e+10
0.166,0.03900,0.10007,0.00000,0.59123,1.00000e+10
0.382,0.03800,0.10298,0.00000,0.05934,1.00000e+10
0.169,0.03900,0.10011,0.00000,0.58385,1.00000e+10
0.172,0.03900,0.10014,0.00000,0.57646,1.00000e+10
0.175,0.03900,0.10017,0.00000,0.56907,1.00000e+10
0.178,0.03900,0.10019,0.00000,0.56168,1.00000e+10
0.181,0.03900,0.10022,0.00000,0.55430,1.00000e+10
0.184,0.03900,0.10024,0.00000,0.54691,1.00000e+10
0.187,0.03900,0.10026,0.00000,0.53952,1.00000e+10
0.193,0.03900,0.10029,0.00000,0.52475,1.00000e+10
0.190,0.03900,0.10028,0.00000,0.53213,1.00000e+10
0.196,0.03900,0.10031,0.00000,0.51736,1.00000e+10
0.202,0.03900,0.10034,0.00000,0.50259,1.00000e+10
0.199,0.03900,0.10032,0.00000,0.50997,1.00000e+10
0.205,0.03900,0.10035,0.00000,0.49520,1.00000e+10
0.211,0.03900,0.10037,0.00000,0.48042,1.00000e+10
0.208,0.03900,0.10036,0.00000,0.48781,1.00000e+10
0.214,0.03900,0.10038,0.00000,0.47304,1.00000e+10
0.217,0.03900,0.10039,0.00000,0.46565,1.00000e+10
0.220,0.03900,0.10040,0.00000,0.45826,1.00000e+10
0.223,0.03900,0.10041,0.00000,0.45087,1.00000e+10
0.226,0.03900,0.10042,0.00000,0.44349,1.00000e+10
0.229,0.03900,0.10042,0.00000,0.43610,1.00000e+10
0.235,0.03900,0.10044,0.00000,0.42132,1.00000e+10
0.232,0.03900,0.10043,0.00000,0.42871,1.00000e+10
0.238,0.03900,0.10044,0.00000,0.41394,1.00000e+10
0.241,0.03900,0.10045,0.00000,0.40655,1.00000e+10
0.244,0.03900,0.10045,0.00000,0.39916,1.00000e+10
0.247,0.03900,0.10046,0.00000,0.39178,1.00000e+10
0.253,0.03900,0.10047,0.00000,0.37700,1.00000e+10
0.250,0.03900,0.10046,0.00000,0.38439,1.00000e+10
0.256,0.03900,0.10047,0.00000,0.36961,1.00000e+10
0.259,0.03900,0.10047,0.00000,0.36223,1.00000e+10
0.262,0.03900,0.10048,0.00000,0.35484,1.00000e+10
0.265,0.03900,0.10048,0.00000,0.34745,1.00000e+10
0.268,0.03900,0.10048,0.00000,0.34006,1.00000e+10
0.271,0.03900,0.10049,0.00000,0.33268,1.00000e+10
0.274,0.03900,0.10049,0.00000,0.32529,1.00000e+10
0.277,0.03900,0.10049,0.00000,0.31790,1.00000e+10
0.280,0.03900,0.10050,0.00000,0.31051,1.00000e+10
0.283,0.03900,0.10050,0.00000,0.30313,1.00000e+10
0.286,0.03900,0.10050,0.00000,0.29574,1.00000e+10
0.289,0.03900,0.10050,0.00000,0.28835,1.00000e+10
0.292,0.03900,0.10050,0.00000,0.28097,1.00000e+10
0.295,0.03900,0.10051,0.00000,0.27358,1.00000e+10
0.298,0.03900,0.10051,0.00000,0.26619,1.00000e+10
0.301,0.03900,0.10051,0.00000,0.25880,1.00000e+10
0.304,0.03900,0.10051,0.00000,0.25142,1.00000e+10
0.310,0.03900,0.10051,0.00000,0.23664,1.00000e+10
0.307,0.03900,0.10051,0.00000,0.24403,1.00000e+10
0.313,0.03900,0.10051,0.00000,0.22925,1.00000e+10
0.316,0.03900,0.10052,0.00000,0.22187,1.00000e+10
0.322,0.03900,0.10052,0.00000,0.20709,1.00000e+10
0.319,0.03900,0.10052,0.00000,0.21448,1.00000e+10
0.325,0.03900,0.10052,0.00000,0.19970,1.00000e+10
0.328,0.03900,0.10052,0.00000,0.19232,1.00000e+10
0.331,0.03900,0.10052,0.00000,0.18493,1.00000e+10
0.334,0.03900,0.10052,0.00000,0.17754,1.00000e+10
0.337,0.03900,0.10052,0.00000,0.17016,1.00000e+10
0.340,0.03900,0.10052,0.00000,0.16277,1.00000e+10
0.343,0.03900,0.10052,0.00000,0.15538,1.00000e+10
0.346,0.03900,0.10053,0.00000,0.14799,1.00000e+10
0.349,0.03900,0.10053,0.00000,0.14061,1.00000e+10
0.352,0.03900,0.10053,0.00000,0.13322,1.00000e+10
0.355,0.03900,0.10053,0.00000,0.12583,1.00000e+10
0.358,0.03900,0.10053,0.00000,0.11844,1.00000e+10
0.361,0.03900,0.10053,0.00000,0.11106,1.00000e+10
0.364,0.03900,0.10053,0.00000,0.10367,1.00000e+10
0.367,0.03900,0.10053,0.00000,0.09628,1.00000e+10
0.370,0.03900,0.10053,0.00000,0.08889,1.00000e+10
0.373,0.03900,0.10053,0.00000,0.08151,1.00000e+10
0.376,0.03900,0.10053,0.00000,0.07412,1.00000e+10
0.379,0.03900,0.10053,0.00000,0.06673,1.00000e+10
0.382,0.03900,0.10053,0.00000,0.05934,1.00000e+10
0.160,0.04000,0.09770,0.00000,0.60601,1.00000e+10
0.163,0.04000,0.09774,0.00000,0.59862,1.00000e+10
0.166,0.04000,0.09778,0.00000,0.59123,1.00000e+10
0.172,0.04000,0.09784,0.00000,0.57646,1.00000e+10
0.169,0.04000,0.09781,0.00000,0.58385,1.00000e+10
0.175,0.04000,0.09787,0.00000,0.56907,1.00000e+10
0.178,0.04000,0.09789,0.00000,0.56168,1.00000e+10
0.181,0.04000,0.09792,0.00000,0.55430,1.00000e+10
0.184,0.04000,0.09794,0.00000,0.54691,1.00000e+10
0.187,0.04000,0.09796,0.00000,0.53952,1.00000e+10
0.190,0.04000,0.09798,0.00000,0.53213,1.00000e+10
0.193,0.04000,0.09800,0.00000,0.52475,1.00000e+10
0.199,0.04000,0.09803,0.00000,0.50997,1.00000e+10
0.196,0.04000,0.09801,0.00000,0.51736,1.00000e+10
0.202,0.04000,0.09804,0.00000,0.50259,1.00000e+10
0.205,0.04000,0.09805,0.00000,0.49520,1.00000e+10
0.208,0.04000,0.09806,0.00000,0.48781,1.00000e+10
0.211,0.04000,0.09807,0.00000,0.48042,1.00000e+10
0.214,0.04000,0.09808,0.00000,0.47304,1.00000e+10
0.217,0.04000,0.09809,0.00000,0.46565,1.00000e+10
0.220,0.04000,0.09810,0.00000,0.45826,1.00000e+10
0.226,0.04000,0.09812,0.00000,0.44349,1.00000e+10
0.223,0.04000,0.09811,0.00000,0.45087,1.00000e+10
0.229,0.04000,0.09812,0.00000,0.43610,1.00000e+10
0.232,0.04000,0.09813,0.00000,0.42871,1.00000e+10
0.235,0.04000,0.09814,0.00000,0.42132,1.00000e+10
0.238,0.04000,0.09814,0.00000,0.41394,1.00000e+10
0.241,0.04000,0.09815,0.00000,0.40655,1.00000e+10
0.244,0.04000,0.09815,0.00000,0.39916,1.00000e+10
0.247,0.04000,0.09816,0.00000,0.39178,1.00000e+10
0.250,0.04000,0.09816,0.00000,0.38439,1.00000e+10
0.253,0.04000,0.09817,0.00000,0.37700,1.00000e+10
0.256,0.04000,0.09817,0.00000,0.36961,1.00000e+10
0.259,0.04000,0.09817,0.00000,0.36223,1.00000e+10
0.262,0.04000,0.09818,0.00000,0.35484,1.00000e+10
0.265,0.04000,0.09818,0.00000,0.34745,1.00000e+10
0.268,0.04000,0.09818,0.00000,0.34006,1.00000e+10
0.271,0.04000,0.09819,0.00000,0.33268,1.00000e+10
0.274,0.04000,0.09819,0.00000,0.32529,1.00000e+10
0.277,0.04000,0.09819,0.00000,0.31790,1.00000e+10
0.280,0.04000,0.09819,0.00000,0.31051,1.00000e+10
0.286,0.04000,0.09820,0.00000,0.29574,1.00000e+10
0.283,0.04000,0.09820,0.00000,0.30313,1.00000e+10
0.289,0.04000,0.09820,0.00000,0.28835,1.00000e+10
0.292,0.04000,0.09820,0.00000,0.28097,1.00000e+10
0.295,0.04000,0.09821,0.00000,0.27358,1.00000e+10
0.298,0.04000,0.09821,0.00000,0.26619,1.00000e+10
0.301,0.04000,0.09821,0.00000,0.25880,1.00000e+10
0.307,0.04000,0.09821,0.00000,0.24403,1.00000e+10
0.304,0.04000,0.09821,0.00000,0.25142,1.00000e+10
0.310,0.04000,0.09821,0.00000,0.23664,1.00000e+10
0.313,0.04000,0.09821,0.00000,0.22925,1.00000e+10
0.316,0.04000,0.09822,0.00000,0.22187,1.00000e+10
0.319,0.04000,0.09822,0.00000,0.21448,1.00000e+10
0.322,0.04000,0.09822,0.00000,0.20709,1.00000e+10
0.325,0.04000,0.09822,0.00000,0.19970,1.00000e+10
0.328,0.04000,0.09822,0.00000,0.19232,1.00000e+10
0.331,0.04000,0.09822,0.00000,0.18493,1.00000e+10
0.334,0.04000,0.09822,0.00000,0.17754,1.00000e+10
0.337,0.04000,0.09822,0.00000,0.17016,1.00000e+10
0.340,0.04000,0.09822,0.00000,0.16277,1.00000e+10
0.343,0.04000,0.09822,0.00000,0.15538,1.00000e+10
0.346,0.04000,0.09823,0.00000,0.14799,1.00000e+10
0.349,0.04000,0.09823,0.00000,0.14061,1.00000e+10
0.352,0.04000,0.09823,0.00000,0.13322,1.00000e+10
0.355,0.04000,0.09823,0.00000,0.12583,1.00000e+10
0.358,0.04000,0.09823,0.00000,0.11844,1.00000e+10
0.361,0.04000,0.09823,0.00000,0.11106,1.00000e+10
0.364,0.04000,0.09823,0.00000,0.10367,1.00000e+10
0.367,0.04000,0.09823,0.00000,0.09628,1.00000e+10
0.370,0.04000,0.09823,0.00000,0.08889,1.00000e+10
0.373,0.04000,0.09823,0.00000,0.08151,1.00000e+10
0.376,0.04000,0.09823,0.00000,0.07412,1.00000e+10
0.379,0.04000,0.09823,0.00000,0.06673,1.00000e+10
0.382,0.04000,0.09823,0.00000,0.05934,1.00000e+10
0.160,0.04100,0.09554,0.00000,0.60601,1.00000e+10
0.163,0.04100,0.09558,0.00000,0.59862,1.00000e+10
0.166,0.04100,0.09561,0.00000,0.59123,1.00000e+10
0.169,0.04100,0.09565,0.00000,0.58385,1.00000e+10
0.172,0.04100,0.09568,0.00000,0.57646,1.00000e+10
0.175,0.04100,0.09571,0.00000,0.56907,1.00000e+10
0.178,0.04100,0.09573,0.00000,0.56168,1.00000e+10
0.181,0.04100,0.09576,0.00000,0.55430,1.00000e+10
0.184,0.04100,0.09578,0.00000,0.54691,1.00000e+10
0.187,0.04100,0.09580,0.00000,0.53952,1.00000e+10
0.190,0.04100,0.09582,0.00000,0.53213,1.00000e+10
0.193,0.04100,0.09583,0.00000,0.52475,1.00000e+10
0.196,0.04100,0.09585,0.00000,0.51736,1.00000e+10
0.202,0.04100,0.09588,0.00000,0.50259,1.00000e+10
0.199,0.04100,0.09586,0.00000,0.50997,1.00000e+10
0.205,0.04100,0.09589,0.00000,0.49520,1.00000e+10
0.208,0.04100,0.09590,0.00000,0.48781,1.00000e+10
0.211,0.04100,0.09591,0.00000,0.48042,1.00000e+10
0.214,0.04100,0.09592,0.00000,0.47304,1.00000e+10
0.217,0.04100,0.09593,0.00000,0.46565,1.00000e+10
0.220,0.04100,0.09594,0.00000,0.45826,1.00000e+10
0.223,0.04100,0.09595,0.00000,0.45087,1.00000e+10
0.226,0.04100,0.09595,0.00000,0.44349,1.00000e+10
0.229,0.04100,0.09596,0.00000,0.43610,1.00000e+10
0.232,0.04100,0.09597,0.00000,0.42871,1.00000e+10
0.235,0.04100,0.09597,0.00000,0.42132,1.00000e+10
0.238,0.04100,0.09598,0.00000,0.41394,1.00000e+10
0.241,0.04100,0.09598,0.00000,0.40655,1.00000e+10
0.244,0.04100,0.09599,0.00000,0.39916,1.00000e+10
0.247,0.04100,0.09599,0.00000,0.39178,1.00000e+10
0.250,0.04100,0.09600,0.00000,0.38439,1.00000e+10
0.253,0.04100,0.09600,0.00000,0.37700,1.00000e+10
0.256,0.04100,0.09601,0.00000,0.36961,1.00000e+10
0.259,0.04100,0.09601,0.00000,0.36223,1.00000e+10
0.262,0.04100,0.09601,0.00000,0.35484,1.00000e+10
0.265,0.04100,0.09602,0.00000,0.34745,1.00000e+10
0.268,0.04100,0.09602,0.00000,0.34006,1.00000e+10
0.274,0.04100,0.09603,0.00000,0.32529,1.00000e+10
0.271,0.04100,0.09602,0.00000,0.33268,1.00000e+10
0.277,0.04100,0.09603,0.00000,0.31790,1.00000e+10
0.280,0.04100,0.09603,0.00000,0.31051,1.00000e+10
0.283,0.04100,0.09603,0.00000,0.30313,1.00000e+10
0.286,0.04100,0.09604,0.00000,0.29574,1.00000e+10
0.295,0.04100,0.09604,0.00000,0.27358,1.00000e+10
0.292,0.04100,0.09604,0.00000,0.28097,1.00000e+10
0.298,0.04100,0.09604,0.00000,0.26619,1.00000e+10
0.301,0.04100,0.09604,0.00000,0.25880,1.00000e+10
0.289,0.04100,0.09604,0.00000,0.28835,1.00000e+10
0.304,0.04100,0.09605,0.00000,0.25142,1.00000e+10
0.307,0.04100,0.09605,0.00000,0.24403,1.00000e+10
0.310,0.04100,0.09605,0.00000,0.23664,1.00000e+10
0.313,0.04100,0.09605,0.00000,0.22925,1.00000e+10
0.316,0.04100,0.09605,0.00000,0.22187,1.00000e+10
0.322,0.04100,0.09605,0.00000,0.20709,1.00000e+10
0.319,0.04100,0.09605,0.00000,0.21448,1.00000e+10
0.325,0.04100,0.09606,0.00000,0.19970,1.00000e+10
0.328,0.04100,0.09606,0.00000,0.19232,1.00000e+10
0.331,0.04100,0.09606,0.00000,0.18493,1.00000e+10
0.337,0.04100,0.09606,0.00000,0.17016,1.00000e+10
0.334,0.04100,0.09606,0.00000,0.17754,1.00000e+10
0.340,0.04100,0.09606,0.00000,0.16277,1.00000e+10
0.343,0.04100,0.09606,0.00000,0.15538,1.00000e+10
0.346,0.04100,0.09606,0.00000,0.14799,1.00000e+10
0.349,0.04100,0.09606,0.00000,0.14061,1.00000e+10
0.352,0.04100,0.09606,0.00000,0.13322,1.00000e+10
0.355,0.04100,0.09606,0.00000,0.12583,1.00000e+10
0.358,0.04100,0.09606,0.00000,0.11844,1.00000e+10
0.361,0.04100,0.09606,0.00000,0.11106,1.00000e+10
0.364,0.04100,0.09606,0.00000,0.10367,1.00000e+10
0.370,0.04100,0.09607,0.00000,0.08889,1.00000e+10
0.367,0.04100,0.09606,0.00000,0.09628,1.00000e+10
0.373,0.04100,0.09607,0.00000,0.08151,1.00000e+10
0.379,0.04100,0.09607,0.00000,0.06673,1.00000e+10
0.376,0.04100,0.09607,0.00000,0.07412,1.00000e+10
0.382,0.04100,0.09607,0.00000,0.05934,1.00000e+10
0.163,0.04200,0.09354,0.00000,0.59862,1.00000e+10
0.160,0.04200,0.09350,0.00000,0.60601,1.00000e+10
0.166,0.04200,0.09358,0.00000,0.59123,1.00000e+10
0.169,0.04200,0.09361,0.00000,0.58385,1.00000e+10
0.172,0.04200,0.09364,0.00000,0.57646,1.00000e+10
0.178,0.04200,0.09369,0.00000,0.56168,1.00000e+10
0.175,0.04200,0.09367,0.00000,0.56907,1.00000e+10
0.181,0.04200,0.09372,0.00000,0.55430,1.00000e+10
0.184,0.04200,0.09374,0.00000,0.54691,1.00000e+10
0.187,0.04200,0.09376,0.00000,0.53952,1.00000e+10
0.190,0.04200,0.09378,0.00000,0.53213,1.00000e+10
0.193,0.04200,0.09379,0.00000,0.52475,1.00000e+10
0.196,0.04200,0.09381,0.00000,0.51736,1.00000e+10
0.199,0.04200,0.09382,0.00000,0.50997,1.00000e+10
0.202,0.04200,0.09384,0.00000,0.50259,1.00000e+10
0.205,0.04200,0.09385,0.00000,0.49520,1.00000e+10
0.208,0.04200,0.09386,0.00000,0.48781,1.00000e+10
0.211,0.04200,0.09387,0.00000,0.48042,1.00000e+10
0.214,0.04200,0.09388,0.00000,0.47304,1.00000e+10
0.217,0.04200,0.09389,0.00000,0.46565,1.00000e+10
0.220,0.04200,0.09390,0.00000,0.45826,1.00000e+10
0.223,0.04200,0.09391,0.00000,0.45087,1.00000e+10
0.229,0.04200,0.09392,0.00000,0.43610,1.00000e+10
0.226,0.04200,0.09392,0.00000,0.44349,1.00000e+10
0.232,0.04200,0.09393,0.00000,0.42871,1.00000e+10
0.235,0.04200,0.09393,0.00000,0.42132,1.00000e+10
0.238,0.04200,0.09394,0.00000,0.41394,1.00000e+10
0.241,0.04200,0.09395,0.00000,0.40655,1.00000e+10
0.244,0.04200,0.09395,0.00000,0.39916,1.00000e+10
0.247,0.04200,0.09396,0.00000,0.39178,1.00000e+10
0.250,0.04200,0.09396,0.00000,0.38439,1.00000e+10
0.253,0.04200,0.09396,0.00000,0.37700,1.00000e+10
0.259,0.04200,0.09397,0.00000,0.36223,1.00000e+10
0.265,0.04200,0.09398,0.00000,0.34745,1.00000e+10
0.262,0.04200,0.09398,0.00000,0.35484,1.00000e+10
0.256,0.04200,0.09397,0.00000,0.36961,1.00000e+10
0.268,0.04200,0.09398,0.00000,0.34006,1.00000e+10
0.271,0.04200,0.09398,0.00000,0.33268,1.00000e+10
0.274,0.04200,0.09399,0.00000,0.32529,1.00000e+10
0.277,0.04200,0.09399,0.00000,0.31790,1.00000e+10
0.280,0.04200,0.09399,0.00000,0.31051,1.00000e+10
0.283,0.04200,0.09399,0.00000,0.30313,1.00000e+10
0.286,0.04200,0.09400,0.00000,0.29574,1.00000e+10
0.289,0.04200,0.09400,0.00000,0.28835,1.00000e+10
0.295,0.04200,0.09400,0.00000,0.27358,1.00000e+10
0.292,0.04200,0.09400,0.00000,0.28097,1.00000e+10
0.298,0.04200,0.09400,0.00000,0.26619,1.00000e+10
0.301,0.04200,0.09401,0.00000,0.25880,1.00000e+10
0.304,0.04200,0.09401,0.00000,0.25142,1.00000e+10
0.307,0.04200,0.09401,0.00000,0.24403,1.00000e+10
0.310,0.04200,0.09401,0.00000,0.23664,1.00000e+10
0.313,0.04200,0.09401,0.00000,0.22925,1.00000e+10
0.316,0.04200,0.09401,0.00000,0.22187,1.00000e+10
0.319,0.04200,0.09401,0.00000,0.21448,1.00000e+10
0.325,0.04200,0.09402,0.00000,0.19970,1.00000e+10
0.322,0.04200,0.09401,0.00000,0.20709,1.00000e+10
0.328,0.04200,0.09402,0.00000,0.19232,1.00000e+10
0.331,0.04200,0.09402,0.00000,0.18493,1.00000e+10
0.334,0.04200,0.09402,0.00000,0.17754,1.00000e+10
0.337,0.04200,0.09402,0.00000,0.17016,1.00000e+10
0.340,0.04200,0.09402,0.00000,0.16277,1.00000e+10
0.343,0.04200,0.09402,0.00000,0.15538,1.00000e+10
0.346,0.04200,0.09402,0.00000,0.14799,1.00000e+10
0.349,0.04200,0.09402,0.00000,0.14061,1.00000e+10
0.352,0.04200,0.09402,0.00000,0.13322,1.00000e+10
0.355,0.04200,0.09402,0.00000,0.12583,1.00000e+10
0.358,0.04200,0.09402,0.00000,0.11844,1.00000e+10
0.361,0.04200,0.09402,0.00000,0.11106,1.00000e+10
0.364,0.04200,0.09403,0.00000,0.10367,1.00000e+10
0.367,0.04200,0.09403,0.00000,0.09628,1.00000e+10
0.373,0.04200,0.09403,0.00000,0.08151,1.00000e+10
0.370,0.04200,0.09403,0.00000,0.08889,1.00000e+10
0.376,0.04200,0.09403,0.00000,0.07412,1.00000e+10
0.379,0.04200,0.09403,0.00000,0.06673,1.00000e+10
0.160,0.04300,0.09158,0.00000,0.60601,1.00000e+10
0.382,0.04200,0.09403,0.00000,0.05934,1.00000e+10
0.163,0.04300,0.09162,0.00000,0.59862,1.00000e+10
0.169,0.04300,0.09169,0.00000,0.58385,1.00000e+10
0.166,0.04300,0.09165,0.00000,0.59123,1.00000e+10
0.172,0.04300,0.09172,0.00000,0.57646,1.00000e+10
0.175,0.04300,0.09175,0.00000,0.56907,1.00000e+10
0.181,0.04300,0.09179,0.00000,0.55430,1.00000e+10
0.178,0.04300,0.09177,0.00000,0.56168,1.00000e+10
0.184,0.04300,0.09182,0.00000,0.54691,1.00000e+10
0.187,0.04300,0.09184,0.00000,0.53952,1.00000e+10
0.190,0.04300,0.09185,0.00000,0.53213,1.00000e+10
0.193,0.04300,0.09187,0.00000,0.52475,1.00000e+10
