#f_c,M_sat (M_p),final a_sat (R_H),final e_sat,final e_p, lifetime
0.184,0.00800,0.18400,0.01109,0.54691,3.07900e+09
0.364,0.00775,0.21818,0.01765,0.10367,1.00000e+10
0.187,0.00800,0.18700,0.01159,0.53952,3.44700e+09
0.190,0.00800,0.19000,0.01211,0.53214,3.85200e+09
0.367,0.00775,0.21818,0.01765,0.09628,1.00000e+10
0.370,0.00775,0.21818,0.01765,0.08889,1.00000e+10
0.193,0.00800,0.19300,0.01263,0.52475,4.29900e+09
0.196,0.00800,0.19600,0.01318,0.51736,4.79000e+09
0.373,0.00775,0.21818,0.01765,0.08151,1.00000e+10
0.199,0.00800,0.19900,0.01373,0.50997,5.32900e+09
0.376,0.00775,0.21819,0.01765,0.07412,1.00000e+10
0.379,0.00775,0.21819,0.01765,0.06673,1.00000e+10
0.202,0.00800,0.20200,0.01430,0.50259,5.92000e+09
0.382,0.00775,0.21819,0.01765,0.05934,1.00000e+10
0.205,0.00800,0.20500,0.01489,0.49520,6.56900e+09
0.208,0.00800,0.20800,0.01549,0.48781,7.27800e+09
0.211,0.00800,0.21100,0.01610,0.48042,8.05400e+09
0.214,0.00800,0.21400,0.01673,0.47304,8.90100e+09
0.220,0.00800,0.21759,0.01751,0.45826,1.00000e+10
0.223,0.00800,0.21765,0.01752,0.45087,1.00000e+10
0.217,0.00800,0.21700,0.01738,0.46565,9.82600e+09
0.226,0.00800,0.21771,0.01754,0.44349,1.00000e+10
0.229,0.00800,0.21777,0.01755,0.43610,1.00000e+10
0.232,0.00800,0.21782,0.01756,0.42871,1.00000e+10
0.235,0.00800,0.21787,0.01757,0.42132,1.00000e+10
0.238,0.00800,0.21791,0.01758,0.41394,1.00000e+10
0.241,0.00800,0.21795,0.01759,0.40655,1.00000e+10
0.244,0.00800,0.21799,0.01760,0.39916,1.00000e+10
0.247,0.00800,0.21803,0.01761,0.39178,1.00000e+10
0.250,0.00800,0.21806,0.01761,0.38439,1.00000e+10
0.253,0.00800,0.21810,0.01762,0.37700,1.00000e+10
0.256,0.00800,0.21813,0.01763,0.36961,1.00000e+10
0.259,0.00800,0.21816,0.01763,0.36223,1.00000e+10
0.262,0.00800,0.21818,0.01764,0.35484,1.00000e+10
0.265,0.00800,0.21821,0.01765,0.34745,1.00000e+10
0.268,0.00800,0.21823,0.01765,0.34006,1.00000e+10
0.271,0.00800,0.21826,0.01766,0.33268,1.00000e+10
0.274,0.00800,0.21828,0.01766,0.32529,1.00000e+10
0.277,0.00800,0.21830,0.01767,0.31790,1.00000e+10
0.280,0.00800,0.21832,0.01767,0.31051,1.00000e+10
0.283,0.00800,0.21833,0.01767,0.30313,1.00000e+10
0.286,0.00800,0.21835,0.01768,0.29574,1.00000e+10
0.289,0.00800,0.21837,0.01768,0.28835,1.00000e+10
0.292,0.00800,0.21838,0.01769,0.28097,1.00000e+10
0.295,0.00800,0.21840,0.01769,0.27358,1.00000e+10
0.298,0.00800,0.21841,0.01769,0.26619,1.00000e+10
0.301,0.00800,0.21842,0.01769,0.25880,1.00000e+10
0.304,0.00800,0.21843,0.01770,0.25142,1.00000e+10
0.310,0.00800,0.21846,0.01770,0.23664,1.00000e+10
0.313,0.00800,0.21847,0.01770,0.22925,1.00000e+10
0.307,0.00800,0.21845,0.01770,0.24403,1.00000e+10
0.316,0.00800,0.21848,0.01771,0.22187,1.00000e+10
0.319,0.00800,0.21849,0.01771,0.21448,1.00000e+10
0.322,0.00800,0.21849,0.01771,0.20709,1.00000e+10
0.325,0.00800,0.21850,0.01771,0.19970,1.00000e+10
0.160,0.00825,0.16001,0.00759,0.60601,1.14800e+09
0.328,0.00800,0.21851,0.01771,0.19232,1.00000e+10
0.163,0.00825,0.16301,0.00798,0.59862,1.30500e+09
0.331,0.00800,0.21852,0.01772,0.18493,1.00000e+10
0.166,0.00825,0.16601,0.00838,0.59123,1.48100e+09
0.334,0.00800,0.21852,0.01772,0.17754,1.00000e+10
0.337,0.00800,0.21853,0.01772,0.17016,1.00000e+10
0.169,0.00825,0.16901,0.00880,0.58385,1.67700e+09
0.340,0.00800,0.21854,0.01772,0.16277,1.00000e+10
0.172,0.00825,0.17201,0.00923,0.57646,1.89500e+09
0.346,0.00800,0.21855,0.01772,0.14799,1.00000e+10
0.175,0.00825,0.17501,0.00968,0.56907,2.13700e+09
0.343,0.00800,0.21854,0.01772,0.15538,1.00000e+10
0.349,0.00800,0.21855,0.01772,0.14061,1.00000e+10
0.178,0.00825,0.17800,0.01013,0.56168,2.40500e+09
0.352,0.00800,0.21856,0.01772,0.13322,1.00000e+10
0.355,0.00800,0.21856,0.01773,0.12583,1.00000e+10
0.181,0.00825,0.18101,0.01061,0.55430,2.70300e+09
0.358,0.00800,0.21857,0.01773,0.11844,1.00000e+10
0.184,0.00825,0.18400,0.01109,0.54691,3.03100e+09
0.361,0.00800,0.21857,0.01773,0.11106,1.00000e+10
0.364,0.00800,0.21857,0.01773,0.10367,1.00000e+10
0.187,0.00825,0.18701,0.01159,0.53952,3.39500e+09
0.367,0.00800,0.21858,0.01773,0.09628,1.00000e+10
0.190,0.00825,0.19000,0.01210,0.53214,3.79500e+09
0.370,0.00800,0.21858,0.01773,0.08889,1.00000e+10
0.373,0.00800,0.21858,0.01773,0.08151,1.00000e+10
0.193,0.00825,0.19301,0.01263,0.52475,4.23700e+09
0.196,0.00825,0.19600,0.01317,0.51736,4.72200e+09
0.376,0.00800,0.21858,0.01773,0.07412,1.00000e+10
0.199,0.00825,0.19900,0.01372,0.50997,5.25500e+09
0.379,0.00800,0.21859,0.01773,0.06673,1.00000e+10
0.202,0.00825,0.20200,0.01430,0.50259,5.84100e+09
0.382,0.00800,0.21859,0.01773,0.05934,1.00000e+10
0.205,0.00825,0.20500,0.01488,0.49520,6.48200e+09
0.208,0.00825,0.20800,0.01548,0.48781,7.18500e+09
0.211,0.00825,0.21100,0.01609,0.48042,7.95300e+09
0.214,0.00825,0.21400,0.01672,0.47304,8.79300e+09
0.217,0.00825,0.21700,0.01737,0.46565,9.71000e+09
0.220,0.00825,0.21794,0.01758,0.45826,1.00000e+10
0.226,0.00825,0.21806,0.01760,0.44349,1.00000e+10
0.223,0.00825,0.21801,0.01759,0.45087,1.00000e+10
0.229,0.00825,0.21812,0.01762,0.43610,1.00000e+10
0.232,0.00825,0.21817,0.01763,0.42871,1.00000e+10
0.235,0.00825,0.21822,0.01764,0.42132,1.00000e+10
0.238,0.00825,0.21826,0.01765,0.41394,1.00000e+10
0.241,0.00825,0.21831,0.01766,0.40655,1.00000e+10
0.244,0.00825,0.21834,0.01767,0.39916,1.00000e+10
0.247,0.00825,0.21838,0.01767,0.39178,1.00000e+10
0.253,0.00825,0.21845,0.01769,0.37700,1.00000e+10
0.250,0.00825,0.21842,0.01768,0.38439,1.00000e+10
0.256,0.00825,0.21848,0.01770,0.36961,1.00000e+10
0.259,0.00825,0.21851,0.01770,0.36223,1.00000e+10
0.262,0.00825,0.21854,0.01771,0.35484,1.00000e+10
0.265,0.00825,0.21856,0.01771,0.34745,1.00000e+10
0.268,0.00825,0.21859,0.01772,0.34006,1.00000e+10
0.271,0.00825,0.21861,0.01772,0.33268,1.00000e+10
0.274,0.00825,0.21863,0.01773,0.32529,1.00000e+10
0.280,0.00825,0.21867,0.01774,0.31051,1.00000e+10
0.277,0.00825,0.21865,0.01773,0.31790,1.00000e+10
0.283,0.00825,0.21869,0.01774,0.30313,1.00000e+10
0.286,0.00825,0.21870,0.01775,0.29574,1.00000e+10
0.289,0.00825,0.21872,0.01775,0.28835,1.00000e+10
0.292,0.00825,0.21874,0.01775,0.28097,1.00000e+10
0.295,0.00825,0.21875,0.01776,0.27358,1.00000e+10
0.301,0.00825,0.21878,0.01776,0.25880,1.00000e+10
0.298,0.00825,0.21876,0.01776,0.26619,1.00000e+10
0.304,0.00825,0.21879,0.01777,0.25142,1.00000e+10
0.307,0.00825,0.21880,0.01777,0.24403,1.00000e+10
0.310,0.00825,0.21881,0.01777,0.23664,1.00000e+10
0.313,0.00825,0.21882,0.01777,0.22925,1.00000e+10
0.316,0.00825,0.21883,0.01777,0.22187,1.00000e+10
0.319,0.00825,0.21884,0.01778,0.21448,1.00000e+10
0.325,0.00825,0.21886,0.01778,0.19970,1.00000e+10
0.322,0.00825,0.21885,0.01778,0.20709,1.00000e+10
0.328,0.00825,0.21886,0.01778,0.19232,1.00000e+10
0.160,0.00850,0.16002,0.00758,0.60601,1.12900e+09
0.331,0.00825,0.21887,0.01778,0.18493,1.00000e+10
0.163,0.00850,0.16302,0.00798,0.59862,1.28400e+09
0.334,0.00825,0.21888,0.01779,0.17754,1.00000e+10
0.337,0.00825,0.21888,0.01779,0.17016,1.00000e+10
0.166,0.00850,0.16601,0.00838,0.59123,1.45700e+09
0.340,0.00825,0.21889,0.01779,0.16277,1.00000e+10
0.169,0.00850,0.16901,0.00880,0.58385,1.65000e+09
0.343,0.00825,0.21890,0.01779,0.15538,1.00000e+10
0.346,0.00825,0.21890,0.01779,0.14799,1.00000e+10
0.349,0.00825,0.21891,0.01779,0.14061,1.00000e+10
0.172,0.00850,0.17201,0.00923,0.57646,1.86500e+09
0.352,0.00825,0.21891,0.01779,0.13322,1.00000e+10
0.175,0.00850,0.17500,0.00967,0.56907,2.10400e+09
0.355,0.00825,0.21892,0.01779,0.12583,1.00000e+10
0.358,0.00825,0.21892,0.01780,0.11844,1.00000e+10
0.178,0.00850,0.17800,0.01013,0.56168,2.36900e+09
0.181,0.00850,0.18100,0.01060,0.55430,2.66300e+09
0.361,0.00825,0.21892,0.01780,0.11106,1.00000e+10
0.184,0.00850,0.18400,0.01108,0.54691,2.98800e+09
0.364,0.00825,0.21893,0.01780,0.10367,1.00000e+10
0.367,0.00825,0.21893,0.01780,0.09628,1.00000e+10
0.187,0.00850,0.18700,0.01158,0.53952,3.34700e+09
0.370,0.00825,0.21893,0.01780,0.08889,1.00000e+10
0.190,0.00850,0.19001,0.01210,0.53214,3.74400e+09
0.373,0.00825,0.21894,0.01780,0.08151,1.00000e+10
0.193,0.00850,0.19300,0.01262,0.52475,4.18000e+09
0.196,0.00850,0.19600,0.01316,0.51736,4.66100e+09
0.376,0.00825,0.21894,0.01780,0.07412,1.00000e+10
0.199,0.00850,0.19900,0.01372,0.50997,5.18900e+09
0.379,0.00825,0.21894,0.01780,0.06673,1.00000e+10
0.202,0.00850,0.20200,0.01429,0.50259,5.76900e+09
0.205,0.00850,0.20500,0.01487,0.49520,6.40500e+09
0.208,0.00850,0.20800,0.01547,0.48781,7.10200e+09
0.382,0.00825,0.21894,0.01780,0.05934,1.00000e+10
0.211,0.00850,0.21100,0.01609,0.48042,7.86400e+09
0.214,0.00850,0.21400,0.01672,0.47304,8.69800e+09
0.217,0.00850,0.21700,0.01736,0.46565,9.60800e+09
0.220,0.00850,0.21825,0.01763,0.45826,1.00000e+10
0.223,0.00850,0.21831,0.01765,0.45087,1.00000e+10
0.226,0.00850,0.21837,0.01766,0.44349,1.00000e+10
0.229,0.00850,0.21843,0.01767,0.43610,1.00000e+10
0.232,0.00850,0.21848,0.01768,0.42871,1.00000e+10
0.235,0.00850,0.21853,0.01770,0.42132,1.00000e+10
0.238,0.00850,0.21857,0.01771,0.41394,1.00000e+10
0.241,0.00850,0.21862,0.01772,0.40655,1.00000e+10
0.244,0.00850,0.21865,0.01772,0.39916,1.00000e+10
0.247,0.00850,0.21869,0.01773,0.39178,1.00000e+10
0.250,0.00850,0.21873,0.01774,0.38439,1.00000e+10
0.253,0.00850,0.21876,0.01775,0.37700,1.00000e+10
0.256,0.00850,0.21879,0.01775,0.36961,1.00000e+10
0.259,0.00850,0.21882,0.01776,0.36223,1.00000e+10
0.268,0.00850,0.21890,0.01778,0.34006,1.00000e+10
0.265,0.00850,0.21887,0.01777,0.34745,1.00000e+10
0.271,0.00850,0.21892,0.01778,0.33268,1.00000e+10
0.262,0.00850,0.21885,0.01777,0.35484,1.00000e+10
0.274,0.00850,0.21894,0.01779,0.32529,1.00000e+10
0.277,0.00850,0.21896,0.01779,0.31790,1.00000e+10
0.280,0.00850,0.21898,0.01780,0.31051,1.00000e+10
0.283,0.00850,0.21900,0.01780,0.30313,1.00000e+10
0.286,0.00850,0.21901,0.01781,0.29574,1.00000e+10
0.289,0.00850,0.21903,0.01781,0.28835,1.00000e+10
0.292,0.00850,0.21905,0.01781,0.28097,1.00000e+10
0.295,0.00850,0.21906,0.01782,0.27358,1.00000e+10
0.298,0.00850,0.21907,0.01782,0.26619,1.00000e+10
0.301,0.00850,0.21909,0.01782,0.25880,1.00000e+10
0.304,0.00850,0.21910,0.01782,0.25142,1.00000e+10
0.307,0.00850,0.21911,0.01783,0.24403,1.00000e+10
0.310,0.00850,0.21912,0.01783,0.23664,1.00000e+10
0.313,0.00850,0.21913,0.01783,0.22925,1.00000e+10
0.316,0.00850,0.21914,0.01783,0.22187,1.00000e+10
0.319,0.00850,0.21915,0.01784,0.21448,1.00000e+10
0.322,0.00850,0.21916,0.01784,0.20709,1.00000e+10
0.160,0.00875,0.16002,0.00758,0.60601,1.11100e+09
0.325,0.00850,0.21917,0.01784,0.19970,1.00000e+10
0.328,0.00850,0.21917,0.01784,0.19232,1.00000e+10
0.163,0.00875,0.16301,0.00797,0.59862,1.26400e+09
0.166,0.00875,0.16601,0.00838,0.59123,1.43500e+09
0.331,0.00850,0.21918,0.01784,0.18493,1.00000e+10
0.334,0.00850,0.21919,0.01784,0.17754,1.00000e+10
0.337,0.00850,0.21919,0.01785,0.17016,1.00000e+10
0.169,0.00875,0.16901,0.00879,0.58385,1.62600e+09
0.340,0.00850,0.21920,0.01785,0.16277,1.00000e+10
0.172,0.00875,0.17200,0.00922,0.57646,1.83800e+09
0.343,0.00850,0.21921,0.01785,0.15538,1.00000e+10
0.346,0.00850,0.21921,0.01785,0.14799,1.00000e+10
0.175,0.00875,0.17500,0.00967,0.56907,2.07400e+09
0.349,0.00850,0.21922,0.01785,0.14061,1.00000e+10
0.178,0.00875,0.17801,0.01013,0.56168,2.33700e+09
0.352,0.00850,0.21922,0.01785,0.13322,1.00000e+10
0.181,0.00875,0.18100,0.01059,0.55430,2.62700e+09
0.358,0.00850,0.21923,0.01785,0.11844,1.00000e+10
0.184,0.00875,0.18400,0.01108,0.54691,2.94900e+09
0.361,0.00850,0.21923,0.01785,0.11106,1.00000e+10
0.355,0.00850,0.21923,0.01785,0.12583,1.00000e+10
0.187,0.00875,0.18701,0.01158,0.53952,3.30500e+09
0.364,0.00850,0.21924,0.01786,0.10367,1.00000e+10
0.367,0.00850,0.21924,0.01786,0.09628,1.00000e+10
0.190,0.00875,0.19000,0.01209,0.53214,3.69700e+09
0.370,0.00850,0.21924,0.01786,0.08889,1.00000e+10
0.193,0.00875,0.19300,0.01262,0.52475,4.13000e+09
0.373,0.00850,0.21925,0.01786,0.08151,1.00000e+10
0.196,0.00875,0.19600,0.01316,0.51736,4.60600e+09
0.376,0.00850,0.21925,0.01786,0.07412,1.00000e+10
0.199,0.00875,0.19900,0.01371,0.50997,5.13000e+09
0.379,0.00850,0.21925,0.01786,0.06673,1.00000e+10
0.202,0.00875,0.20200,0.01428,0.50259,5.70600e+09
0.382,0.00850,0.21925,0.01786,0.05934,1.00000e+10
0.205,0.00875,0.20500,0.01486,0.49520,6.33700e+09
0.208,0.00875,0.20800,0.01546,0.48781,7.02900e+09
0.211,0.00875,0.21100,0.01608,0.48042,7.78600e+09
0.214,0.00875,0.21400,0.01671,0.47304,8.61500e+09
0.217,0.00875,0.21700,0.01735,0.46565,9.52100e+09
0.220,0.00875,0.21852,0.01768,0.45826,1.00000e+10
0.226,0.00875,0.21864,0.01771,0.44349,1.00000e+10
0.223,0.00875,0.21858,0.01770,0.45087,1.00000e+10
0.229,0.00875,0.21870,0.01772,0.43610,1.00000e+10
0.232,0.00875,0.21875,0.01773,0.42871,1.00000e+10
0.235,0.00875,0.21880,0.01774,0.42132,1.00000e+10
0.238,0.00875,0.21884,0.01775,0.41394,1.00000e+10
0.244,0.00875,0.21892,0.01777,0.39916,1.00000e+10
0.241,0.00875,0.21888,0.01776,0.40655,1.00000e+10
0.247,0.00875,0.21896,0.01778,0.39178,1.00000e+10
0.250,0.00875,0.21899,0.01779,0.38439,1.00000e+10
0.253,0.00875,0.21903,0.01780,0.37700,1.00000e+10
0.256,0.00875,0.21906,0.01780,0.36961,1.00000e+10
0.259,0.00875,0.21909,0.01781,0.36223,1.00000e+10
0.262,0.00875,0.21911,0.01782,0.35484,1.00000e+10
0.265,0.00875,0.21914,0.01782,0.34745,1.00000e+10
0.268,0.00875,0.21916,0.01783,0.34006,1.00000e+10
0.271,0.00875,0.21919,0.01783,0.33268,1.00000e+10
0.274,0.00875,0.21921,0.01784,0.32529,1.00000e+10
0.277,0.00875,0.21923,0.01784,0.31790,1.00000e+10
0.280,0.00875,0.21925,0.01785,0.31051,1.00000e+10
0.283,0.00875,0.21927,0.01785,0.30313,1.00000e+10
0.286,0.00875,0.21928,0.01785,0.29574,1.00000e+10
0.289,0.00875,0.21930,0.01786,0.28835,1.00000e+10
0.292,0.00875,0.21931,0.01786,0.28097,1.00000e+10
0.295,0.00875,0.21933,0.01786,0.27358,1.00000e+10
0.298,0.00875,0.21934,0.01787,0.26619,1.00000e+10
0.301,0.00875,0.21935,0.01787,0.25880,1.00000e+10
0.304,0.00875,0.21937,0.01787,0.25142,1.00000e+10
0.307,0.00875,0.21938,0.01788,0.24403,1.00000e+10
0.310,0.00875,0.21939,0.01788,0.23664,1.00000e+10
0.313,0.00875,0.21940,0.01788,0.22925,1.00000e+10
0.316,0.00875,0.21941,0.01788,0.22187,1.00000e+10
0.319,0.00875,0.21942,0.01788,0.21448,1.00000e+10
0.322,0.00875,0.21943,0.01789,0.20709,1.00000e+10
0.325,0.00875,0.21944,0.01789,0.19970,1.00000e+10
0.328,0.00875,0.21944,0.01789,0.19232,1.00000e+10
0.160,0.00900,0.16000,0.00758,0.60601,1.09400e+09
0.331,0.00875,0.21945,0.01789,0.18493,1.00000e+10
0.163,0.00900,0.16302,0.00797,0.59862,1.24600e+09
0.334,0.00875,0.21946,0.01789,0.17754,1.00000e+10
0.337,0.00875,0.21946,0.01789,0.17016,1.00000e+10
0.340,0.00875,0.21947,0.01790,0.16277,1.00000e+10
0.166,0.00900,0.16601,0.00837,0.59123,1.41500e+09
0.343,0.00875,0.21948,0.01790,0.15538,1.00000e+10
0.169,0.00900,0.16900,0.00879,0.58385,1.60300e+09
0.346,0.00875,0.21948,0.01790,0.14799,1.00000e+10
0.172,0.00900,0.17200,0.00922,0.57646,1.81300e+09
0.349,0.00875,0.21949,0.01790,0.14061,1.00000e+10
0.175,0.00900,0.17500,0.00966,0.56907,2.04700e+09
0.352,0.00875,0.21949,0.01790,0.13322,1.00000e+10
0.178,0.00900,0.17801,0.01012,0.56168,2.30700e+09
0.355,0.00875,0.21949,0.01790,0.12583,1.00000e+10
0.358,0.00875,0.21950,0.01790,0.11844,1.00000e+10
0.181,0.00900,0.18101,0.01059,0.55430,2.59500e+09
0.361,0.00875,0.21950,0.01790,0.11106,1.00000e+10
0.184,0.00900,0.18401,0.01107,0.54691,2.91400e+09
0.364,0.00875,0.21951,0.01790,0.10367,1.00000e+10
0.367,0.00875,0.21951,0.01791,0.09628,1.00000e+10
0.187,0.00900,0.18700,0.01157,0.53952,3.26600e+09
0.370,0.00875,0.21951,0.01791,0.08889,1.00000e+10
0.373,0.00875,0.21951,0.01791,0.08151,1.00000e+10
0.190,0.00900,0.19000,0.01208,0.53214,3.65500e+09
0.193,0.00900,0.19301,0.01261,0.52475,4.08500e+09
0.376,0.00875,0.21952,0.01791,0.07412,1.00000e+10
0.196,0.00900,0.19601,0.01315,0.51736,4.55800e+09
0.379,0.00875,0.21952,0.01791,0.06673,1.00000e+10
0.199,0.00900,0.19900,0.01370,0.50997,5.07800e+09
0.202,0.00900,0.20200,0.01427,0.50259,5.64900e+09
0.382,0.00875,0.21952,0.01791,0.05934,1.00000e+10
0.205,0.00900,0.20500,0.01486,0.49520,6.27700e+09
0.208,0.00900,0.20800,0.01545,0.48781,6.96500e+09
0.211,0.00900,0.21100,0.01607,0.48042,7.71900e+09
0.214,0.00900,0.21400,0.01670,0.47304,8.54400e+09
0.217,0.00900,0.21700,0.01734,0.46565,9.44600e+09
0.220,0.00900,0.21875,0.01772,0.45826,1.00000e+10
0.223,0.00900,0.21881,0.01774,0.45087,1.00000e+10
0.226,0.00900,0.21887,0.01775,0.44349,1.00000e+10
0.229,0.00900,0.21892,0.01776,0.43610,1.00000e+10
0.235,0.00900,0.21902,0.01778,0.42132,1.00000e+10
0.232,0.00900,0.21898,0.01777,0.42871,1.00000e+10
0.238,0.00900,0.21907,0.01779,0.41394,1.00000e+10
0.241,0.00900,0.21911,0.01780,0.40655,1.00000e+10
0.244,0.00900,0.21915,0.01781,0.39916,1.00000e+10
0.247,0.00900,0.21919,0.01782,0.39178,1.00000e+10
0.250,0.00900,0.21922,0.01783,0.38439,1.00000e+10
0.253,0.00900,0.21926,0.01784,0.37700,1.00000e+10
0.256,0.00900,0.21929,0.01784,0.36961,1.00000e+10
0.262,0.00900,0.21934,0.01786,0.35484,1.00000e+10
0.259,0.00900,0.21931,0.01785,0.36223,1.00000e+10
0.271,0.00900,0.21941,0.01787,0.33268,1.00000e+10
0.268,0.00900,0.21939,0.01787,0.34006,1.00000e+10
0.265,0.00900,0.21937,0.01786,0.34745,1.00000e+10
0.274,0.00900,0.21944,0.01788,0.32529,1.00000e+10
0.277,0.00900,0.21946,0.01788,0.31790,1.00000e+10
0.280,0.00900,0.21948,0.01789,0.31051,1.00000e+10
0.286,0.00900,0.21951,0.01789,0.29574,1.00000e+10
0.283,0.00900,0.21949,0.01789,0.30313,1.00000e+10
0.289,0.00900,0.21953,0.01790,0.28835,1.00000e+10
0.292,0.00900,0.21954,0.01790,0.28097,1.00000e+10
0.295,0.00900,0.21956,0.01790,0.27358,1.00000e+10
0.298,0.00900,0.21957,0.01791,0.26619,1.00000e+10
0.301,0.00900,0.21958,0.01791,0.25880,1.00000e+10
0.304,0.00900,0.21959,0.01791,0.25142,1.00000e+10
0.307,0.00900,0.21961,0.01792,0.24403,1.00000e+10
0.310,0.00900,0.21962,0.01792,0.23664,1.00000e+10
0.313,0.00900,0.21963,0.01792,0.22925,1.00000e+10
0.316,0.00900,0.21964,0.01792,0.22187,1.00000e+10
0.319,0.00900,0.21965,0.01792,0.21448,1.00000e+10
0.160,0.00925,0.16000,0.00757,0.60601,1.07900e+09
0.322,0.00900,0.21966,0.01793,0.20709,1.00000e+10
0.325,0.00900,0.21966,0.01793,0.19970,1.00000e+10
0.328,0.00900,0.21967,0.01793,0.19232,1.00000e+10
0.331,0.00900,0.21968,0.01793,0.18493,1.00000e+10
0.163,0.00925,0.16301,0.00796,0.59862,1.22900e+09
0.166,0.00925,0.16601,0.00837,0.59123,1.39600e+09
0.334,0.00900,0.21969,0.01793,0.17754,1.00000e+10
0.337,0.00900,0.21969,0.01793,0.17016,1.00000e+10
0.340,0.00900,0.21970,0.01794,0.16277,1.00000e+10
0.169,0.00925,0.16901,0.00879,0.58385,1.58300e+09
0.343,0.00900,0.21970,0.01794,0.15538,1.00000e+10
0.346,0.00900,0.21971,0.01794,0.14799,1.00000e+10
0.172,0.00925,0.17201,0.00922,0.57646,1.79100e+09
0.175,0.00925,0.17501,0.00966,0.56907,2.02300e+09
0.178,0.00925,0.17801,0.01012,0.56168,2.28000e+09
0.349,0.00900,0.21971,0.01794,0.14061,1.00000e+10
0.352,0.00900,0.21972,0.01794,0.13322,1.00000e+10
0.358,0.00900,0.21973,0.01794,0.11844,1.00000e+10
0.181,0.00925,0.18100,0.01058,0.55430,2.56500e+09
0.355,0.00900,0.21972,0.01794,0.12583,1.00000e+10
0.184,0.00925,0.18401,0.01107,0.54691,2.88200e+09
0.361,0.00900,0.21973,0.01794,0.11106,1.00000e+10
0.364,0.00900,0.21973,0.01794,0.10367,1.00000e+10
0.187,0.00925,0.18700,0.01156,0.53952,3.23100e+09
0.367,0.00900,0.21974,0.01795,0.09628,1.00000e+10
0.370,0.00900,0.21974,0.01795,0.08889,1.00000e+10
0.190,0.00925,0.19000,0.01208,0.53214,3.61800e+09
0.373,0.00900,0.21974,0.01795,0.08151,1.00000e+10
0.193,0.00925,0.19300,0.01260,0.52475,4.04400e+09
0.196,0.00925,0.19600,0.01314,0.51736,4.51400e+09
0.376,0.00900,0.21975,0.01795,0.07412,1.00000e+10
0.379,0.00900,0.21975,0.01795,0.06673,1.00000e+10
0.199,0.00925,0.19900,0.01370,0.50997,5.03200e+09
0.202,0.00925,0.20200,0.01426,0.50259,5.60000e+09
0.382,0.00900,0.21975,0.01795,0.05934,1.00000e+10
0.205,0.00925,0.20500,0.01485,0.49520,6.22500e+09
0.208,0.00925,0.20800,0.01544,0.48781,6.91000e+09
0.211,0.00925,0.21100,0.01606,0.48042,7.66100e+09
0.214,0.00925,0.21400,0.01669,0.47304,8.48400e+09
0.217,0.00925,0.21700,0.01733,0.46565,9.38300e+09
0.220,0.00925,0.21894,0.01775,0.45826,1.00000e+10
0.223,0.00925,0.21900,0.01777,0.45087,1.00000e+10
0.226,0.00925,0.21906,0.01778,0.44349,1.00000e+10
0.232,0.00925,0.21916,0.01780,0.42871,1.00000e+10
0.229,0.00925,0.21911,0.01779,0.43610,1.00000e+10
0.235,0.00925,0.21921,0.01781,0.42132,1.00000e+10
0.238,0.00925,0.21926,0.01782,0.41394,1.00000e+10
0.244,0.00925,0.21934,0.01784,0.39916,1.00000e+10
0.247,0.00925,0.21938,0.01785,0.39178,1.00000e+10
0.250,0.00925,0.21941,0.01786,0.38439,1.00000e+10
0.241,0.00925,0.21930,0.01783,0.40655,1.00000e+10
0.253,0.00925,0.21944,0.01787,0.37700,1.00000e+10
0.256,0.00925,0.21947,0.01787,0.36961,1.00000e+10
0.259,0.00925,0.21950,0.01788,0.36223,1.00000e+10
0.262,0.00925,0.21953,0.01789,0.35484,1.00000e+10
0.268,0.00925,0.21958,0.01790,0.34006,1.00000e+10
0.265,0.00925,0.21956,0.01789,0.34745,1.00000e+10
0.271,0.00925,0.21960,0.01790,0.33268,1.00000e+10
0.274,0.00925,0.21962,0.01791,0.32529,1.00000e+10
0.277,0.00925,0.21964,0.01791,0.31790,1.00000e+10
0.280,0.00925,0.21966,0.01792,0.31051,1.00000e+10
0.283,0.00925,0.21968,0.01792,0.30313,1.00000e+10
0.286,0.00925,0.21970,0.01792,0.29574,1.00000e+10
0.289,0.00925,0.21972,0.01793,0.28835,1.00000e+10
0.292,0.00925,0.21973,0.01793,0.28097,1.00000e+10
0.295,0.00925,0.21974,0.01794,0.27358,1.00000e+10
0.298,0.00925,0.21976,0.01794,0.26619,1.00000e+10
0.301,0.00925,0.21977,0.01794,0.25880,1.00000e+10
0.304,0.00925,0.21978,0.01794,0.25142,1.00000e+10
0.307,0.00925,0.21979,0.01795,0.24403,1.00000e+10
0.160,0.00950,0.16000,0.00757,0.60601,1.06500e+09
0.310,0.00925,0.21981,0.01795,0.23664,1.00000e+10
0.313,0.00925,0.21982,0.01795,0.22925,1.00000e+10
0.316,0.00925,0.21983,0.01795,0.22187,1.00000e+10
0.319,0.00925,0.21983,0.01796,0.21448,1.00000e+10
0.322,0.00925,0.21984,0.01796,0.20709,1.00000e+10
0.325,0.00925,0.21985,0.01796,0.19970,1.00000e+10
0.163,0.00950,0.16300,0.00796,0.59862,1.21300e+09
0.328,0.00925,0.21986,0.01796,0.19232,1.00000e+10
0.331,0.00925,0.21987,0.01796,0.18493,1.00000e+10
0.166,0.00950,0.16601,0.00836,0.59123,1.37900e+09
0.337,0.00925,0.21988,0.01797,0.17016,1.00000e+10
