#f_c,M_sat (M_p),final a_sat (R_H),final e_sat,final e_p, lifetime
0.193,0.00525,0.19306,0.00322,0.52475,1.90000e+08
0.196,0.00525,0.19608,0.00336,0.51736,2.11000e+08
0.199,0.00525,0.19911,0.00350,0.50997,2.34000e+08
0.319,0.00500,0.31901,0.01262,0.21448,6.40900e+09
0.322,0.00500,0.32200,0.01294,0.20709,6.87200e+09
0.202,0.00525,0.20202,0.00364,0.50259,2.58000e+08
0.205,0.00525,0.20502,0.00379,0.49520,2.85000e+08
0.208,0.00525,0.20808,0.00395,0.48781,3.15000e+08
0.325,0.00500,0.32501,0.01327,0.19970,7.36900e+09
0.211,0.00525,0.21108,0.00410,0.48042,3.47000e+08
0.214,0.00525,0.21401,0.00426,0.47304,3.81000e+08
0.217,0.00525,0.21704,0.00443,0.46565,4.19000e+08
0.220,0.00525,0.22005,0.00459,0.45826,4.60000e+08
0.328,0.00500,0.32800,0.01361,0.19232,7.90000e+09
0.223,0.00525,0.22303,0.00477,0.45087,5.04000e+08
0.226,0.00525,0.22604,0.00494,0.44349,5.52000e+08
0.229,0.00525,0.22905,0.00512,0.43610,6.04000e+08
0.232,0.00525,0.23201,0.00530,0.42871,6.59000e+08
0.235,0.00525,0.23504,0.00549,0.42132,7.20000e+08
0.331,0.00500,0.33100,0.01395,0.18493,8.46900e+09
0.238,0.00525,0.23804,0.00569,0.41394,7.85000e+08
0.241,0.00525,0.24103,0.00588,0.40655,8.55000e+08
0.244,0.00525,0.24401,0.00608,0.39916,9.30000e+08
0.247,0.00525,0.24700,0.00629,0.39178,1.01100e+09
0.334,0.00500,0.33400,0.01430,0.17754,9.07900e+09
0.250,0.00525,0.25002,0.00650,0.38439,1.09900e+09
0.253,0.00525,0.25303,0.00671,0.37700,1.19300e+09
0.256,0.00525,0.25600,0.00693,0.36961,1.29300e+09
0.259,0.00525,0.25902,0.00716,0.36223,1.40200e+09
0.337,0.00500,0.33700,0.01465,0.17016,9.73400e+09
0.262,0.00525,0.26202,0.00738,0.35484,1.51800e+09
0.265,0.00525,0.26501,0.00761,0.34745,1.64200e+09
0.340,0.00500,0.33827,0.01480,0.16277,1.00000e+10
0.346,0.00500,0.33860,0.01484,0.14799,1.00000e+10
0.268,0.00525,0.26802,0.00785,0.34006,1.77600e+09
0.343,0.00500,0.33844,0.01482,0.15538,1.00000e+10
0.349,0.00500,0.33875,0.01486,0.14061,1.00000e+10
0.352,0.00500,0.33889,0.01487,0.13322,1.00000e+10
0.355,0.00500,0.33902,0.01489,0.12583,1.00000e+10
0.271,0.00525,0.27102,0.00809,0.33268,1.91900e+09
0.361,0.00500,0.33926,0.01492,0.11106,1.00000e+10
0.358,0.00500,0.33914,0.01491,0.11844,1.00000e+10
0.274,0.00525,0.27402,0.00834,0.32529,2.07200e+09
0.364,0.00500,0.33936,0.01493,0.10367,1.00000e+10
0.367,0.00500,0.33946,0.01494,0.09628,1.00000e+10
0.277,0.00525,0.27700,0.00859,0.31790,2.23500e+09
0.370,0.00500,0.33955,0.01496,0.08889,1.00000e+10
0.373,0.00500,0.33963,0.01497,0.08151,1.00000e+10
0.280,0.00525,0.28001,0.00884,0.31051,2.41100e+09
0.376,0.00500,0.33970,0.01497,0.07412,1.00000e+10
0.283,0.00525,0.28301,0.00910,0.30313,2.59800e+09
0.286,0.00525,0.28601,0.00937,0.29574,2.79900e+09
0.379,0.00500,0.33977,0.01498,0.06673,1.00000e+10
0.289,0.00525,0.28901,0.00964,0.28835,3.01300e+09
0.382,0.00500,0.33983,0.01499,0.05935,1.00000e+10
0.292,0.00525,0.29201,0.00991,0.28097,3.24200e+09
0.295,0.00525,0.29501,0.01019,0.27358,3.48700e+09
0.298,0.00525,0.29800,0.01048,0.26619,3.74800e+09
0.301,0.00525,0.30101,0.01077,0.25880,4.02800e+09
0.304,0.00525,0.30400,0.01106,0.25142,4.32600e+09
0.160,0.00550,0.16028,0.00195,0.60601,5.20000e+07
0.307,0.00525,0.30701,0.01136,0.24403,4.64500e+09
0.163,0.00550,0.16330,0.00205,0.59862,5.90000e+07
0.310,0.00525,0.31000,0.01167,0.23664,4.98500e+09
0.166,0.00550,0.16603,0.00214,0.59123,6.60000e+07
0.169,0.00550,0.16920,0.00225,0.58385,7.50000e+07
0.313,0.00525,0.31300,0.01198,0.22925,5.34900e+09
0.172,0.00550,0.17207,0.00236,0.57646,8.40000e+07
0.175,0.00550,0.17523,0.00248,0.56907,9.50000e+07
0.316,0.00525,0.31600,0.01229,0.22187,5.73800e+09
0.178,0.00550,0.17810,0.00259,0.56168,1.06000e+08
0.181,0.00550,0.18118,0.00271,0.55430,1.19000e+08
0.184,0.00550,0.18419,0.00284,0.54691,1.33000e+08
0.319,0.00525,0.31901,0.01261,0.21448,6.15400e+09
0.187,0.00550,0.18714,0.00296,0.53952,1.48000e+08
0.190,0.00550,0.19001,0.00309,0.53214,1.64000e+08
0.193,0.00550,0.19312,0.00322,0.52475,1.83000e+08
0.196,0.00550,0.19611,0.00336,0.51736,2.03000e+08
0.322,0.00525,0.32200,0.01294,0.20709,6.59800e+09
0.199,0.00550,0.19912,0.00350,0.50997,2.25000e+08
0.202,0.00550,0.20201,0.00364,0.50259,2.48000e+08
0.205,0.00550,0.20502,0.00379,0.49520,2.74000e+08
0.208,0.00550,0.20809,0.00395,0.48781,3.03000e+08
0.325,0.00525,0.32500,0.01327,0.19970,7.07300e+09
0.211,0.00550,0.21101,0.00410,0.48042,3.33000e+08
0.214,0.00550,0.21406,0.00426,0.47304,3.67000e+08
0.217,0.00550,0.21704,0.00442,0.46565,4.03000e+08
0.220,0.00550,0.22001,0.00459,0.45826,4.42000e+08
0.328,0.00525,0.32800,0.01360,0.19232,7.58200e+09
0.223,0.00550,0.22304,0.00476,0.45087,4.85000e+08
0.226,0.00550,0.22603,0.00494,0.44349,5.31000e+08
0.229,0.00550,0.22904,0.00512,0.43610,5.81000e+08
0.232,0.00550,0.23205,0.00531,0.42871,6.35000e+08
0.331,0.00525,0.33100,0.01395,0.18493,8.12700e+09
0.235,0.00550,0.23504,0.00549,0.42132,6.93000e+08
0.238,0.00550,0.23801,0.00568,0.41394,7.55000e+08
0.241,0.00550,0.24103,0.00588,0.40655,8.23000e+08
0.244,0.00550,0.24404,0.00608,0.39916,8.96000e+08
0.334,0.00525,0.33400,0.01429,0.17754,8.71100e+09
0.247,0.00550,0.24703,0.00629,0.39178,9.74000e+08
0.250,0.00550,0.25002,0.00650,0.38439,1.05800e+09
0.253,0.00550,0.25300,0.00671,0.37700,1.14800e+09
0.337,0.00525,0.33700,0.01464,0.17016,9.33700e+09
0.256,0.00550,0.25603,0.00693,0.36961,1.24600e+09
0.259,0.00550,0.25902,0.00715,0.36223,1.35000e+09
0.262,0.00550,0.26202,0.00738,0.35484,1.46200e+09
0.265,0.00550,0.26502,0.00761,0.34745,1.58200e+09
0.343,0.00525,0.34013,0.01502,0.15538,1.00000e+10
0.340,0.00525,0.33996,0.01500,0.16277,1.00000e+10
0.268,0.00550,0.26800,0.00785,0.34006,1.71000e+09
0.346,0.00525,0.34030,0.01504,0.14799,1.00000e+10
0.349,0.00525,0.34045,0.01506,0.14061,1.00000e+10
0.352,0.00525,0.34059,0.01507,0.13322,1.00000e+10
0.271,0.00550,0.27101,0.00809,0.33268,1.84800e+09
0.355,0.00525,0.34072,0.01509,0.12583,1.00000e+10
0.274,0.00550,0.27402,0.00834,0.32529,1.99600e+09
0.361,0.00525,0.34096,0.01512,0.11106,1.00000e+10
0.358,0.00525,0.34084,0.01510,0.11844,1.00000e+10
0.364,0.00525,0.34106,0.01513,0.10367,1.00000e+10
0.277,0.00550,0.27702,0.00859,0.31790,2.15400e+09
0.280,0.00550,0.28000,0.00884,0.31051,2.32200e+09
0.367,0.00525,0.34116,0.01514,0.09628,1.00000e+10
0.370,0.00525,0.34125,0.01515,0.08889,1.00000e+10
0.373,0.00525,0.34133,0.01516,0.08151,1.00000e+10
0.283,0.00550,0.28301,0.00910,0.30313,2.50300e+09
0.376,0.00525,0.34141,0.01517,0.07412,1.00000e+10
0.286,0.00550,0.28600,0.00937,0.29574,2.69600e+09
0.379,0.00525,0.34147,0.01518,0.06673,1.00000e+10
0.289,0.00550,0.28901,0.00964,0.28835,2.90300e+09
0.292,0.00550,0.29201,0.00991,0.28097,3.12400e+09
0.295,0.00550,0.29500,0.01019,0.27358,3.35900e+09
0.298,0.00550,0.29800,0.01047,0.26619,3.61100e+09
0.382,0.00525,0.34153,0.01519,0.05935,1.00000e+10
0.301,0.00550,0.30100,0.01076,0.25880,3.88000e+09
0.304,0.00550,0.30401,0.01106,0.25142,4.16800e+09
0.160,0.00575,0.16029,0.00195,0.60601,5.00000e+07
0.307,0.00550,0.30701,0.01136,0.24403,4.47500e+09
0.163,0.00575,0.16341,0.00205,0.59862,5.70000e+07
0.310,0.00550,0.31001,0.01166,0.23664,4.80300e+09
0.166,0.00575,0.16623,0.00215,0.59123,6.40000e+07
0.313,0.00550,0.31300,0.01197,0.22925,5.15300e+09
0.169,0.00575,0.16915,0.00225,0.58385,7.20000e+07
0.172,0.00575,0.17212,0.00236,0.57646,8.10000e+07
0.175,0.00575,0.17511,0.00247,0.56907,9.10000e+07
0.178,0.00575,0.17810,0.00259,0.56168,1.02000e+08
0.316,0.00550,0.31600,0.01229,0.22187,5.52700e+09
0.181,0.00575,0.18106,0.00271,0.55430,1.14000e+08
0.184,0.00575,0.18419,0.00284,0.54691,1.28000e+08
0.187,0.00575,0.18704,0.00296,0.53952,1.42000e+08
0.319,0.00550,0.31900,0.01261,0.21448,5.92700e+09
0.190,0.00575,0.19002,0.00309,0.53214,1.58000e+08
0.193,0.00575,0.19308,0.00322,0.52475,1.76000e+08
0.196,0.00575,0.19603,0.00336,0.51736,1.95000e+08
0.322,0.00550,0.32201,0.01293,0.20709,6.35500e+09
0.199,0.00575,0.19902,0.00350,0.50997,2.16000e+08
0.202,0.00575,0.20202,0.00364,0.50259,2.39000e+08
0.205,0.00575,0.20501,0.00379,0.49520,2.64000e+08
0.325,0.00550,0.32500,0.01326,0.19970,6.81200e+09
0.208,0.00575,0.20808,0.00395,0.48781,2.92000e+08
0.211,0.00575,0.21101,0.00410,0.48042,3.21000e+08
0.214,0.00575,0.21408,0.00426,0.47304,3.54000e+08
0.217,0.00575,0.21707,0.00443,0.46565,3.89000e+08
0.220,0.00575,0.22007,0.00459,0.45826,4.27000e+08
0.223,0.00575,0.22306,0.00476,0.45087,4.68000e+08
0.328,0.00550,0.32800,0.01360,0.19232,7.30100e+09
0.226,0.00575,0.22603,0.00494,0.44349,5.12000e+08
0.229,0.00575,0.22902,0.00512,0.43610,5.60000e+08
0.232,0.00575,0.23202,0.00530,0.42871,6.12000e+08
0.235,0.00575,0.23501,0.00549,0.42132,6.68000e+08
0.331,0.00550,0.33100,0.01394,0.18493,7.82400e+09
0.238,0.00575,0.23803,0.00568,0.41394,7.29000e+08
0.241,0.00575,0.24102,0.00588,0.40655,7.94000e+08
0.244,0.00575,0.24401,0.00608,0.39916,8.64000e+08
0.334,0.00550,0.33400,0.01429,0.17754,8.38500e+09
0.247,0.00575,0.24703,0.00629,0.39178,9.40000e+08
0.250,0.00575,0.25001,0.00649,0.38439,1.02100e+09
0.253,0.00575,0.25303,0.00671,0.37700,1.10900e+09
0.337,0.00550,0.33700,0.01464,0.17016,8.98500e+09
0.256,0.00575,0.25600,0.00693,0.36961,1.20200e+09
0.259,0.00575,0.25901,0.00715,0.36223,1.30300e+09
0.262,0.00575,0.26201,0.00738,0.35484,1.41100e+09
0.340,0.00550,0.34000,0.01500,0.16277,9.63000e+09
0.265,0.00575,0.26501,0.00761,0.34745,1.52700e+09
0.268,0.00575,0.26802,0.00785,0.34006,1.65200e+09
0.343,0.00550,0.34170,0.01520,0.15538,1.00000e+10
0.271,0.00575,0.27102,0.00809,0.33268,1.78500e+09
0.346,0.00550,0.34187,0.01522,0.14799,1.00000e+10
0.352,0.00550,0.34216,0.01526,0.13322,1.00000e+10
0.349,0.00550,0.34202,0.01524,0.14061,1.00000e+10
0.274,0.00575,0.27401,0.00833,0.32529,1.92700e+09
0.355,0.00550,0.34229,0.01527,0.12583,1.00000e+10
0.358,0.00550,0.34242,0.01529,0.11844,1.00000e+10
0.361,0.00550,0.34253,0.01530,0.11106,1.00000e+10
0.277,0.00575,0.27701,0.00858,0.31790,2.08000e+09
0.364,0.00550,0.34264,0.01532,0.10367,1.00000e+10
0.280,0.00575,0.28001,0.00884,0.31051,2.24300e+09
0.283,0.00575,0.28301,0.00910,0.30313,2.41800e+09
0.367,0.00550,0.34274,0.01533,0.09628,1.00000e+10
0.370,0.00550,0.34283,0.01534,0.08889,1.00000e+10
0.373,0.00550,0.34291,0.01535,0.08151,1.00000e+10
0.286,0.00575,0.28600,0.00936,0.29574,2.60400e+09
0.289,0.00575,0.28901,0.00963,0.28835,2.80400e+09
0.376,0.00550,0.34298,0.01536,0.07412,1.00000e+10
0.292,0.00575,0.29200,0.00991,0.28097,3.01700e+09
0.379,0.00550,0.34305,0.01537,0.06673,1.00000e+10
0.295,0.00575,0.29500,0.01019,0.27358,3.24500e+09
0.298,0.00575,0.29801,0.01047,0.26619,3.48900e+09
0.382,0.00550,0.34311,0.01537,0.05935,1.00000e+10
0.301,0.00575,0.30101,0.01076,0.25880,3.74900e+09
0.304,0.00575,0.30400,0.01106,0.25142,4.02600e+09
0.160,0.00600,0.16021,0.00195,0.60601,4.80000e+07
0.307,0.00575,0.30701,0.01135,0.24403,4.32300e+09
0.163,0.00600,0.16301,0.00204,0.59862,5.40000e+07
0.166,0.00600,0.16636,0.00215,0.59123,6.20000e+07
0.310,0.00575,0.31001,0.01166,0.23664,4.64000e+09
0.169,0.00600,0.16901,0.00225,0.58385,6.90000e+07
0.313,0.00575,0.31301,0.01197,0.22925,4.97800e+09
0.172,0.00600,0.17210,0.00236,0.57646,7.80000e+07
0.175,0.00600,0.17519,0.00248,0.56907,8.80000e+07
0.178,0.00600,0.17800,0.00258,0.56168,9.80000e+07
0.181,0.00600,0.18107,0.00271,0.55430,1.10000e+08
0.316,0.00575,0.31600,0.01228,0.22187,5.33900e+09
0.184,0.00600,0.18408,0.00283,0.54691,1.23000e+08
0.187,0.00600,0.18704,0.00296,0.53952,1.37000e+08
0.319,0.00575,0.31900,0.01260,0.21448,5.72500e+09
0.190,0.00600,0.19012,0.00309,0.53214,1.53000e+08
0.193,0.00600,0.19310,0.00322,0.52475,1.70000e+08
0.196,0.00600,0.19615,0.00336,0.51736,1.89000e+08
0.199,0.00600,0.19909,0.00350,0.50997,2.09000e+08
0.322,0.00575,0.32201,0.01293,0.20709,6.13800e+09
0.202,0.00600,0.20205,0.00364,0.50259,2.31000e+08
0.205,0.00600,0.20502,0.00379,0.49520,2.55000e+08
0.325,0.00575,0.32501,0.01326,0.19970,6.57900e+09
0.208,0.00600,0.20808,0.00394,0.48781,2.82000e+08
0.211,0.00600,0.21101,0.00410,0.48042,3.10000e+08
0.214,0.00600,0.21408,0.00426,0.47304,3.42000e+08
0.217,0.00600,0.21701,0.00442,0.46565,3.75000e+08
0.220,0.00600,0.22003,0.00459,0.45826,4.12000e+08
0.223,0.00600,0.22304,0.00476,0.45087,4.52000e+08
0.328,0.00575,0.32800,0.01359,0.19232,7.05000e+09
0.226,0.00600,0.22604,0.00494,0.44349,4.95000e+08
0.229,0.00600,0.22900,0.00512,0.43610,5.41000e+08
0.232,0.00600,0.23204,0.00530,0.42871,5.92000e+08
0.331,0.00575,0.33100,0.01394,0.18493,7.55500e+09
0.235,0.00600,0.23502,0.00549,0.42132,6.46000e+08
0.238,0.00600,0.23804,0.00568,0.41394,7.05000e+08
0.241,0.00600,0.24103,0.00588,0.40655,7.68000e+08
0.334,0.00575,0.33400,0.01428,0.17754,8.09500e+09
0.244,0.00600,0.24403,0.00608,0.39916,8.36000e+08
0.247,0.00600,0.24702,0.00628,0.39178,9.09000e+08
0.250,0.00600,0.25003,0.00649,0.38439,9.88000e+08
0.253,0.00600,0.25301,0.00671,0.37700,1.07200e+09
0.337,0.00575,0.33700,0.01463,0.17016,8.67400e+09
0.256,0.00600,0.25601,0.00692,0.36961,1.16300e+09
0.259,0.00600,0.25902,0.00715,0.36223,1.26100e+09
0.262,0.00600,0.26202,0.00738,0.35484,1.36600e+09
0.265,0.00600,0.26501,0.00761,0.34745,1.47800e+09
0.340,0.00575,0.34000,0.01499,0.16277,9.29500e+09
0.268,0.00600,0.26800,0.00784,0.34006,1.59800e+09
0.271,0.00600,0.27100,0.00808,0.33268,1.72700e+09
0.343,0.00575,0.34300,0.01535,0.15538,9.96100e+09
0.346,0.00575,0.34332,0.01539,0.14799,1.00000e+10
0.274,0.00600,0.27400,0.00833,0.32529,1.86500e+09
0.349,0.00575,0.34347,0.01541,0.14061,1.00000e+10
0.277,0.00600,0.27700,0.00858,0.31790,2.01300e+09
0.352,0.00575,0.34361,0.01543,0.13322,1.00000e+10
0.280,0.00600,0.28000,0.00884,0.31051,2.17100e+09
0.355,0.00575,0.34375,0.01544,0.12583,1.00000e+10
0.358,0.00575,0.34387,0.01546,0.11844,1.00000e+10
0.283,0.00600,0.28301,0.00910,0.30313,2.34100e+09
0.361,0.00575,0.34399,0.01547,0.11106,1.00000e+10
0.364,0.00575,0.34409,0.01549,0.10367,1.00000e+10
0.286,0.00600,0.28602,0.00936,0.29574,2.52200e+09
0.367,0.00575,0.34419,0.01550,0.09628,1.00000e+10
0.289,0.00600,0.28901,0.00963,0.28835,2.71500e+09
0.370,0.00575,0.34428,0.01551,0.08889,1.00000e+10
0.373,0.00575,0.34437,0.01552,0.08151,1.00000e+10
0.376,0.00575,0.34444,0.01553,0.07412,1.00000e+10
0.292,0.00600,0.29201,0.00991,0.28097,2.92200e+09
0.379,0.00575,0.34451,0.01554,0.06673,1.00000e+10
0.295,0.00600,0.29500,0.01018,0.27358,3.14200e+09
0.298,0.00600,0.29800,0.01047,0.26619,3.37800e+09
0.382,0.00575,0.34457,0.01555,0.05935,1.00000e+10
0.301,0.00600,0.30101,0.01076,0.25880,3.63000e+09
0.304,0.00600,0.30401,0.01105,0.25142,3.89900e+09
0.160,0.00625,0.16005,0.00194,0.60601,4.60000e+07
0.307,0.00600,0.30700,0.01135,0.24403,4.18600e+09
0.163,0.00625,0.16341,0.00205,0.59862,5.30000e+07
0.310,0.00600,0.31000,0.01165,0.23664,4.49300e+09
0.166,0.00625,0.16601,0.00214,0.59123,5.90000e+07
0.169,0.00625,0.16915,0.00225,0.58385,6.70000e+07
0.313,0.00600,0.31301,0.01196,0.22925,4.82100e+09
0.172,0.00625,0.17232,0.00237,0.57646,7.60000e+07
0.175,0.00625,0.17519,0.00248,0.56907,8.50000e+07
0.178,0.00625,0.17809,0.00259,0.56168,9.50000e+07
0.181,0.00625,0.18124,0.00271,0.55430,1.07000e+08
0.316,0.00600,0.31600,0.01228,0.22187,5.17000e+09
0.184,0.00625,0.18411,0.00283,0.54691,1.19000e+08
0.187,0.00625,0.18716,0.00296,0.53952,1.33000e+08
0.190,0.00625,0.19013,0.00309,0.53214,1.48000e+08
0.193,0.00625,0.19304,0.00322,0.52475,1.64000e+08
0.319,0.00600,0.31900,0.01260,0.21448,5.54400e+09
0.196,0.00625,0.19603,0.00336,0.51736,1.82000e+08
0.199,0.00625,0.19907,0.00350,0.50997,2.02000e+08
0.322,0.00600,0.32200,0.01292,0.20709,5.94300e+09
0.202,0.00625,0.20212,0.00365,0.50259,2.24000e+08
0.205,0.00625,0.20506,0.00379,0.49520,2.47000e+08
0.208,0.00625,0.20810,0.00394,0.48781,2.73000e+08
0.211,0.00625,0.21101,0.00410,0.48042,3.00000e+08
0.214,0.00625,0.21408,0.00426,0.47304,3.31000e+08
0.325,0.00600,0.32500,0.01325,0.19970,6.37000e+09
0.217,0.00625,0.21701,0.00442,0.46565,3.63000e+08
0.220,0.00625,0.22004,0.00459,0.45826,3.99000e+08
0.223,0.00625,0.22307,0.00476,0.45087,4.38000e+08
0.328,0.00600,0.32801,0.01359,0.19232,6.82700e+09
0.226,0.00625,0.22601,0.00494,0.44349,4.79000e+08
0.229,0.00625,0.22901,0.00511,0.43610,5.24000e+08
0.232,0.00625,0.23202,0.00530,0.42871,5.73000e+08
0.331,0.00600,0.33100,0.01393,0.18493,7.31500e+09
0.235,0.00625,0.23504,0.00549,0.42132,6.26000e+08
0.238,0.00625,0.23804,0.00568,0.41394,6.83000e+08
0.241,0.00625,0.24103,0.00588,0.40655,7.44000e+08
0.244,0.00625,0.24403,0.00608,0.39916,8.10000e+08
0.247,0.00625,0.24702,0.00628,0.39178,8.81000e+08
0.334,0.00600,0.33400,0.01428,0.17754,7.83700e+09
0.250,0.00625,0.25001,0.00649,0.38439,9.57000e+08
0.253,0.00625,0.25300,0.00670,0.37700,1.03900e+09
0.256,0.00625,0.25603,0.00692,0.36961,1.12800e+09
0.337,0.00600,0.33700,0.01463,0.17016,8.39700e+09
0.259,0.00625,0.25900,0.00715,0.36223,1.22200e+09
0.262,0.00625,0.26201,0.00737,0.35484,1.32400e+09
0.340,0.00600,0.34000,0.01498,0.16277,8.99600e+09
0.265,0.00625,0.26501,0.00760,0.34745,1.43300e+09
0.268,0.00625,0.26801,0.00784,0.34006,1.55000e+09
0.271,0.00625,0.27101,0.00808,0.33268,1.67500e+09
0.274,0.00625,0.27400,0.00833,0.32529,1.80900e+09
0.343,0.00600,0.34300,0.01535,0.15538,9.64000e+09
0.277,0.00625,0.27701,0.00858,0.31790,1.95300e+09
0.346,0.00600,0.34466,0.01555,0.14799,1.00000e+10
0.280,0.00625,0.28000,0.00883,0.31051,2.10600e+09
0.352,0.00600,0.34496,0.01559,0.13322,1.00000e+10
0.349,0.00600,0.34482,0.01557,0.14061,1.00000e+10
0.283,0.00625,0.28301,0.00909,0.30313,2.27100e+09
0.355,0.00600,0.34509,0.01560,0.12583,1.00000e+10
0.358,0.00600,0.34522,0.01562,0.11844,1.00000e+10
0.361,0.00600,0.34533,0.01563,0.11106,1.00000e+10
0.364,0.00600,0.34544,0.01565,0.10367,1.00000e+10
0.367,0.00600,0.34554,0.01566,0.09628,1.00000e+10
0.286,0.00625,0.28600,0.00936,0.29574,2.44600e+09
0.370,0.00600,0.34563,0.01567,0.08889,1.00000e+10
0.289,0.00625,0.28900,0.00963,0.28835,2.63400e+09
0.373,0.00600,0.34571,0.01568,0.08151,1.00000e+10
0.376,0.00600,0.34579,0.01569,0.07412,1.00000e+10
0.292,0.00625,0.29201,0.00990,0.28097,2.83500e+09
0.379,0.00600,0.34585,0.01570,0.06673,1.00000e+10
0.295,0.00625,0.29500,0.01018,0.27358,3.04900e+09
0.298,0.00625,0.29800,0.01046,0.26619,3.27800e+09
0.301,0.00625,0.30101,0.01075,0.25880,3.52300e+09
0.382,0.00600,0.34591,0.01571,0.05935,1.00000e+10
0.304,0.00625,0.30400,0.01105,0.25142,3.78400e+09
0.160,0.00650,0.16033,0.00195,0.60601,4.50000e+07
0.307,0.00625,0.30700,0.01135,0.24403,4.06300e+09
0.163,0.00650,0.16330,0.00205,0.59862,5.10000e+07
0.310,0.00625,0.31000,0.01165,0.23664,4.36100e+09
0.166,0.00650,0.16641,0.00215,0.59123,5.80000e+07
0.169,0.00650,0.16922,0.00225,0.58385,6.50000e+07
0.172,0.00650,0.17214,0.00236,0.57646,7.30000e+07
0.313,0.00625,0.31300,0.01196,0.22925,4.67900e+09
0.175,0.00650,0.17511,0.00247,0.56907,8.20000e+07
0.178,0.00650,0.17810,0.00259,0.56168,9.20000e+07
0.181,0.00650,0.18109,0.00271,0.55430,1.03000e+08
0.316,0.00625,0.31601,0.01227,0.22187,5.01900e+09
0.184,0.00650,0.18406,0.00283,0.54691,1.15000e+08
0.187,0.00650,0.18720,0.00296,0.53952,1.29000e+08
0.190,0.00650,0.19007,0.00309,0.53214,1.43000e+08
0.193,0.00650,0.19307,0.00322,0.52475,1.59000e+08
0.319,0.00625,0.31901,0.01259,0.21448,5.38200e+09
0.196,0.00650,0.19614,0.00336,0.51736,1.77000e+08
0.199,0.00650,0.19911,0.00350,0.50997,1.96000e+08
0.202,0.00650,0.20211,0.00364,0.50259,2.17000e+08
0.205,0.00650,0.20501,0.00379,0.49520,2.39000e+08
0.322,0.00625,0.32200,0.01292,0.20709,5.76900e+09
0.208,0.00650,0.20803,0.00394,0.48781,2.64000e+08
0.211,0.00650,0.21103,0.00410,0.48042,2.91000e+08
0.214,0.00650,0.21409,0.00426,0.47304,3.21000e+08
0.217,0.00650,0.21701,0.00442,0.46565,3.52000e+08
0.325,0.00625,0.32500,0.01325,0.19970,6.18300e+09
0.220,0.00650,0.22004,0.00459,0.45826,3.87000e+08
0.223,0.00650,0.22301,0.00476,0.45087,4.24000e+08
0.226,0.00650,0.22604,0.00494,0.44349,4.65000e+08
0.328,0.00625,0.32800,0.01358,0.19232,6.62600e+09
0.229,0.00650,0.22905,0.00512,0.43610,5.09000e+08
0.232,0.00650,0.23202,0.00530,0.42871,5.56000e+08
0.235,0.00650,0.23501,0.00548,0.42132,6.07000e+08
0.331,0.00625,0.33100,0.01392,0.18493,7.10000e+09
0.238,0.00650,0.23805,0.00568,0.41394,6.63000e+08
0.241,0.00650,0.24102,0.00587,0.40655,7.22000e+08
0.244,0.00650,0.24401,0.00607,0.39916,7.86000e+08
0.247,0.00650,0.24701,0.00628,0.39178,8.55000e+08
0.250,0.00650,0.25004,0.00649,0.38439,9.30000e+08
0.253,0.00650,0.25300,0.00670,0.37700,1.00900e+09
0.334,0.00625,0.33400,0.01427,0.17754,7.60600e+09
0.256,0.00650,0.25601,0.00692,0.36961,1.09500e+09
0.337,0.00625,0.33700,0.01462,0.17016,8.14900e+09
0.259,0.00650,0.25900,0.00714,0.36223,1.18700e+09
0.262,0.00650,0.26201,0.00737,0.35484,1.28600e+09
0.340,0.00625,0.34000,0.01498,0.16277,8.73000e+09
0.265,0.00650,0.26500,0.00760,0.34745,1.39200e+09
0.268,0.00650,0.26801,0.00784,0.34006,1.50600e+09
0.271,0.00650,0.27101,0.00808,0.33268,1.62800e+09
0.343,0.00625,0.34300,0.01534,0.15538,9.35400e+09
0.274,0.00650,0.27400,0.00832,0.32529,1.75800e+09
0.277,0.00650,0.27701,0.00857,0.31790,1.89800e+09
0.346,0.00625,0.34590,0.01569,0.14799,1.00000e+10
0.280,0.00650,0.28002,0.00883,0.31051,2.04800e+09
0.352,0.00625,0.34620,0.01573,0.13322,1.00000e+10
0.349,0.00625,0.34606,0.01571,0.14061,1.00000e+10
0.355,0.00625,0.34633,0.01575,0.12583,1.00000e+10
0.283,0.00650,0.28300,0.00909,0.30313,2.20700e+09
0.358,0.00625,0.34646,0.01576,0.11844,1.00000e+10
0.361,0.00625,0.34657,0.01578,0.11106,1.00000e+10
0.367,0.00625,0.34678,0.01581,0.09628,1.00000e+10
0.364,0.00625,0.34668,0.01579,0.10367,1.00000e+10
0.286,0.00650,0.28600,0.00935,0.29574,2.37800e+09
0.370,0.00625,0.34687,0.01582,0.08889,1.00000e+10
0.373,0.00625,0.34695,0.01583,0.08151,1.00000e+10
0.289,0.00650,0.28901,0.00962,0.28835,2.56100e+09
0.292,0.00650,0.29200,0.00990,0.28097,2.75600e+09
0.376,0.00625,0.34703,0.01584,0.07412,1.00000e+10
0.295,0.00650,0.29500,0.01018,0.27358,2.96500e+09
0.379,0.00625,0.34710,0.01585,0.06673,1.00000e+10
0.298,0.00650,0.29800,0.01046,0.26619,3.18800e+09
0.382,0.00625,0.34716,0.01585,0.05935,1.00000e+10
0.301,0.00650,0.30100,0.01075,0.25880,3.42600e+09
0.304,0.00650,0.30400,0.01104,0.25142,3.68000e+09
0.160,0.00675,0.16002,0.00194,0.60601,4.30000e+07
