#time,n_m (rad/yr),e_m,n_p (rad/yr),e_p,O_p (rad/yr),n_crit (rad/yr),a_m/R_H
0.00000e+00,1.54963098e+03,1.00000000e-03,1.04180437e+01,2.68486549e-02,1.10156805e+04,6.97263033e+01,0.05137422
1.00000e+02,1.54913621e+03,1.00052461e-03,1.04180437e+01,2.68486549e-02,1.10152282e+04,6.97263033e+01,0.05138516
2.00000e+02,1.54864227e+03,1.00104878e-03,1.04180437e+01,2.68486549e-02,1.10147764e+04,6.97263033e+01,0.05139608
3.00000e+02,1.54814917e+03,1.00157253e-03,1.04180437e+01,2.68486549e-02,1.10143253e+04,6.97263033e+01,0.05140699
4.00000e+02,1.54765690e+03,1.00209585e-03,1.04180437e+01,2.68486549e-02,1.10138747e+04,6.97263033e+01,0.05141789
5.00000e+02,1.54716547e+03,1.00261875e-03,1.04180437e+01,2.68486549e-02,1.10134246e+04,6.97263033e+01,0.05142878
6.00000e+02,1.54667487e+03,1.00314123e-03,1.04180437e+01,2.68486549e-02,1.10129752e+04,6.97263033e+01,0.05143966
7.00000e+02,1.54618509e+03,1.00366328e-03,1.04180437e+01,2.68486549e-02,1.10125263e+04,6.97263033e+01,0.05145052
8.00000e+02,1.54569613e+03,1.00418490e-03,1.04180437e+01,2.68486549e-02,1.10120780e+04,6.97263033e+01,0.05146137
9.00000e+02,1.54520800e+03,1.00470611e-03,1.04180437e+01,2.68486549e-02,1.10116302e+04,6.97263033e+01,0.05147221
1.00000e+03,1.54472069e+03,1.00522689e-03,1.04180437e+01,2.68486549e-02,1.10111830e+04,6.97263033e+01,0.05148303
2.00000e+03,1.53989205e+03,1.01041178e-03,1.04180437e+01,2.68486549e-02,1.10067417e+04,6.97263033e+01,0.05159060
3.00000e+03,1.53514265e+03,1.01555556e-03,1.04180437e+01,2.68486549e-02,1.10023552e+04,6.97263033e+01,0.05169695
4.00000e+03,1.53047017e+03,1.02065907e-03,1.04180437e+01,2.68486549e-02,1.09980219e+04,6.97263033e+01,0.05180212
5.00000e+03,1.52587240e+03,1.02572315e-03,1.04180437e+01,2.68486549e-02,1.09937407e+04,6.97263033e+01,0.05190612
6.00000e+03,1.52134720e+03,1.03074861e-03,1.04180437e+01,2.68486549e-02,1.09895103e+04,6.97263033e+01,0.05200900
7.00000e+03,1.51689253e+03,1.03573620e-03,1.04180437e+01,2.68486549e-02,1.09853294e+04,6.97263033e+01,0.05211078
8.00000e+03,1.51250644e+03,1.04068669e-03,1.04180437e+01,2.68486549e-02,1.09811968e+04,6.97263033e+01,0.05221147
9.00000e+03,1.50818704e+03,1.04560079e-03,1.04180437e+01,2.68486549e-02,1.09771114e+04,6.97263033e+01,0.05231111
1.00000e+04,1.50393253e+03,1.05047922e-03,1.04180437e+01,2.68486549e-02,1.09730721e+04,6.97263033e+01,0.05240972
1.10000e+04,1.49974116e+03,1.05532265e-03,1.04180437e+01,2.68486549e-02,1.09690778e+04,6.97263033e+01,0.05250732
1.20000e+04,1.49561126e+03,1.06013174e-03,1.04180437e+01,2.68486549e-02,1.09651275e+04,6.97263033e+01,0.05260394
