#time,a_sat,e_sat,n_sat,n_p,Omega_p
8.27000e+05,5.76520e-02,4.65123e-03,6.11597e+02,4.89829e+00,9.47392e+03
8.28000e+05,5.76639e-02,4.80425e-03,6.11408e+02,4.89791e+00,9.47340e+03
8.29000e+05,5.76752e-02,4.80552e-03,6.11228e+02,4.90157e+00,9.47289e+03
8.30000e+05,5.76829e-02,4.64304e-03,6.11106e+02,4.89778e+00,9.47237e+03
8.31000e+05,5.76880e-02,4.78699e-03,6.11025e+02,4.89548e+00,9.47186e+03
8.32000e+05,5.77028e-02,4.80991e-03,6.10790e+02,4.89761e+00,9.47135e+03
8.33000e+05,5.77128e-02,4.72455e-03,6.10631e+02,4.89744e+00,9.47083e+03
8.34000e+05,5.77169e-02,4.67757e-03,6.10567e+02,4.89671e+00,9.47032e+03
8.35000e+05,5.77296e-02,4.52276e-03,6.10364e+02,4.89721e+00,9.46981e+03
8.36000e+05,5.77375e-02,4.78699e-03,6.10239e+02,4.89117e+00,9.46930e+03
8.37000e+05,5.77488e-02,4.72898e-03,6.10060e+02,4.89721e+00,9.46879e+03
8.38000e+05,5.77556e-02,4.42788e-03,6.09952e+02,4.89734e+00,9.46828e+03
8.39000e+05,5.77668e-02,4.59278e-03,6.09776e+02,4.89796e+00,9.46777e+03
8.40000e+05,5.77845e-02,4.79310e-03,6.09495e+02,4.89817e+00,9.46726e+03
8.41000e+05,5.77856e-02,4.84426e-03,6.09477e+02,4.89880e+00,9.46675e+03
8.42000e+05,5.78053e-02,4.70840e-03,6.09166e+02,4.89805e+00,9.46624e+03
8.43000e+05,5.78058e-02,4.46767e-03,6.09158e+02,4.89840e+00,9.46574e+03
8.44000e+05,5.78277e-02,4.88691e-03,6.08812e+02,4.89779e+00,9.46523e+03
8.45000e+05,5.78274e-02,4.86433e-03,6.08816e+02,4.89574e+00,9.46472e+03
8.46000e+05,5.78387e-02,4.77229e-03,6.08639e+02,4.89703e+00,9.46422e+03
8.47000e+05,5.78538e-02,4.65547e-03,6.08399e+02,4.89728e+00,9.46371e+03
8.48000e+05,5.78667e-02,4.85639e-03,6.08196e+02,4.89651e+00,9.46321e+03
8.49000e+05,5.78659e-02,4.86518e-03,6.08209e+02,4.89723e+00,9.46270e+03
8.50000e+05,5.78790e-02,4.88900e-03,6.08003e+02,4.89667e+00,9.46220e+03
8.51000e+05,5.78878e-02,4.55244e-03,6.07865e+02,4.89767e+00,9.46170e+03
8.52000e+05,5.79015e-02,4.74699e-03,6.07648e+02,4.89821e+00,9.46119e+03
8.53000e+05,5.79157e-02,4.52603e-03,6.07424e+02,4.89791e+00,9.46069e+03
8.54000e+05,5.79233e-02,4.83504e-03,6.07305e+02,4.89800e+00,9.46019e+03
8.55000e+05,5.79305e-02,4.75207e-03,6.07192e+02,4.89914e+00,9.45969e+03
8.56000e+05,5.79454e-02,4.57650e-03,6.06958e+02,4.89795e+00,9.45919e+03
8.57000e+05,5.79531e-02,4.81978e-03,6.06837e+02,4.88917e+00,9.45869e+03
8.58000e+05,5.79571e-02,4.42569e-03,6.06774e+02,4.89765e+00,9.45819e+03
8.59000e+05,5.79757e-02,4.66598e-03,6.06483e+02,4.89771e+00,9.45769e+03
8.60000e+05,5.79787e-02,4.74778e-03,6.06436e+02,4.89719e+00,9.45719e+03
8.61000e+05,5.79906e-02,4.64737e-03,6.06249e+02,4.89691e+00,9.45670e+03
8.62000e+05,5.79981e-02,4.86425e-03,6.06130e+02,4.89480e+00,9.45620e+03
8.63000e+05,5.80052e-02,4.57442e-03,6.06020e+02,4.89726e+00,9.45570e+03
8.64000e+05,5.80172e-02,4.89828e-03,6.05832e+02,4.90801e+00,9.45521e+03
8.65000e+05,5.80325e-02,4.80056e-03,6.05592e+02,4.89772e+00,9.45471e+03
8.66000e+05,5.80445e-02,4.70740e-03,6.05404e+02,4.89861e+00,9.45422e+03
8.67000e+05,5.80481e-02,4.88837e-03,6.05348e+02,4.89837e+00,9.45372e+03
8.68000e+05,5.80579e-02,4.70115e-03,6.05194e+02,4.89810e+00,9.45323e+03
8.69000e+05,5.80734e-02,4.82512e-03,6.04952e+02,4.90004e+00,9.45273e+03
8.70000e+05,5.80768e-02,4.67337e-03,6.04900e+02,4.89775e+00,9.45224e+03
8.71000e+05,5.80944e-02,4.89201e-03,6.04625e+02,4.88939e+00,9.45175e+03
8.72000e+05,5.81047e-02,4.69003e-03,6.04464e+02,4.89733e+00,9.45126e+03
8.73000e+05,5.81116e-02,4.84537e-03,6.04356e+02,4.89677e+00,9.45077e+03
8.74000e+05,5.81137e-02,4.81415e-03,6.04323e+02,4.89683e+00,9.45028e+03
8.75000e+05,5.81368e-02,4.76296e-03,6.03962e+02,4.89731e+00,9.44979e+03
8.76000e+05,5.81365e-02,4.41021e-03,6.03968e+02,4.89509e+00,9.44930e+03
8.77000e+05,5.81517e-02,4.64597e-03,6.03730e+02,4.89744e+00,9.44881e+03
8.78000e+05,5.81605e-02,4.78388e-03,6.03594e+02,4.90310e+00,9.44832e+03
8.79000e+05,5.81719e-02,4.77231e-03,6.03417e+02,4.89785e+00,9.44783e+03
8.80000e+05,5.81774e-02,4.81808e-03,6.03331e+02,4.89817e+00,9.44734e+03
8.81000e+05,5.81879e-02,4.75949e-03,6.03168e+02,4.89830e+00,9.44685e+03
8.82000e+05,5.82023e-02,4.74177e-03,6.02945e+02,4.89803e+00,9.44637e+03
8.83000e+05,5.82033e-02,4.96622e-03,6.02928e+02,4.90323e+00,9.44588e+03
8.84000e+05,5.82217e-02,4.89859e-03,6.02642e+02,4.89784e+00,9.44540e+03
8.85000e+05,5.82190e-02,4.43034e-03,6.02685e+02,4.89434e+00,9.44491e+03
8.86000e+05,5.82377e-02,4.87397e-03,6.02395e+02,4.89716e+00,9.44443e+03
8.87000e+05,5.82495e-02,4.89826e-03,6.02211e+02,4.89686e+00,9.44394e+03
8.88000e+05,5.82565e-02,4.84838e-03,6.02102e+02,4.89664e+00,9.44346e+03
8.89000e+05,5.82607e-02,4.94245e-03,6.02038e+02,4.89706e+00,9.44298e+03
8.90000e+05,5.82821e-02,4.92739e-03,6.01706e+02,4.89242e+00,9.44249e+03
8.91000e+05,5.82827e-02,4.81189e-03,6.01696e+02,4.89776e+00,9.44201e+03
8.92000e+05,5.82989e-02,4.86822e-03,6.01446e+02,4.90126e+00,9.44153e+03
8.93000e+05,5.83084e-02,4.80645e-03,6.01298e+02,4.89810e+00,9.44105e+03
8.94000e+05,5.83091e-02,4.97055e-03,6.01289e+02,4.89822e+00,9.44057e+03
8.95000e+05,5.83279e-02,4.78369e-03,6.00997e+02,4.89870e+00,9.44009e+03
8.96000e+05,5.83364e-02,4.83220e-03,6.00867e+02,4.89792e+00,9.43961e+03
8.97000e+05,5.83385e-02,4.60013e-03,6.00834e+02,4.90692e+00,9.43913e+03
8.98000e+05,5.83520e-02,4.92768e-03,6.00625e+02,4.89737e+00,9.43865e+03
8.99000e+05,5.83651e-02,4.69678e-03,6.00423e+02,4.89590e+00,9.43817e+03
9.00000e+05,5.83661e-02,4.91118e-03,6.00408e+02,4.89724e+00,9.43769e+03
9.01000e+05,5.83795e-02,4.87529e-03,6.00200e+02,4.89700e+00,9.43722e+03
9.02000e+05,5.83875e-02,4.55089e-03,6.00078e+02,4.89663e+00,9.43674e+03
9.03000e+05,5.84044e-02,4.72413e-03,5.99817e+02,4.89740e+00,9.43626e+03
9.04000e+05,5.84136e-02,4.74314e-03,5.99675e+02,4.88966e+00,9.43579e+03
9.05000e+05,5.84218e-02,4.93020e-03,5.99548e+02,4.89763e+00,9.43531e+03
9.06000e+05,5.84200e-02,5.04349e-03,5.99576e+02,4.89891e+00,9.43484e+03
9.07000e+05,5.84418e-02,4.99168e-03,5.99241e+02,4.89812e+00,9.43436e+03
9.08000e+05,5.84426e-02,4.63459e-03,5.99229e+02,4.89826e+00,9.43389e+03
9.09000e+05,5.84514e-02,4.95535e-03,5.99093e+02,4.89898e+00,9.43342e+03
9.10000e+05,5.84687e-02,4.83520e-03,5.98828e+02,4.89785e+00,9.43294e+03
9.11000e+05,5.84695e-02,4.92790e-03,5.98816e+02,4.89534e+00,9.43247e+03
9.12000e+05,5.84873e-02,4.93024e-03,5.98542e+02,4.89736e+00,9.43200e+03
9.13000e+05,5.84935e-02,4.65452e-03,5.98447e+02,4.89559e+00,9.43153e+03
9.14000e+05,5.85066e-02,4.80614e-03,5.98246e+02,4.89677e+00,9.43106e+03
9.15000e+05,5.85072e-02,5.07567e-03,5.98237e+02,4.89709e+00,9.43059e+03
9.16000e+05,5.85251e-02,4.61960e-03,5.97963e+02,4.89664e+00,9.43012e+03
9.17000e+05,5.85310e-02,4.85693e-03,5.97872e+02,4.89758e+00,9.42965e+03
9.18000e+05,5.85453e-02,4.95268e-03,5.97653e+02,4.90148e+00,9.42918e+03
9.19000e+05,5.85465e-02,4.64666e-03,5.97635e+02,4.89800e+00,9.42871e+03
9.20000e+05,5.85572e-02,4.58438e-03,5.97471e+02,4.89876e+00,9.42824e+03
9.21000e+05,5.85665e-02,4.53351e-03,5.97328e+02,4.89822e+00,9.42777e+03
9.22000e+05,5.85717e-02,4.53799e-03,5.97249e+02,4.89794e+00,9.42731e+03
9.23000e+05,5.85886e-02,4.96441e-03,5.96991e+02,4.89889e+00,9.42684e+03
9.24000e+05,5.85944e-02,4.71903e-03,5.96902e+02,4.89760e+00,9.42637e+03
9.25000e+05,5.86020e-02,4.92813e-03,5.96785e+02,4.88797e+00,9.42591e+03
9.26000e+05,5.86226e-02,4.85245e-03,5.96471e+02,4.89725e+00,9.42544e+03
9.27000e+05,5.86328e-02,4.83028e-03,5.96316e+02,4.89695e+00,9.42498e+03
9.28000e+05,5.86323e-02,4.50900e-03,5.96323e+02,4.89734e+00,9.42451e+03
9.29000e+05,5.86417e-02,4.69350e-03,5.96179e+02,4.89713e+00,9.42405e+03
9.30000e+05,5.86551e-02,4.97851e-03,5.95976e+02,4.89358e+00,9.42358e+03
9.31000e+05,5.86659e-02,4.94590e-03,5.95811e+02,4.89764e+00,9.42312e+03
9.32000e+05,5.86767e-02,4.73298e-03,5.95647e+02,4.90300e+00,9.42266e+03
9.33000e+05,5.86875e-02,4.85828e-03,5.95482e+02,4.89802e+00,9.42220e+03
9.34000e+05,5.86961e-02,4.97463e-03,5.95352e+02,4.89861e+00,9.42173e+03
9.35000e+05,5.87045e-02,4.89366e-03,5.95224e+02,4.89832e+00,9.42127e+03
9.36000e+05,5.87103e-02,4.83142e-03,5.95136e+02,4.89805e+00,9.42081e+03
9.37000e+05,5.87105e-02,4.86154e-03,5.95132e+02,4.90047e+00,9.42035e+03
9.38000e+05,5.87335e-02,4.83473e-03,5.94783e+02,4.89729e+00,9.41989e+03
9.39000e+05,5.87377e-02,4.97112e-03,5.94719e+02,4.89299e+00,9.41943e+03
9.40000e+05,5.87488e-02,4.91290e-03,5.94550e+02,4.89712e+00,9.41897e+03
9.41000e+05,5.87592e-02,4.94590e-03,5.94392e+02,4.89663e+00,9.41851e+03
9.42000e+05,5.87631e-02,4.94615e-03,5.94334e+02,4.89693e+00,9.41806e+03
9.43000e+05,5.87815e-02,5.04234e-03,5.94054e+02,4.89759e+00,9.41760e+03
9.44000e+05,5.87786e-02,4.93334e-03,5.94099e+02,4.89247e+00,9.41714e+03
9.45000e+05,5.87915e-02,4.81855e-03,5.93903e+02,4.89784e+00,9.41669e+03
9.46000e+05,5.88000e-02,4.73441e-03,5.93774e+02,4.90070e+00,9.41623e+03
9.47000e+05,5.88039e-02,4.94095e-03,5.93715e+02,4.89805e+00,9.41577e+03
9.48000e+05,5.88199e-02,5.05359e-03,5.93473e+02,4.89825e+00,9.41532e+03
9.49000e+05,5.88308e-02,4.71950e-03,5.93307e+02,4.89767e+00,9.41486e+03
9.50000e+05,5.88378e-02,4.74117e-03,5.93201e+02,4.89764e+00,9.41441e+03
9.51000e+05,5.88469e-02,5.07158e-03,5.93065e+02,4.90791e+00,9.41395e+03
9.52000e+05,5.88620e-02,5.08588e-03,5.92837e+02,4.89746e+00,9.41350e+03
9.53000e+05,5.88610e-02,4.68067e-03,5.92851e+02,4.89550e+00,9.41305e+03
9.54000e+05,5.88697e-02,4.67288e-03,5.92720e+02,4.89716e+00,9.41259e+03
9.55000e+05,5.88858e-02,4.74392e-03,5.92477e+02,4.89700e+00,9.41214e+03
9.56000e+05,5.88903e-02,5.02151e-03,5.92409e+02,4.89704e+00,9.41169e+03
9.57000e+05,5.89045e-02,4.87116e-03,5.92195e+02,4.89743e+00,9.41124e+03
9.58000e+05,5.89136e-02,5.02591e-03,5.92057e+02,4.88937e+00,9.41079e+03
9.59000e+05,5.89151e-02,4.63084e-03,5.92034e+02,4.89801e+00,9.41034e+03
9.60000e+05,5.89270e-02,4.68811e-03,5.91855e+02,4.89975e+00,9.40989e+03
9.61000e+05,5.89343e-02,5.11404e-03,5.91746e+02,4.89813e+00,9.40944e+03
9.62000e+05,5.89481e-02,4.74838e-03,5.91538e+02,4.89812e+00,9.40899e+03
9.63000e+05,5.89614e-02,4.86009e-03,5.91337e+02,4.89802e+00,9.40854e+03
9.64000e+05,5.89619e-02,5.12887e-03,5.91329e+02,4.89749e+00,9.40809e+03
9.65000e+05,5.89774e-02,4.90560e-03,5.91097e+02,4.91047e+00,9.40764e+03
9.66000e+05,5.89792e-02,5.00878e-03,5.91070e+02,4.89708e+00,9.40719e+03
9.67000e+05,5.89900e-02,4.79795e-03,5.90907e+02,4.89622e+00,9.40675e+03
9.68000e+05,5.89991e-02,4.72889e-03,5.90770e+02,4.89743e+00,9.40630e+03
9.69000e+05,5.90157e-02,5.00937e-03,5.90522e+02,4.89738e+00,9.40585e+03
9.70000e+05,5.90169e-02,4.90031e-03,5.90504e+02,4.89768e+00,9.40541e+03
9.71000e+05,5.90318e-02,5.04943e-03,5.90280e+02,4.89778e+00,9.40496e+03
9.72000e+05,5.90324e-02,4.95743e-03,5.90271e+02,4.89897e+00,9.40452e+03
9.73000e+05,5.90449e-02,5.09319e-03,5.90084e+02,4.89796e+00,9.40407e+03
9.74000e+05,5.90624e-02,4.94526e-03,5.89822e+02,4.89855e+00,9.40363e+03
9.75000e+05,5.90620e-02,4.97819e-03,5.89827e+02,4.89765e+00,9.40318e+03
9.76000e+05,5.90766e-02,4.94844e-03,5.89609e+02,4.89791e+00,9.40274e+03
9.77000e+05,5.90773e-02,4.79855e-03,5.89598e+02,4.89834e+00,9.40230e+03
9.78000e+05,5.90936e-02,5.03033e-03,5.89354e+02,4.89742e+00,9.40186e+03
9.79000e+05,5.90922e-02,5.17280e-03,5.89376e+02,4.89584e+00,9.40141e+03
9.80000e+05,5.91089e-02,5.00336e-03,5.89125e+02,4.89731e+00,9.40097e+03
9.81000e+05,5.91155e-02,4.83389e-03,5.89027e+02,4.89631e+00,9.40053e+03
9.82000e+05,5.91267e-02,5.09897e-03,5.88860e+02,4.89705e+00,9.40009e+03
9.83000e+05,5.91275e-02,4.62068e-03,5.88848e+02,4.89744e+00,9.39965e+03
9.84000e+05,5.91494e-02,4.92305e-03,5.88521e+02,4.89836e+00,9.39921e+03
9.85000e+05,5.91552e-02,5.01592e-03,5.88434e+02,4.89795e+00,9.39877e+03
9.86000e+05,5.91575e-02,4.75709e-03,5.88399e+02,4.90099e+00,9.39833e+03
9.87000e+05,5.91755e-02,4.87332e-03,5.88131e+02,4.89805e+00,9.39789e+03
9.88000e+05,5.91750e-02,5.20989e-03,5.88138e+02,4.89857e+00,9.39745e+03
9.89000e+05,5.91835e-02,5.18390e-03,5.88011e+02,4.89768e+00,9.39701e+03
9.90000e+05,5.92033e-02,4.80041e-03,5.87717e+02,4.89740e+00,9.39658e+03
9.91000e+05,5.92078e-02,5.01193e-03,5.87650e+02,4.89835e+00,9.39614e+03
9.92000e+05,5.92191e-02,5.04017e-03,5.87481e+02,4.89728e+00,9.39570e+03
9.93000e+05,5.92243e-02,5.15532e-03,5.87404e+02,4.89361e+00,9.39527e+03
9.94000e+05,5.92388e-02,4.98773e-03,5.87189e+02,4.89725e+00,9.39483e+03
9.95000e+05,5.92442e-02,4.80743e-03,5.87108e+02,4.89731e+00,9.39439e+03
9.96000e+05,5.92552e-02,5.07585e-03,5.86945e+02,4.89805e+00,9.39396e+03
9.97000e+05,5.92607e-02,5.10975e-03,5.86863e+02,4.89759e+00,9.39352e+03
9.98000e+05,5.92743e-02,5.03964e-03,5.86662e+02,4.89194e+00,9.39309e+03
9.99000e+05,5.92813e-02,5.14074e-03,5.86557e+02,4.89794e+00,9.39266e+03
1.00000e+06,5.92791e-02,4.89973e-03,5.86590e+02,4.89952e+00,9.39222e+03
2.00000e+06,6.57763e-02,6.34119e-03,5.01861e+02,4.89855e+00,9.08362e+03
2.90000e+06,6.94984e-02,7.28774e-03,4.62088e+02,4.89596e+00,8.91444e+03
3.00000e+06,6.98247e-02,6.94908e-03,4.58852e+02,4.89815e+00,8.89564e+03
3.10000e+06,7.01763e-02,7.18217e-03,4.55409e+02,4.89758e+00,8.88197e+03
3.20000e+06,7.05110e-02,7.44268e-03,4.52170e+02,4.89651e+00,8.86831e+03
3.30000e+06,7.08248e-02,7.93254e-03,4.49168e+02,4.89802e+00,8.85464e+03
3.40000e+06,7.11154e-02,7.88215e-03,4.46418e+02,4.89424e+00,8.84097e+03
3.50000e+06,7.14147e-02,8.12305e-03,4.43615e+02,4.89791e+00,8.82730e+03
3.60000e+06,7.17278e-02,8.01893e-03,4.40713e+02,4.89790e+00,8.81363e+03
3.70000e+06,7.20043e-02,8.16786e-03,4.38177e+02,4.89666e+00,8.79997e+03
3.80000e+06,7.22980e-02,8.37945e-03,4.35510e+02,4.89792e+00,8.78630e+03
3.90000e+06,7.25748e-02,8.43411e-03,4.33021e+02,4.89473e+00,8.77263e+03
4.00000e+06,7.28486e-02,8.00999e-03,4.30582e+02,4.89797e+00,8.75896e+03
4.10000e+06,7.30926e-02,8.59313e-03,4.28428e+02,4.89785e+00,8.74817e+03
4.20000e+06,7.33747e-02,8.41889e-03,4.25959e+02,4.89713e+00,8.73738e+03
4.30000e+06,7.36090e-02,8.08713e-03,4.23927e+02,4.89808e+00,8.72659e+03
4.40000e+06,7.38521e-02,7.95332e-03,4.21835e+02,4.90222e+00,8.71580e+03
4.50000e+06,7.41104e-02,8.27397e-03,4.19632e+02,4.89765e+00,8.70501e+03
4.60000e+06,7.43610e-02,8.63884e-03,4.17512e+02,4.89808e+00,8.69422e+03
4.70000e+06,7.45828e-02,8.99822e-03,4.15651e+02,4.89727e+00,8.68343e+03
4.80000e+06,7.48198e-02,8.96095e-03,4.13678e+02,4.89801e+00,8.67264e+03
4.90000e+06,7.50502e-02,8.79573e-03,4.11774e+02,4.89864e+00,8.66185e+03
5.00000e+06,7.52764e-02,8.98462e-03,4.09920e+02,4.89786e+00,8.65106e+03
5.10000e+06,7.54707e-02,8.60698e-03,4.08338e+02,4.89834e+00,8.64212e+03
5.20000e+06,7.56858e-02,9.36537e-03,4.06598e+02,4.89717e+00,8.63318e+03
5.30000e+06,7.59085e-02,9.29971e-03,4.04810e+02,4.89823e+00,8.62425e+03
5.40000e+06,7.61159e-02,9.20439e-03,4.03157e+02,4.89644e+00,8.61531e+03
5.50000e+06,7.63164e-02,8.70567e-03,4.01569e+02,4.89744e+00,8.60637e+03
5.60000e+06,7.65190e-02,9.46625e-03,3.99975e+02,4.89174e+00,8.59743e+03
5.70000e+06,7.67216e-02,9.81399e-03,3.98392e+02,4.89728e+00,8.58849e+03
5.80000e+06,7.69023e-02,8.83674e-03,3.96989e+02,4.89808e+00,8.57955e+03
5.90000e+06,7.71055e-02,9.78371e-03,3.95420e+02,4.89712e+00,8.57061e+03
6.00000e+06,7.73146e-02,9.83333e-03,3.93817e+02,4.89787e+00,8.56167e+03
6.10000e+06,7.74887e-02,9.73306e-03,3.92491e+02,4.89417e+00,8.55403e+03
6.20000e+06,7.76591e-02,1.01038e-02,3.91200e+02,4.89788e+00,8.54638e+03
6.30000e+06,7.78634e-02,9.97025e-03,3.89661e+02,4.89865e+00,8.53874e+03
6.40000e+06,7.80261e-02,9.40616e-03,3.88443e+02,4.89835e+00,8.53110e+03
6.50000e+06,7.81962e-02,1.02125e-02,3.87176e+02,4.89807e+00,8.52345e+03
6.60000e+06,7.83822e-02,1.02562e-02,3.85799e+02,4.89805e+00,8.51581e+03
6.70000e+06,7.85839e-02,9.90768e-03,3.84315e+02,4.89795e+00,8.50816e+03
6.80000e+06,7.87240e-02,1.03530e-02,3.83289e+02,4.89971e+00,8.50052e+03
6.90000e+06,7.89009e-02,1.06530e-02,3.82001e+02,4.89811e+00,8.49288e+03
7.00000e+06,7.90731e-02,1.04913e-02,3.80753e+02,4.89751e+00,8.48523e+03
7.10000e+06,7.92055e-02,9.84542e-03,3.79799e+02,4.89759e+00,8.47855e+03
7.20000e+06,7.93841e-02,9.80729e-03,3.78519e+02,4.89753e+00,8.47186e+03
7.30000e+06,7.95558e-02,1.05777e-02,3.77294e+02,4.90505e+00,8.46517e+03
7.40000e+06,7.97292e-02,1.07783e-02,3.76063e+02,4.89736e+00,8.45849e+03
7.50000e+06,7.98624e-02,1.04141e-02,3.75123e+02,4.89700e+00,8.45180e+03
7.60000e+06,8.00436e-02,1.03217e-02,3.73850e+02,4.89698e+00,8.44512e+03
7.70000e+06,8.01715e-02,1.06266e-02,3.72956e+02,4.89717e+00,8.43843e+03
7.80000e+06,8.03149e-02,9.97577e-03,3.71958e+02,4.90388e+00,8.43174e+03
7.90000e+06,8.04570e-02,1.11913e-02,3.70972e+02,4.89732e+00,8.42506e+03
8.00000e+06,8.06249e-02,1.00578e-02,3.69814e+02,4.89575e+00,8.41837e+03
8.10000e+06,8.07893e-02,1.08966e-02,3.68685e+02,4.89702e+00,8.41243e+03
8.20000e+06,8.09247e-02,1.04247e-02,3.67761e+02,4.89741e+00,8.40648e+03
8.30000e+06,8.10476e-02,1.01951e-02,3.66924e+02,4.89863e+00,8.40053e+03
8.40000e+06,8.12006e-02,1.15242e-02,3.65888e+02,4.89742e+00,8.39459e+03
8.50000e+06,8.13595e-02,1.08363e-02,3.64816e+02,4.89594e+00,8.38864e+03
8.60000e+06,8.15191e-02,1.07484e-02,3.63746e+02,4.89763e+00,8.38269e+03
8.70000e+06,8.16310e-02,1.06771e-02,3.62998e+02,4.89810e+00,8.37674e+03
8.80000e+06,8.17791e-02,1.17405e-02,3.62013e+02,4.89855e+00,8.37080e+03
8.90000e+06,8.19167e-02,1.11220e-02,3.61101e+02,4.89799e+00,8.36485e+03
9.00000e+06,8.20663e-02,1.11348e-02,3.60114e+02,4.88999e+00,8.35890e+03
9.10000e+06,8.21814e-02,1.10615e-02,3.59358e+02,4.89799e+00,8.35354e+03
9.20000e+06,8.23134e-02,1.11926e-02,3.58493e+02,4.89850e+00,8.34819e+03
9.30000e+06,8.24203e-02,1.13875e-02,3.57796e+02,4.89846e+00,8.34283e+03
9.40000e+06,8.25832e-02,1.18489e-02,3.56738e+02,4.89786e+00,8.33747e+03
9.50000e+06,8.27014e-02,1.21941e-02,3.55974e+02,4.89596e+00,8.33211e+03
9.60000e+06,8.28007e-02,1.11685e-02,3.55333e+02,4.89772e+00,8.32675e+03
9.70000e+06,8.29437e-02,1.15761e-02,3.54415e+02,4.89922e+00,8.32139e+03
9.80000e+06,8.30389e-02,1.14250e-02,3.53805e+02,4.89782e+00,8.31603e+03
9.90000e+06,8.32026e-02,1.21823e-02,3.52762e+02,4.89762e+00,8.31067e+03
1.00000e+07,8.33195e-02,1.18171e-02,3.52020e+02,4.89538e+00,8.30531e+03
1.01000e+07,8.34594e-02,1.27514e-02,3.51135e+02,4.89762e+00,8.30043e+03
1.02000e+07,8.35479e-02,1.21597e-02,3.50577e+02,4.90092e+00,8.29555e+03
1.03000e+07,8.36544e-02,1.21502e-02,3.49908e+02,4.89738e+00,8.29067e+03
1.04000e+07,8.37644e-02,1.22742e-02,3.49219e+02,4.89679e+00,8.28579e+03
