#time,n_m (rad/yr),e_m,n_p (rad/yr),e_p,O_p (rad/yr),n_crit (rad/yr),a_m/R_H
0.00000e+00,1.54786956e+03,1.00000000e-03,1.04180437e+01,0.00000000e+00,1.10156805e+04,6.97263033e+01,0.05141319
1.00000e+02,1.54586764e+03,1.00212821e-03,1.04180437e+01,0.00000000e+00,1.10141882e+04,6.97263033e+01,0.05145756
2.00000e+02,1.54387934e+03,1.00424950e-03,1.04180437e+01,0.00000000e+00,1.10127035e+04,6.97263033e+01,0.05150173
3.00000e+02,1.54190451e+03,1.00636390e-03,1.04180437e+01,0.00000000e+00,1.10112264e+04,6.97263033e+01,0.05154570
4.00000e+02,1.53994297e+03,1.00847150e-03,1.04180437e+01,0.00000000e+00,1.10097567e+04,6.97263033e+01,0.05158946
5.00000e+02,1.53799456e+03,1.01057234e-03,1.04180437e+01,0.00000000e+00,1.10082944e+04,6.97263033e+01,0.05163302
6.00000e+02,1.53605914e+03,1.01266648e-03,1.04180437e+01,0.00000000e+00,1.10068393e+04,6.97263033e+01,0.05167639
7.00000e+02,1.53413653e+03,1.01475398e-03,1.04180437e+01,0.00000000e+00,1.10053915e+04,6.97263033e+01,0.05171955
8.00000e+02,1.53222660e+03,1.01683489e-03,1.04180437e+01,0.00000000e+00,1.10039508e+04,6.97263033e+01,0.05176252
9.00000e+02,1.53032918e+03,1.01890928e-03,1.04180437e+01,0.00000000e+00,1.10025172e+04,6.97263033e+01,0.05180530
1.00000e+03,1.52844414e+03,1.02097719e-03,1.04180437e+01,0.00000000e+00,1.10010906e+04,6.97263033e+01,0.05184788
2.00000e+03,1.51024356e+03,1.04131158e-03,1.04180437e+01,0.00000000e+00,1.09871945e+04,6.97263033e+01,0.05226361
3.00000e+03,1.49313520e+03,1.06105323e-03,1.04180437e+01,0.00000000e+00,1.09739272e+04,6.97263033e+01,0.05266208
4.00000e+03,1.47700623e+03,1.08024616e-03,1.04180437e+01,0.00000000e+00,1.09612324e+04,6.97263033e+01,0.05304477
5.00000e+03,1.46175995e+03,1.09892930e-03,1.04180437e+01,0.00000000e+00,1.09490613e+04,6.97263033e+01,0.05341297
6.00000e+03,1.44731285e+03,1.11713728e-03,1.04180437e+01,0.00000000e+00,1.09373709e+04,6.97263033e+01,0.05376783
7.00000e+03,1.43359239e+03,1.13490108e-03,1.04180437e+01,0.00000000e+00,1.09261235e+04,6.97263033e+01,0.05411034
8.00000e+03,1.42053517e+03,1.15224850e-03,1.04180437e+01,0.00000000e+00,1.09152857e+04,6.97263033e+01,0.05444142
9.00000e+03,1.40808550e+03,1.16920464e-03,1.04180437e+01,0.00000000e+00,1.09048278e+04,6.97263033e+01,0.05476184
1.00000e+04,1.39619419e+03,1.18579221e-03,1.04180437e+01,0.00000000e+00,1.08947231e+04,6.97263033e+01,0.05507234
1.10000e+04,1.38481760e+03,1.20203187e-03,1.04180437e+01,0.00000000e+00,1.08849478e+04,6.97263033e+01,0.05537355
1.20000e+04,1.37391688e+03,1.21794244e-03,1.04180437e+01,0.00000000e+00,1.08754804e+04,6.97263033e+01,0.05566605
1.30000e+04,1.36345727e+03,1.23354116e-03,1.04180437e+01,0.00000000e+00,1.08663015e+04,6.97263033e+01,0.05595038
1.40000e+04,1.35340754e+03,1.24884383e-03,1.04180437e+01,0.00000000e+00,1.08573934e+04,6.97263033e+01,0.05622701
