#time,a_sat,e_sat,n_sat,n_p,Omega_p
7.56000e+05,9.42494e-02,5.12609e-03,6.23632e+02,1.04239e+01,9.51186e+03
7.57000e+05,9.41911e-02,4.32564e-03,6.24210e+02,1.04236e+01,9.51130e+03
7.58000e+05,9.42897e-02,4.29336e-03,6.23232e+02,1.04246e+01,9.51074e+03
7.59000e+05,9.42343e-02,5.15565e-03,6.23782e+02,1.04239e+01,9.51018e+03
7.60000e+05,9.42544e-02,5.02780e-03,6.23582e+02,1.04244e+01,9.50962e+03
7.61000e+05,9.42682e-02,5.05467e-03,6.23445e+02,1.04234e+01,9.50906e+03
7.62000e+05,9.43653e-02,4.44712e-03,6.22483e+02,1.04235e+01,9.50850e+03
7.63000e+05,9.43892e-02,4.71685e-03,6.22247e+02,1.04242e+01,9.50795e+03
7.64000e+05,9.43192e-02,5.17488e-03,6.22940e+02,1.04239e+01,9.50739e+03
7.65000e+05,9.43658e-02,5.25203e-03,6.22478e+02,1.04236e+01,9.50684e+03
7.66000e+05,9.43668e-02,5.25124e-03,6.22469e+02,1.04235e+01,9.50628e+03
7.67000e+05,9.43974e-02,5.08130e-03,6.22165e+02,1.04241e+01,9.50573e+03
7.68000e+05,9.44578e-02,5.30386e-03,6.21569e+02,1.04240e+01,9.50518e+03
7.69000e+05,9.44853e-02,4.56806e-03,6.21298e+02,1.04237e+01,9.50463e+03
7.70000e+05,9.44381e-02,5.52528e-03,6.21763e+02,1.04228e+01,9.50407e+03
7.71000e+05,9.45262e-02,5.35801e-03,6.20895e+02,1.04237e+01,9.50352e+03
7.72000e+05,9.45362e-02,4.48567e-03,6.20796e+02,1.04200e+01,9.50297e+03
7.73000e+05,9.45082e-02,5.02590e-03,6.21072e+02,1.04237e+01,9.50242e+03
7.74000e+05,9.45350e-02,5.15324e-03,6.20808e+02,1.04231e+01,9.50187e+03
7.75000e+05,9.45783e-02,4.34010e-03,6.20382e+02,1.04237e+01,9.50133e+03
7.76000e+05,9.46212e-02,4.34984e-03,6.19959e+02,1.04239e+01,9.50078e+03
7.77000e+05,9.46242e-02,5.18954e-03,6.19930e+02,1.04250e+01,9.50023e+03
7.78000e+05,9.45788e-02,4.59799e-03,6.20376e+02,1.04235e+01,9.49968e+03
7.79000e+05,9.46642e-02,4.81533e-03,6.19537e+02,1.04288e+01,9.49914e+03
7.80000e+05,9.46110e-02,5.11050e-03,6.20060e+02,1.04240e+01,9.49859e+03
7.81000e+05,9.47079e-02,4.32586e-03,6.19109e+02,1.04241e+01,9.49805e+03
7.82000e+05,9.47329e-02,4.59742e-03,6.18863e+02,1.04235e+01,9.49751e+03
7.83000e+05,9.47245e-02,4.44019e-03,6.18946e+02,1.04235e+01,9.49696e+03
7.84000e+05,9.47356e-02,4.58419e-03,6.18837e+02,1.04235e+01,9.49642e+03
7.85000e+05,9.47730e-02,4.94241e-03,6.18471e+02,1.04239e+01,9.49588e+03
7.86000e+05,9.47743e-02,4.46671e-03,6.18458e+02,1.04201e+01,9.49534e+03
7.87000e+05,9.47405e-02,3.88751e-03,6.18789e+02,1.04236e+01,9.49480e+03
7.88000e+05,9.47939e-02,5.15374e-03,6.18266e+02,1.04238e+01,9.49426e+03
7.89000e+05,9.48481e-02,4.42991e-03,6.17736e+02,1.04242e+01,9.49372e+03
7.90000e+05,9.48626e-02,5.19130e-03,6.17594e+02,1.04238e+01,9.49318e+03
7.91000e+05,9.48716e-02,4.45199e-03,6.17507e+02,1.04216e+01,9.49264e+03
7.92000e+05,9.48707e-02,5.30401e-03,6.17515e+02,1.04238e+01,9.49210e+03
7.93000e+05,9.48882e-02,4.65487e-03,6.17345e+02,1.04251e+01,9.49157e+03
7.94000e+05,9.49470e-02,4.55598e-03,6.16771e+02,1.04237e+01,9.49103e+03
7.95000e+05,9.48734e-02,3.83930e-03,6.17489e+02,1.04234e+01,9.49049e+03
7.96000e+05,9.49418e-02,4.35824e-03,6.16822e+02,1.04236e+01,9.48996e+03
7.97000e+05,9.49149e-02,5.49385e-03,6.17084e+02,1.04239e+01,9.48942e+03
7.98000e+05,9.49445e-02,4.05614e-03,6.16796e+02,1.04274e+01,9.48889e+03
7.99000e+05,9.50230e-02,4.47439e-03,6.16031e+02,1.04235e+01,9.48836e+03
8.00000e+05,9.49575e-02,5.46661e-03,6.16669e+02,1.04242e+01,9.48782e+03
8.01000e+05,9.50513e-02,5.56371e-03,6.15757e+02,1.04240e+01,9.48729e+03
8.02000e+05,9.50398e-02,5.33674e-03,6.15868e+02,1.04241e+01,9.48676e+03
8.03000e+05,9.50196e-02,5.53524e-03,6.16065e+02,1.04233e+01,9.48623e+03
8.04000e+05,9.51099e-02,5.44441e-03,6.15187e+02,1.04235e+01,9.48570e+03
8.05000e+05,9.50457e-02,5.59076e-03,6.15811e+02,1.04205e+01,9.48517e+03
8.06000e+05,9.51286e-02,4.62477e-03,6.15006e+02,1.04239e+01,9.48464e+03
8.07000e+05,9.51620e-02,4.78232e-03,6.14682e+02,1.04229e+01,9.48411e+03
8.08000e+05,9.51311e-02,4.38448e-03,6.14982e+02,1.04235e+01,9.48359e+03
8.09000e+05,9.51777e-02,4.97015e-03,6.14531e+02,1.04237e+01,9.48306e+03
8.10000e+05,9.51982e-02,4.83440e-03,6.14332e+02,1.04244e+01,9.48253e+03
8.11000e+05,9.51557e-02,4.79824e-03,6.14743e+02,1.04237e+01,9.48201e+03
8.12000e+05,9.52494e-02,4.37522e-03,6.13837e+02,1.04246e+01,9.48148e+03
8.13000e+05,9.52483e-02,4.84946e-03,6.13847e+02,1.04238e+01,9.48096e+03
8.14000e+05,9.52045e-02,3.76204e-03,6.14271e+02,1.04249e+01,9.48043e+03
8.15000e+05,9.52347e-02,3.84777e-03,6.13978e+02,1.04237e+01,9.47991e+03
8.16000e+05,9.53147e-02,5.11490e-03,6.13206e+02,1.04234e+01,9.47939e+03
8.17000e+05,9.52634e-02,4.43912e-03,6.13701e+02,1.04236e+01,9.47886e+03
8.18000e+05,9.53459e-02,5.42661e-03,6.12905e+02,1.04239e+01,9.47834e+03
8.19000e+05,9.53707e-02,4.49370e-03,6.12666e+02,1.04233e+01,9.47782e+03
8.20000e+05,9.53228e-02,4.95078e-03,6.13127e+02,1.04235e+01,9.47730e+03
8.21000e+05,9.53999e-02,4.62486e-03,6.12385e+02,1.04231e+01,9.47678e+03
8.22000e+05,9.54078e-02,5.54469e-03,6.12309e+02,1.04241e+01,9.47626e+03
8.23000e+05,9.53846e-02,4.19329e-03,6.12532e+02,1.04240e+01,9.47574e+03
8.24000e+05,9.53943e-02,4.18390e-03,6.12439e+02,1.04230e+01,9.47522e+03
8.25000e+05,9.54811e-02,4.28157e-03,6.11603e+02,1.04236e+01,9.47470e+03
8.26000e+05,9.54132e-02,4.05903e-03,6.12256e+02,1.04235e+01,9.47419e+03
8.27000e+05,9.55093e-02,4.04406e-03,6.11333e+02,1.04239e+01,9.47367e+03
8.28000e+05,9.54512e-02,3.49533e-03,6.11891e+02,1.04234e+01,9.47315e+03
8.29000e+05,9.55344e-02,4.11769e-03,6.11092e+02,1.04234e+01,9.47264e+03
8.30000e+05,9.54944e-02,4.25409e-03,6.11475e+02,1.04238e+01,9.47212e+03
8.31000e+05,9.55073e-02,3.68918e-03,6.11352e+02,1.04249e+01,9.47161e+03
8.32000e+05,9.55984e-02,4.17474e-03,6.10478e+02,1.04237e+01,9.47110e+03
8.33000e+05,9.55495e-02,5.08172e-03,6.10947e+02,1.04272e+01,9.47058e+03
8.34000e+05,9.55810e-02,4.02366e-03,6.10645e+02,1.04238e+01,9.47007e+03
8.35000e+05,9.56131e-02,4.06584e-03,6.10337e+02,1.04244e+01,9.46956e+03
8.36000e+05,9.56393e-02,4.49387e-03,6.10087e+02,1.04236e+01,9.46905e+03
8.37000e+05,9.56306e-02,5.25908e-03,6.10170e+02,1.04235e+01,9.46854e+03
8.38000e+05,9.56953e-02,5.63560e-03,6.09551e+02,1.04228e+01,9.46803e+03
8.39000e+05,9.56791e-02,5.06023e-03,6.09706e+02,1.04239e+01,9.46752e+03
8.40000e+05,9.56550e-02,5.52710e-03,6.09937e+02,1.04196e+01,9.46701e+03
8.41000e+05,9.57370e-02,5.37296e-03,6.09153e+02,1.04235e+01,9.46650e+03
8.42000e+05,9.56849e-02,4.21692e-03,6.09650e+02,1.04234e+01,9.46599e+03
8.43000e+05,9.57275e-02,5.18729e-03,6.09244e+02,1.04242e+01,9.46548e+03
8.44000e+05,9.57392e-02,4.62122e-03,6.09132e+02,1.04239e+01,9.46498e+03
8.45000e+05,9.57360e-02,5.67969e-03,6.09163e+02,1.04235e+01,9.46447e+03
8.46000e+05,9.57730e-02,5.53767e-03,6.08810e+02,1.04236e+01,9.46396e+03
8.47000e+05,9.57755e-02,5.23081e-03,6.08785e+02,1.04271e+01,9.46346e+03
8.48000e+05,9.58560e-02,4.92508e-03,6.08019e+02,1.04239e+01,9.46295e+03
8.49000e+05,9.58837e-02,4.34229e-03,6.07756e+02,1.04235e+01,9.46245e+03
8.50000e+05,9.58099e-02,4.17510e-03,6.08458e+02,1.04234e+01,9.46194e+03
8.51000e+05,9.58691e-02,5.05042e-03,6.07894e+02,1.04237e+01,9.46144e+03
8.52000e+05,9.58498e-02,5.41331e-03,6.08078e+02,1.04258e+01,9.46094e+03
8.53000e+05,9.59392e-02,4.20658e-03,6.07228e+02,1.04237e+01,9.46044e+03
8.54000e+05,9.59217e-02,5.22728e-03,6.07394e+02,1.04226e+01,9.45993e+03
8.55000e+05,9.58979e-02,4.57120e-03,6.07621e+02,1.04239e+01,9.45943e+03
8.56000e+05,9.59265e-02,5.03538e-03,6.07349e+02,1.04241e+01,9.45893e+03
8.57000e+05,9.60216e-02,5.44663e-03,6.06447e+02,1.04237e+01,9.45843e+03
8.58000e+05,9.59510e-02,3.94289e-03,6.07116e+02,1.04235e+01,9.45793e+03
8.59000e+05,9.59667e-02,3.82423e-03,6.06968e+02,1.04194e+01,9.45743e+03
8.60000e+05,9.60012e-02,4.68894e-03,6.06641e+02,1.04240e+01,9.45694e+03
8.61000e+05,9.60139e-02,3.93239e-03,6.06520e+02,1.04232e+01,9.45644e+03
8.62000e+05,9.60068e-02,5.35098e-03,6.06587e+02,1.04235e+01,9.45594e+03
8.63000e+05,9.60695e-02,3.88701e-03,6.05993e+02,1.04235e+01,9.45544e+03
8.64000e+05,9.60440e-02,3.56795e-03,6.06235e+02,1.04243e+01,9.45495e+03
8.65000e+05,9.60844e-02,4.41957e-03,6.05852e+02,1.04239e+01,9.45445e+03
8.66000e+05,9.61213e-02,4.55412e-03,6.05504e+02,1.04269e+01,9.45396e+03
8.67000e+05,9.61715e-02,4.26814e-03,6.05029e+02,1.04237e+01,9.45346e+03
8.68000e+05,9.61814e-02,4.39426e-03,6.04936e+02,1.04249e+01,9.45297e+03
8.69000e+05,9.61383e-02,4.13713e-03,6.05343e+02,1.04239e+01,9.45247e+03
8.70000e+05,9.61424e-02,4.81792e-03,6.05304e+02,1.04237e+01,9.45198e+03
8.71000e+05,9.62115e-02,4.76597e-03,6.04653e+02,1.04230e+01,9.45149e+03
8.72000e+05,9.62413e-02,4.21123e-03,6.04371e+02,1.04238e+01,9.45100e+03
8.73000e+05,9.62178e-02,4.84275e-03,6.04593e+02,1.04219e+01,9.45051e+03
8.74000e+05,9.62805e-02,3.82711e-03,6.04002e+02,1.04236e+01,9.45001e+03
8.75000e+05,9.63025e-02,5.19146e-03,6.03795e+02,1.04228e+01,9.44952e+03
8.76000e+05,9.62461e-02,4.98317e-03,6.04326e+02,1.04238e+01,9.44903e+03
8.77000e+05,9.62689e-02,5.04063e-03,6.04112e+02,1.04241e+01,9.44854e+03
8.78000e+05,9.63392e-02,3.92181e-03,6.03450e+02,1.04237e+01,9.44806e+03
8.79000e+05,9.63685e-02,4.88820e-03,6.03175e+02,1.04235e+01,9.44757e+03
8.80000e+05,9.63122e-02,3.92625e-03,6.03704e+02,1.04235e+01,9.44708e+03
8.81000e+05,9.64140e-02,3.99763e-03,6.02748e+02,1.04239e+01,9.44659e+03
8.82000e+05,9.64203e-02,4.20030e-03,6.02690e+02,1.04242e+01,9.44610e+03
8.83000e+05,9.64207e-02,4.35378e-03,6.02686e+02,1.04234e+01,9.44562e+03
8.84000e+05,9.63752e-02,4.34931e-03,6.03113e+02,1.04235e+01,9.44513e+03
8.85000e+05,9.64511e-02,4.43477e-03,6.02400e+02,1.04248e+01,9.44465e+03
8.86000e+05,9.64653e-02,4.17753e-03,6.02267e+02,1.04238e+01,9.44416e+03
8.87000e+05,9.64573e-02,5.01136e-03,6.02342e+02,1.04271e+01,9.44368e+03
8.88000e+05,9.65240e-02,4.92896e-03,6.01719e+02,1.04236e+01,9.44319e+03
8.89000e+05,9.64443e-02,3.31874e-03,6.02464e+02,1.04241e+01,9.44271e+03
8.90000e+05,9.64745e-02,5.11335e-03,6.02182e+02,1.04240e+01,9.44223e+03
8.91000e+05,9.65227e-02,3.89968e-03,6.01730e+02,1.04236e+01,9.44174e+03
8.92000e+05,9.65055e-02,3.54191e-03,6.01892e+02,1.04224e+01,9.44126e+03
8.93000e+05,9.66007e-02,4.47175e-03,6.01002e+02,1.04238e+01,9.44078e+03
8.94000e+05,9.66172e-02,4.08674e-03,6.00848e+02,1.04211e+01,9.44030e+03
8.95000e+05,9.65468e-02,5.11120e-03,6.01505e+02,1.04237e+01,9.43982e+03
8.96000e+05,9.65890e-02,4.35176e-03,6.01111e+02,1.04230e+01,9.43934e+03
8.97000e+05,9.65797e-02,5.16192e-03,6.01198e+02,1.04240e+01,9.43886e+03
8.98000e+05,9.66740e-02,4.99853e-03,6.00318e+02,1.04240e+01,9.43838e+03
8.99000e+05,9.65968e-02,3.37510e-03,6.01038e+02,1.04241e+01,9.43790e+03
9.00000e+05,9.67158e-02,3.97872e-03,5.99930e+02,1.04236e+01,9.43742e+03
9.01000e+05,9.66463e-02,5.18791e-03,6.00576e+02,1.04269e+01,9.43695e+03
9.02000e+05,9.67326e-02,5.08261e-03,5.99773e+02,1.04240e+01,9.43647e+03
9.03000e+05,9.66988e-02,3.94153e-03,6.00087e+02,1.04240e+01,9.43599e+03
9.04000e+05,9.67295e-02,4.78299e-03,5.99802e+02,1.04232e+01,9.43552e+03
9.05000e+05,9.67511e-02,4.66112e-03,5.99601e+02,1.04236e+01,9.43504e+03
9.06000e+05,9.67943e-02,4.01438e-03,5.99199e+02,1.04247e+01,9.43457e+03
9.07000e+05,9.67298e-02,3.85427e-03,5.99799e+02,1.04239e+01,9.43409e+03
9.08000e+05,9.67813e-02,4.41454e-03,5.99321e+02,1.04205e+01,9.43362e+03
9.09000e+05,9.67702e-02,3.93805e-03,5.99424e+02,1.04236e+01,9.43314e+03
9.10000e+05,9.67942e-02,5.21705e-03,5.99200e+02,1.04241e+01,9.43267e+03
9.11000e+05,9.68365e-02,4.23150e-03,5.98808e+02,1.04239e+01,9.43220e+03
9.12000e+05,9.68663e-02,4.19033e-03,5.98532e+02,1.04237e+01,9.43173e+03
9.13000e+05,9.68201e-02,5.46717e-03,5.98960e+02,1.04215e+01,9.43125e+03
9.14000e+05,9.69259e-02,4.99612e-03,5.97980e+02,1.04238e+01,9.43078e+03
9.15000e+05,9.68817e-02,4.71952e-03,5.98389e+02,1.04249e+01,9.43031e+03
9.16000e+05,9.68933e-02,4.87828e-03,5.98281e+02,1.04235e+01,9.42984e+03
9.17000e+05,9.69738e-02,4.37752e-03,5.97537e+02,1.04233e+01,9.42937e+03
9.18000e+05,9.69162e-02,3.98958e-03,5.98069e+02,1.04240e+01,9.42890e+03
9.19000e+05,9.69113e-02,4.07786e-03,5.98115e+02,1.04240e+01,9.42843e+03
9.20000e+05,9.69473e-02,5.31167e-03,5.97782e+02,1.04277e+01,9.42797e+03
9.21000e+05,9.70327e-02,3.97860e-03,5.96993e+02,1.04235e+01,9.42750e+03
9.22000e+05,9.70383e-02,5.17433e-03,5.96941e+02,1.04244e+01,9.42703e+03
9.23000e+05,9.70697e-02,4.69168e-03,5.96651e+02,1.04240e+01,9.42656e+03
9.24000e+05,9.70143e-02,5.22214e-03,5.97162e+02,1.04239e+01,9.42610e+03
9.25000e+05,9.70454e-02,4.85553e-03,5.96876e+02,1.04231e+01,9.42563e+03
9.26000e+05,9.70788e-02,4.74862e-03,5.96568e+02,1.04236e+01,9.42516e+03
9.27000e+05,9.70933e-02,4.68484e-03,5.96434e+02,1.04191e+01,9.42470e+03
9.28000e+05,9.71186e-02,5.15959e-03,5.96201e+02,1.04238e+01,9.42423e+03
9.29000e+05,9.71492e-02,4.36470e-03,5.95919e+02,1.04223e+01,9.42377e+03
9.30000e+05,9.71376e-02,4.63762e-03,5.96025e+02,1.04237e+01,9.42331e+03
9.31000e+05,9.71370e-02,4.28703e-03,5.96032e+02,1.04239e+01,9.42284e+03
9.32000e+05,9.71516e-02,4.30199e-03,5.95897e+02,1.04243e+01,9.42238e+03
9.33000e+05,9.71586e-02,4.80667e-03,5.95832e+02,1.04237e+01,9.42192e+03
9.34000e+05,9.71560e-02,4.50421e-03,5.95856e+02,1.04269e+01,9.42146e+03
9.35000e+05,9.72245e-02,4.71183e-03,5.95227e+02,1.04239e+01,9.42099e+03
9.36000e+05,9.71923e-02,4.14115e-03,5.95523e+02,1.04245e+01,9.42053e+03
9.37000e+05,9.72534e-02,5.21504e-03,5.94961e+02,1.04236e+01,9.42007e+03
9.38000e+05,9.72411e-02,3.60692e-03,5.95074e+02,1.04234e+01,9.41961e+03
9.39000e+05,9.72484e-02,4.00143e-03,5.95008e+02,1.04238e+01,9.41915e+03
9.40000e+05,9.72769e-02,4.90839e-03,5.94746e+02,1.04240e+01,9.41869e+03
9.41000e+05,9.72959e-02,4.44030e-03,5.94572e+02,1.04253e+01,9.41823e+03
9.42000e+05,9.72998e-02,5.05286e-03,5.94536e+02,1.04236e+01,9.41778e+03
9.43000e+05,9.72953e-02,5.38609e-03,5.94577e+02,1.04237e+01,9.41732e+03
9.44000e+05,9.73797e-02,4.68053e-03,5.93804e+02,1.04241e+01,9.41686e+03
9.45000e+05,9.73524e-02,3.79917e-03,5.94054e+02,1.04239e+01,9.41640e+03
9.46000e+05,9.73993e-02,5.02812e-03,5.93625e+02,1.04225e+01,9.41595e+03
9.47000e+05,9.74194e-02,4.15418e-03,5.93442e+02,1.04236e+01,9.41549e+03
9.48000e+05,9.73657e-02,5.01280e-03,5.93932e+02,1.04204e+01,9.41503e+03
9.49000e+05,9.74425e-02,4.96790e-03,5.93231e+02,1.04238e+01,9.41458e+03
9.50000e+05,9.74857e-02,4.03294e-03,5.92836e+02,1.04232e+01,9.41412e+03
9.51000e+05,9.74436e-02,4.87783e-03,5.93220e+02,1.04236e+01,9.41367e+03
9.52000e+05,9.74323e-02,5.11171e-03,5.93324e+02,1.04239e+01,9.41322e+03
9.53000e+05,9.74425e-02,3.59143e-03,5.93231e+02,1.04249e+01,9.41276e+03
9.54000e+05,9.74694e-02,5.32749e-03,5.92985e+02,1.04236e+01,9.41231e+03
9.55000e+05,9.75643e-02,4.60415e-03,5.92120e+02,1.04270e+01,9.41186e+03
9.56000e+05,9.74830e-02,4.05021e-03,5.92861e+02,1.04239e+01,9.41140e+03
9.57000e+05,9.75678e-02,4.40716e-03,5.92088e+02,1.04244e+01,9.41095e+03
9.58000e+05,9.75750e-02,4.79042e-03,5.92023e+02,1.04235e+01,9.41050e+03
9.59000e+05,9.75464e-02,5.01904e-03,5.92283e+02,1.04234e+01,9.41005e+03
9.60000e+05,9.75494e-02,5.36795e-03,5.92256e+02,1.04237e+01,9.40960e+03
9.61000e+05,9.76397e-02,5.23495e-03,5.91434e+02,1.04239e+01,9.40915e+03
9.62000e+05,9.75688e-02,4.56789e-03,5.92079e+02,1.04206e+01,9.40870e+03
9.63000e+05,9.75821e-02,5.56584e-03,5.91958e+02,1.04235e+01,9.40825e+03
9.64000e+05,9.76231e-02,5.32893e-03,5.91585e+02,1.04235e+01,9.40780e+03
9.65000e+05,9.77053e-02,4.20017e-03,5.90838e+02,1.04242e+01,9.40735e+03
9.66000e+05,9.76547e-02,5.05432e-03,5.91298e+02,1.04238e+01,9.40691e+03
9.67000e+05,9.77129e-02,4.00591e-03,5.90770e+02,1.04223e+01,9.40646e+03
9.68000e+05,9.76903e-02,4.77150e-03,5.90975e+02,1.04237e+01,9.40601e+03
9.69000e+05,9.77573e-02,4.30604e-03,5.90367e+02,1.04263e+01,9.40556e+03
9.70000e+05,9.76985e-02,3.82484e-03,5.90900e+02,1.04238e+01,9.40512e+03
9.71000e+05,9.77813e-02,4.61883e-03,5.90150e+02,1.04233e+01,9.40467e+03
9.72000e+05,9.77516e-02,4.80633e-03,5.90419e+02,1.04236e+01,9.40423e+03
9.73000e+05,9.78320e-02,4.18823e-03,5.89691e+02,1.04239e+01,9.40378e+03
9.74000e+05,9.78278e-02,3.90697e-03,5.89729e+02,1.04267e+01,9.40334e+03
9.75000e+05,9.78649e-02,4.22881e-03,5.89394e+02,1.04237e+01,9.40289e+03
9.76000e+05,9.78098e-02,5.00969e-03,5.89892e+02,1.04226e+01,9.40245e+03
9.77000e+05,9.78470e-02,3.95760e-03,5.89555e+02,1.04239e+01,9.40201e+03
9.78000e+05,9.78236e-02,4.10404e-03,5.89767e+02,1.04242e+01,9.40156e+03
9.79000e+05,9.78593e-02,4.15245e-03,5.89445e+02,1.04233e+01,9.40112e+03
9.80000e+05,9.78691e-02,5.22152e-03,5.89356e+02,1.04235e+01,9.40068e+03
9.81000e+05,9.78633e-02,3.90463e-03,5.89408e+02,1.04200e+01,9.40024e+03
9.82000e+05,9.79265e-02,5.22464e-03,5.88837e+02,1.04239e+01,9.39980e+03
9.83000e+05,9.79616e-02,5.10968e-03,5.88521e+02,1.04229e+01,9.39936e+03
9.84000e+05,9.79315e-02,5.07455e-03,5.88793e+02,1.04235e+01,9.39892e+03
9.85000e+05,9.79447e-02,4.74971e-03,5.88674e+02,1.04237e+01,9.39848e+03
9.86000e+05,9.79686e-02,4.90809e-03,5.88459e+02,1.04244e+01,9.39804e+03
9.87000e+05,9.80422e-02,4.26238e-03,5.87796e+02,1.04238e+01,9.39760e+03
9.88000e+05,9.79911e-02,4.12651e-03,5.88256e+02,1.04291e+01,9.39716e+03
9.89000e+05,9.79802e-02,4.32334e-03,5.88354e+02,1.04236e+01,9.39672e+03
9.90000e+05,9.80571e-02,4.26141e-03,5.87662e+02,1.04251e+01,9.39628e+03
9.91000e+05,9.80179e-02,4.29874e-03,5.88015e+02,1.04237e+01,9.39584e+03
9.92000e+05,9.80654e-02,5.25201e-03,5.87587e+02,1.04234e+01,9.39541e+03
9.93000e+05,9.80234e-02,3.88103e-03,5.87965e+02,1.04235e+01,9.39497e+03
9.94000e+05,9.81283e-02,5.42618e-03,5.87022e+02,1.04239e+01,9.39453e+03
9.95000e+05,9.81241e-02,4.78068e-03,5.87060e+02,1.04203e+01,9.39410e+03
9.96000e+05,9.81061e-02,4.57486e-03,5.87221e+02,1.04236e+01,9.39366e+03
9.97000e+05,9.81169e-02,5.30323e-03,5.87125e+02,1.04231e+01,9.39323e+03
9.98000e+05,9.81737e-02,3.98287e-03,5.86615e+02,1.04240e+01,9.39279e+03
9.99000e+05,9.81793e-02,4.15995e-03,5.86565e+02,1.04240e+01,9.39236e+03
1.00000e+06,9.81788e-02,4.27131e-03,5.86570e+02,1.04236e+01,9.39192e+03
2.00000e+06,1.08875e-01,3.06262e-03,5.02292e+02,1.04235e+01,9.08304e+03
2.90000e+06,1.15021e-01,4.01613e-03,4.62573e+02,1.04241e+01,8.91362e+03
3.00000e+06,1.15633e-01,3.93909e-03,4.58904e+02,1.04240e+01,8.89479e+03
3.10000e+06,1.16270e-01,5.25859e-03,4.55137e+02,1.04183e+01,8.88110e+03
3.20000e+06,1.16653e-01,2.60651e-03,4.52901e+02,1.04236e+01,8.86740e+03
3.30000e+06,1.17350e-01,5.56245e-03,4.48873e+02,1.04234e+01,8.85371e+03
3.40000e+06,1.17845e-01,3.39649e-03,4.46046e+02,1.04228e+01,8.84001e+03
3.50000e+06,1.18210e-01,6.12832e-03,4.43982e+02,1.04238e+01,8.82632e+03
3.60000e+06,1.18666e-01,6.14174e-03,4.41427e+02,1.04252e+01,8.81263e+03
3.70000e+06,1.19146e-01,5.96455e-03,4.38763e+02,1.04238e+01,8.79893e+03
3.80000e+06,1.19803e-01,4.61505e-03,4.35157e+02,1.04237e+01,8.78524e+03
3.90000e+06,1.20157e-01,6.53660e-03,4.33236e+02,1.04233e+01,8.77154e+03
4.00000e+06,1.20564e-01,5.03432e-03,4.31044e+02,1.04236e+01,8.75785e+03
4.10000e+06,1.20973e-01,6.99877e-03,4.28856e+02,1.04237e+01,8.74703e+03
4.20000e+06,1.21594e-01,6.78866e-03,4.25575e+02,1.04242e+01,8.73622e+03
4.30000e+06,1.21984e-01,7.30244e-03,4.23539e+02,1.04239e+01,8.72540e+03
4.40000e+06,1.22192e-01,4.23732e-03,4.22455e+02,1.04222e+01,8.71458e+03
4.50000e+06,1.22728e-01,7.33224e-03,4.19690e+02,1.04235e+01,8.70377e+03
4.60000e+06,1.23181e-01,5.38786e-03,4.17379e+02,1.04234e+01,8.69295e+03
4.70000e+06,1.23392e-01,7.47464e-03,4.16309e+02,1.04238e+01,8.68213e+03
4.80000e+06,1.23936e-01,6.09534e-03,4.13572e+02,1.04239e+01,8.67132e+03
4.90000e+06,1.24350e-01,5.78762e-03,4.11506e+02,1.04247e+01,8.66050e+03
5.00000e+06,1.24719e-01,7.08121e-03,4.09684e+02,1.04237e+01,8.64968e+03
5.10000e+06,1.25094e-01,5.90555e-03,4.07843e+02,1.04235e+01,8.64072e+03
5.20000e+06,1.25488e-01,7.94689e-03,4.05922e+02,1.04217e+01,8.63175e+03
5.30000e+06,1.25703e-01,5.50420e-03,4.04884e+02,1.04238e+01,8.62279e+03
5.40000e+06,1.26143e-01,7.10560e-03,4.02765e+02,1.04246e+01,8.61382e+03
5.50000e+06,1.26342e-01,6.93819e-03,4.01814e+02,1.04240e+01,8.60486e+03
5.60000e+06,1.26639e-01,7.52286e-03,4.00403e+02,1.04238e+01,8.59589e+03
5.70000e+06,1.27154e-01,5.48034e-03,3.97973e+02,1.04299e+01,8.58693e+03
5.80000e+06,1.27239e-01,8.24559e-03,3.97573e+02,1.04235e+01,8.57796e+03
5.90000e+06,1.27784e-01,5.54724e-03,3.95031e+02,1.04232e+01,8.56900e+03
6.00000e+06,1.27892e-01,6.85112e-03,3.94531e+02,1.04239e+01,8.56003e+03
6.10000e+06,1.28408e-01,8.62692e-03,3.92156e+02,1.04239e+01,8.55237e+03
6.20000e+06,1.28494e-01,7.86337e-03,3.91763e+02,1.04213e+01,8.54470e+03
6.30000e+06,1.28761e-01,5.06300e-03,3.90543e+02,1.04235e+01,8.53703e+03
6.40000e+06,1.29363e-01,5.34007e-03,3.87822e+02,1.04235e+01,8.52936e+03
6.50000e+06,1.29524e-01,6.57792e-03,3.87096e+02,1.04234e+01,8.52169e+03
6.60000e+06,1.29854e-01,5.15367e-03,3.85625e+02,1.04239e+01,8.51402e+03
6.70000e+06,1.30197e-01,7.98787e-03,3.84100e+02,1.04242e+01,8.50635e+03
6.80000e+06,1.30475e-01,8.97268e-03,3.82875e+02,1.04234e+01,8.49868e+03
6.90000e+06,1.30633e-01,1.04032e-02,3.82180e+02,1.04235e+01,8.49101e+03
7.00000e+06,1.30965e-01,1.73558e-02,3.80729e+02,1.04218e+01,8.48334e+03
7.10000e+06,1.31202e-01,1.60404e-02,3.79695e+02,1.04239e+01,8.47663e+03
7.20000e+06,1.31520e-01,1.94582e-02,3.78318e+02,1.04238e+01,8.46991e+03
7.30000e+06,1.31876e-01,1.61566e-02,3.76788e+02,1.04233e+01,8.46320e+03
