#time,a_sat,e_sat,n_sat,n_p,Omega_p
4.65000e+05,8.77666e-02,3.50891e-03,6.93989e+02,1.04241e+01,9.71348e+03
4.66000e+05,8.77799e-02,3.97394e-03,6.93830e+02,1.04239e+01,9.71261e+03
4.67000e+05,8.77853e-02,4.27173e-03,6.93767e+02,1.04258e+01,9.71174e+03
4.68000e+05,8.77993e-02,3.40721e-03,6.93600e+02,1.04235e+01,9.71087e+03
4.69000e+05,8.78301e-02,3.50731e-03,6.93236e+02,1.04241e+01,9.71000e+03
4.70000e+05,8.78480e-02,4.33524e-03,6.93024e+02,1.04240e+01,9.70914e+03
4.71000e+05,8.79121e-02,4.06152e-03,6.92266e+02,1.04237e+01,9.70827e+03
4.72000e+05,8.78883e-02,2.98770e-03,6.92548e+02,1.04229e+01,9.70741e+03
4.73000e+05,8.79806e-02,4.51492e-03,6.91458e+02,1.04237e+01,9.70655e+03
4.74000e+05,8.79480e-02,3.22096e-03,6.91842e+02,1.04182e+01,9.70569e+03
4.75000e+05,8.80030e-02,4.18920e-03,6.91194e+02,1.04238e+01,9.70484e+03
4.76000e+05,8.80009e-02,4.55929e-03,6.91218e+02,1.04230e+01,9.70398e+03
4.77000e+05,8.80289e-02,3.98550e-03,6.90889e+02,1.04237e+01,9.70313e+03
4.78000e+05,8.80703e-02,4.52190e-03,6.90401e+02,1.04239e+01,9.70228e+03
4.79000e+05,8.80936e-02,3.33065e-03,6.90128e+02,1.04248e+01,9.70143e+03
4.80000e+05,8.81408e-02,3.74106e-03,6.89573e+02,1.04236e+01,9.70058e+03
4.81000e+05,8.81725e-02,3.92159e-03,6.89201e+02,1.04299e+01,9.69973e+03
4.82000e+05,8.81898e-02,3.98621e-03,6.89000e+02,1.04240e+01,9.69889e+03
4.83000e+05,8.82467e-02,3.62572e-03,6.88333e+02,1.04242e+01,9.69804e+03
4.84000e+05,8.82075e-02,4.55733e-03,6.88792e+02,1.04235e+01,9.69720e+03
4.85000e+05,8.83063e-02,3.52944e-03,6.87636e+02,1.04235e+01,9.69636e+03
4.86000e+05,8.82858e-02,4.33111e-03,6.87875e+02,1.04235e+01,9.69552e+03
4.87000e+05,8.83511e-02,3.72640e-03,6.87113e+02,1.04239e+01,9.69468e+03
4.88000e+05,8.83725e-02,4.27678e-03,6.86863e+02,1.04195e+01,9.69385e+03
4.89000e+05,8.84077e-02,3.75625e-03,6.86453e+02,1.04235e+01,9.69301e+03
4.90000e+05,8.84375e-02,4.57621e-03,6.86106e+02,1.04238e+01,9.69218e+03
4.91000e+05,8.84504e-02,3.58539e-03,6.85956e+02,1.04241e+01,9.69135e+03
4.92000e+05,8.84466e-02,4.40936e-03,6.86000e+02,1.04238e+01,9.69052e+03
4.93000e+05,8.84924e-02,4.19772e-03,6.85468e+02,1.04219e+01,9.68969e+03
4.94000e+05,8.85070e-02,3.47394e-03,6.85298e+02,1.04237e+01,9.68886e+03
4.95000e+05,8.85304e-02,3.61518e-03,6.85026e+02,1.04252e+01,9.68804e+03
4.96000e+05,8.86012e-02,3.53828e-03,6.84206e+02,1.04237e+01,9.68721e+03
4.97000e+05,8.86102e-02,4.41674e-03,6.84102e+02,1.04234e+01,9.68639e+03
4.98000e+05,8.85862e-02,3.39799e-03,6.84380e+02,1.04235e+01,9.68557e+03
4.99000e+05,8.86651e-02,4.38347e-03,6.83466e+02,1.04239e+01,9.68475e+03
5.00000e+05,8.86897e-02,3.85390e-03,6.83182e+02,1.04267e+01,9.68393e+03
5.01000e+05,8.86679e-02,3.85418e-03,6.83434e+02,1.04235e+01,9.68312e+03
5.02000e+05,8.87151e-02,4.59189e-03,6.82889e+02,1.04245e+01,9.68230e+03
5.03000e+05,8.87675e-02,4.14011e-03,6.82284e+02,1.04239e+01,9.68149e+03
5.04000e+05,8.87809e-02,4.15249e-03,6.82129e+02,1.04241e+01,9.68068e+03
5.05000e+05,8.88210e-02,3.83644e-03,6.81668e+02,1.04234e+01,9.67987e+03
5.06000e+05,8.88074e-02,4.14216e-03,6.81824e+02,1.04235e+01,9.67906e+03
5.07000e+05,8.88389e-02,4.16226e-03,6.81461e+02,1.04214e+01,9.67825e+03
5.08000e+05,8.89078e-02,4.19660e-03,6.80669e+02,1.04239e+01,9.67745e+03
5.09000e+05,8.89310e-02,3.79547e-03,6.80403e+02,1.04228e+01,9.67664e+03
5.10000e+05,8.89116e-02,4.38409e-03,6.80625e+02,1.04235e+01,9.67584e+03
5.11000e+05,8.89344e-02,3.80316e-03,6.80364e+02,1.04236e+01,9.67504e+03
5.12000e+05,8.89733e-02,4.35174e-03,6.79919e+02,1.04244e+01,9.67424e+03
5.13000e+05,8.89854e-02,4.44857e-03,6.79779e+02,1.04237e+01,9.67344e+03
5.14000e+05,8.90446e-02,3.92537e-03,6.79102e+02,1.04233e+01,9.67264e+03
5.15000e+05,8.90875e-02,4.46143e-03,6.78611e+02,1.04238e+01,9.67184e+03
5.16000e+05,8.90943e-02,3.68760e-03,6.78533e+02,1.04250e+01,9.67105e+03
5.17000e+05,8.90779e-02,4.35365e-03,6.78721e+02,1.04238e+01,9.67026e+03
5.18000e+05,8.91515e-02,4.03659e-03,6.77881e+02,1.04234e+01,9.66946e+03
5.19000e+05,8.91802e-02,4.62503e-03,6.77553e+02,1.04236e+01,9.66867e+03
5.20000e+05,8.91929e-02,4.23060e-03,6.77409e+02,1.04239e+01,9.66788e+03
5.21000e+05,8.91745e-02,4.56161e-03,6.77618e+02,1.04252e+01,9.66710e+03
5.22000e+05,8.91933e-02,4.79210e-03,6.77404e+02,1.04236e+01,9.66631e+03
5.23000e+05,8.92292e-02,4.63489e-03,6.76995e+02,1.04230e+01,9.66553e+03
5.24000e+05,8.92919e-02,3.80613e-03,6.76282e+02,1.04240e+01,9.66474e+03
5.25000e+05,8.92828e-02,4.62311e-03,6.76385e+02,1.04240e+01,9.66396e+03
5.26000e+05,8.92952e-02,3.33798e-03,6.76245e+02,1.04231e+01,9.66318e+03
5.27000e+05,8.93263e-02,4.69532e-03,6.75892e+02,1.04236e+01,9.66240e+03
5.28000e+05,8.93896e-02,4.68636e-03,6.75173e+02,1.04215e+01,9.66162e+03
5.29000e+05,8.93956e-02,4.70158e-03,6.75106e+02,1.04239e+01,9.66084e+03
5.30000e+05,8.94469e-02,3.74597e-03,6.74525e+02,1.04235e+01,9.66007e+03
5.31000e+05,8.94767e-02,3.97768e-03,6.74188e+02,1.04234e+01,9.65929e+03
5.32000e+05,8.95019e-02,4.49761e-03,6.73903e+02,1.04238e+01,9.65852e+03
5.33000e+05,8.94761e-02,4.64710e-03,6.74195e+02,1.04248e+01,9.65775e+03
5.34000e+05,8.95474e-02,4.35297e-03,6.73390e+02,1.04237e+01,9.65698e+03
5.35000e+05,8.95744e-02,4.57565e-03,6.73085e+02,1.04289e+01,9.65621e+03
5.36000e+05,8.95929e-02,4.69524e-03,6.72877e+02,1.04237e+01,9.65544e+03
5.37000e+05,8.96266e-02,4.59854e-03,6.72498e+02,1.04245e+01,9.65468e+03
5.38000e+05,8.96016e-02,4.69227e-03,6.72779e+02,1.04236e+01,9.65391e+03
5.39000e+05,8.96461e-02,3.81926e-03,6.72278e+02,1.04235e+01,9.65315e+03
5.40000e+05,8.96897e-02,3.83832e-03,6.71788e+02,1.04230e+01,9.65238e+03
5.41000e+05,8.96929e-02,4.47332e-03,6.71753e+02,1.04239e+01,9.65162e+03
5.42000e+05,8.97155e-02,3.67453e-03,6.71498e+02,1.04185e+01,9.65086e+03
5.43000e+05,8.97177e-02,4.52602e-03,6.71474e+02,1.04235e+01,9.65010e+03
5.44000e+05,8.97660e-02,3.59815e-03,6.70932e+02,1.04233e+01,9.64935e+03
5.45000e+05,8.97963e-02,3.94985e-03,6.70592e+02,1.04241e+01,9.64859e+03
5.46000e+05,8.98308e-02,4.68863e-03,6.70206e+02,1.04239e+01,9.64784e+03
5.47000e+05,8.98778e-02,4.58215e-03,6.69681e+02,1.04235e+01,9.64708e+03
5.48000e+05,8.98351e-02,3.28113e-03,6.70158e+02,1.04236e+01,9.64633e+03
5.49000e+05,8.98682e-02,4.70607e-03,6.69788e+02,1.04277e+01,9.64558e+03
5.50000e+05,8.98896e-02,4.75980e-03,6.69549e+02,1.04239e+01,9.64483e+03
5.51000e+05,8.99711e-02,3.86426e-03,6.68638e+02,1.04236e+01,9.64408e+03
5.52000e+05,8.99295e-02,4.49475e-03,6.69103e+02,1.04234e+01,9.64333e+03
5.53000e+05,8.99601e-02,4.59918e-03,6.68761e+02,1.04237e+01,9.64259e+03
5.54000e+05,8.99809e-02,4.83068e-03,6.68530e+02,1.04256e+01,9.64184e+03
5.55000e+05,9.00571e-02,4.61208e-03,6.67681e+02,1.04237e+01,9.64110e+03
5.56000e+05,9.00723e-02,4.42062e-03,6.67512e+02,1.04225e+01,9.64036e+03
5.57000e+05,9.00798e-02,4.37183e-03,6.67429e+02,1.04239e+01,9.63961e+03
5.58000e+05,9.00618e-02,4.02177e-03,6.67629e+02,1.04242e+01,9.63887e+03
5.59000e+05,9.01639e-02,4.47637e-03,6.66495e+02,1.04238e+01,9.63813e+03
5.60000e+05,9.01687e-02,4.25377e-03,6.66443e+02,1.04236e+01,9.63740e+03
5.61000e+05,9.02016e-02,4.63114e-03,6.66078e+02,1.04202e+01,9.63666e+03
5.62000e+05,9.01775e-02,4.74522e-03,6.66344e+02,1.04239e+01,9.63593e+03
5.63000e+05,9.01921e-02,4.09600e-03,6.66182e+02,1.04230e+01,9.63519e+03
5.64000e+05,9.02089e-02,4.85238e-03,6.65997e+02,1.04235e+01,9.63446e+03
5.65000e+05,9.03028e-02,4.60492e-03,6.64958e+02,1.04234e+01,9.63373e+03
5.66000e+05,9.03207e-02,3.99802e-03,6.64760e+02,1.04242e+01,9.63300e+03
5.67000e+05,9.03233e-02,4.40757e-03,6.64731e+02,1.04239e+01,9.63227e+03
5.68000e+05,9.03231e-02,4.42082e-03,6.64734e+02,1.04258e+01,9.63154e+03
5.69000e+05,9.03843e-02,4.15531e-03,6.64059e+02,1.04236e+01,9.63081e+03
5.70000e+05,9.03511e-02,5.01014e-03,6.64425e+02,1.04252e+01,9.63009e+03
5.71000e+05,9.03919e-02,4.80960e-03,6.63975e+02,1.04239e+01,9.62936e+03
5.72000e+05,9.04147e-02,3.39486e-03,6.63724e+02,1.04238e+01,9.62864e+03
5.73000e+05,9.04359e-02,4.67751e-03,6.63491e+02,1.04230e+01,9.62791e+03
5.74000e+05,9.04999e-02,4.35323e-03,6.62787e+02,1.04238e+01,9.62719e+03
5.75000e+05,9.04892e-02,4.67567e-03,6.62905e+02,1.04235e+01,9.62647e+03
5.76000e+05,9.05526e-02,4.51492e-03,6.62208e+02,1.04236e+01,9.62575e+03
5.77000e+05,9.05136e-02,4.16986e-03,6.62636e+02,1.04227e+01,9.62504e+03
5.78000e+05,9.05350e-02,4.70848e-03,6.62401e+02,1.04238e+01,9.62432e+03
5.79000e+05,9.05882e-02,4.79901e-03,6.61818e+02,1.04241e+01,9.62360e+03
5.80000e+05,9.06456e-02,4.07047e-03,6.61190e+02,1.04238e+01,9.62289e+03
5.81000e+05,9.06689e-02,3.93292e-03,6.60935e+02,1.04235e+01,9.62218e+03
5.82000e+05,9.06946e-02,3.88557e-03,6.60654e+02,1.04214e+01,9.62146e+03
5.83000e+05,9.06527e-02,3.78732e-03,6.61112e+02,1.04239e+01,9.62075e+03
5.84000e+05,9.06894e-02,4.63475e-03,6.60710e+02,1.04243e+01,9.62004e+03
5.85000e+05,9.07068e-02,4.70224e-03,6.60521e+02,1.04234e+01,9.61933e+03
5.86000e+05,9.07763e-02,3.97600e-03,6.59763e+02,1.04234e+01,9.61863e+03
5.87000e+05,9.07461e-02,3.86992e-03,6.60092e+02,1.04246e+01,9.61792e+03
5.88000e+05,9.07841e-02,4.69227e-03,6.59677e+02,1.04239e+01,9.61721e+03
5.89000e+05,9.07889e-02,4.75824e-03,6.59625e+02,1.04288e+01,9.61651e+03
5.90000e+05,9.08034e-02,4.17767e-03,6.59466e+02,1.04236e+01,9.61580e+03
5.91000e+05,9.08501e-02,3.83553e-03,6.58958e+02,1.04241e+01,9.61510e+03
5.92000e+05,9.09201e-02,4.32644e-03,6.58198e+02,1.04240e+01,9.61440e+03
5.93000e+05,9.09220e-02,4.58906e-03,6.58177e+02,1.04237e+01,9.61370e+03
5.94000e+05,9.09584e-02,4.52950e-03,6.57782e+02,1.04226e+01,9.61300e+03
5.95000e+05,9.09249e-02,3.47414e-03,6.58145e+02,1.04238e+01,9.61230e+03
5.96000e+05,9.09421e-02,5.01566e-03,6.57959e+02,1.04196e+01,9.61161e+03
5.97000e+05,9.10257e-02,4.46834e-03,6.57052e+02,1.04237e+01,9.61091e+03
5.98000e+05,9.09924e-02,4.79045e-03,6.57414e+02,1.04229e+01,9.61022e+03
5.99000e+05,9.10555e-02,4.67794e-03,6.56730e+02,1.04239e+01,9.60952e+03
6.00000e+05,9.10803e-02,4.00442e-03,6.56462e+02,1.04240e+01,9.60883e+03
6.01000e+05,9.11064e-02,4.17811e-03,6.56180e+02,1.04240e+01,9.60814e+03
6.02000e+05,9.11478e-02,4.45753e-03,6.55732e+02,1.04236e+01,9.60745e+03
6.03000e+05,9.10995e-02,4.91817e-03,6.56255e+02,1.04279e+01,9.60676e+03
6.04000e+05,9.11885e-02,4.12597e-03,6.55294e+02,1.04240e+01,9.60607e+03
6.05000e+05,9.11562e-02,4.75956e-03,6.55642e+02,1.04241e+01,9.60538e+03
6.06000e+05,9.12230e-02,4.30763e-03,6.54922e+02,1.04233e+01,9.60469e+03
6.07000e+05,9.12160e-02,4.73970e-03,6.54998e+02,1.04236e+01,9.60401e+03
6.08000e+05,9.12823e-02,4.09478e-03,6.54284e+02,1.04247e+01,9.60332e+03
6.09000e+05,9.12984e-02,4.48289e-03,6.54111e+02,1.04239e+01,9.60264e+03
6.10000e+05,9.12546e-02,4.69106e-03,6.54582e+02,1.04201e+01,9.60196e+03
6.11000e+05,9.13198e-02,4.86027e-03,6.53881e+02,1.04236e+01,9.60128e+03
6.12000e+05,9.13647e-02,4.06947e-03,6.53399e+02,1.04240e+01,9.60060e+03
6.13000e+05,9.13306e-02,4.48676e-03,6.53765e+02,1.04240e+01,9.59992e+03
6.14000e+05,9.14031e-02,4.49411e-03,6.52987e+02,1.04237e+01,9.59924e+03
6.15000e+05,9.13816e-02,4.89580e-03,6.53218e+02,1.04218e+01,9.59856e+03
6.16000e+05,9.14514e-02,4.73688e-03,6.52470e+02,1.04238e+01,9.59789e+03
6.17000e+05,9.14624e-02,4.94698e-03,6.52353e+02,1.04250e+01,9.59721e+03
6.18000e+05,9.14411e-02,4.41142e-03,6.52581e+02,1.04236e+01,9.59654e+03
6.19000e+05,9.14595e-02,3.95803e-03,6.52384e+02,1.04232e+01,9.59586e+03
6.20000e+05,9.14793e-02,3.55546e-03,6.52172e+02,1.04240e+01,9.59519e+03
6.21000e+05,9.15274e-02,3.64981e-03,6.51658e+02,1.04240e+01,9.59452e+03
6.22000e+05,9.15186e-02,4.83098e-03,6.51752e+02,1.04269e+01,9.59385e+03
6.23000e+05,9.16021e-02,3.96105e-03,6.50861e+02,1.04235e+01,9.59318e+03
6.24000e+05,9.15864e-02,4.24184e-03,6.51028e+02,1.04244e+01,9.59251e+03
6.25000e+05,9.15940e-02,3.93895e-03,6.50947e+02,1.04240e+01,9.59184e+03
6.26000e+05,9.16013e-02,3.53730e-03,6.50869e+02,1.04240e+01,9.59118e+03
6.27000e+05,9.16208e-02,4.93257e-03,6.50661e+02,1.04232e+01,9.59051e+03
6.28000e+05,9.17056e-02,4.91280e-03,6.49759e+02,1.04235e+01,9.58985e+03
6.29000e+05,9.16700e-02,3.92485e-03,6.50137e+02,1.04205e+01,9.58918e+03
6.30000e+05,9.16940e-02,4.93487e-03,6.49883e+02,1.04238e+01,9.58852e+03
6.31000e+05,9.17443e-02,4.01127e-03,6.49348e+02,1.04220e+01,9.58786e+03
6.32000e+05,9.17606e-02,4.72974e-03,6.49175e+02,1.04237e+01,9.58720e+03
6.33000e+05,9.17896e-02,4.76632e-03,6.48868e+02,1.04239e+01,9.58654e+03
6.34000e+05,9.18321e-02,3.79528e-03,6.48417e+02,1.04243e+01,9.58588e+03
6.35000e+05,9.18250e-02,4.93128e-03,6.48492e+02,1.04237e+01,9.58522e+03
6.36000e+05,9.18799e-02,4.27659e-03,6.47911e+02,1.04250e+01,9.58456e+03
6.37000e+05,9.19001e-02,4.01983e-03,6.47698e+02,1.04239e+01,9.58391e+03
6.38000e+05,9.18576e-02,5.04781e-03,6.48146e+02,1.04247e+01,9.58325e+03
6.39000e+05,9.19521e-02,4.06578e-03,6.47148e+02,1.04236e+01,9.58260e+03
6.40000e+05,9.19006e-02,4.36708e-03,6.47692e+02,1.04234e+01,9.58195e+03
6.41000e+05,9.19691e-02,4.39163e-03,6.46969e+02,1.04238e+01,9.58129e+03
6.42000e+05,9.19642e-02,3.99682e-03,6.47021e+02,1.04240e+01,9.58064e+03
6.43000e+05,9.20311e-02,4.10744e-03,6.46314e+02,1.04272e+01,9.57999e+03
6.44000e+05,9.20456e-02,5.08544e-03,6.46163e+02,1.04236e+01,9.57934e+03
6.45000e+05,9.20415e-02,3.77167e-03,6.46205e+02,1.04237e+01,9.57869e+03
6.46000e+05,9.21019e-02,4.82984e-03,6.45570e+02,1.04240e+01,9.57805e+03
6.47000e+05,9.21108e-02,4.91867e-03,6.45476e+02,1.04240e+01,9.57740e+03
6.48000e+05,9.21297e-02,4.23276e-03,6.45278e+02,1.04227e+01,9.57675e+03
6.49000e+05,9.21344e-02,4.17836e-03,6.45228e+02,1.04236e+01,9.57611e+03
6.50000e+05,9.21174e-02,5.12371e-03,6.45406e+02,1.04186e+01,9.57546e+03
6.51000e+05,9.21252e-02,3.42164e-03,6.45325e+02,1.04238e+01,9.57482e+03
6.52000e+05,9.22275e-02,4.09058e-03,6.44252e+02,1.04232e+01,9.57418e+03
6.53000e+05,9.22279e-02,4.17194e-03,6.44247e+02,1.04236e+01,9.57354e+03
6.54000e+05,9.22557e-02,4.98609e-03,6.43957e+02,1.04238e+01,9.57290e+03
6.55000e+05,9.22717e-02,5.06348e-03,6.43789e+02,1.04248e+01,9.57226e+03
6.56000e+05,9.22472e-02,3.72828e-03,6.44045e+02,1.04236e+01,9.57162e+03
6.57000e+05,9.22469e-02,3.50844e-03,6.44049e+02,1.04283e+01,9.57098e+03
6.58000e+05,9.22718e-02,4.71019e-03,6.43788e+02,1.04238e+01,9.57034e+03
6.59000e+05,9.23595e-02,4.24887e-03,6.42871e+02,1.04244e+01,9.56971e+03
6.60000e+05,9.23262e-02,4.74118e-03,6.43218e+02,1.04236e+01,9.56907e+03
6.61000e+05,9.23927e-02,4.42944e-03,6.42525e+02,1.04234e+01,9.56844e+03
6.62000e+05,9.24150e-02,4.13921e-03,6.42292e+02,1.04237e+01,9.56781e+03
6.63000e+05,9.24222e-02,4.26700e-03,6.42217e+02,1.04239e+01,9.56717e+03
6.64000e+05,9.24429e-02,4.58880e-03,6.42001e+02,1.04199e+01,9.56654e+03
6.65000e+05,9.24957e-02,4.72752e-03,6.41451e+02,1.04235e+01,9.56591e+03
6.66000e+05,9.24368e-02,4.80981e-03,6.42065e+02,1.04235e+01,9.56528e+03
6.67000e+05,9.24661e-02,3.77191e-03,6.41760e+02,1.04242e+01,9.56465e+03
6.68000e+05,9.25414e-02,4.85491e-03,6.40977e+02,1.04239e+01,9.56402e+03
6.69000e+05,9.25709e-02,4.20330e-03,6.40670e+02,1.04224e+01,9.56340e+03
6.70000e+05,9.25954e-02,4.56658e-03,6.40416e+02,1.04236e+01,9.56277e+03
6.71000e+05,9.25746e-02,4.35660e-03,6.40632e+02,1.04266e+01,9.56215e+03
6.72000e+05,9.25705e-02,3.77690e-03,6.40675e+02,1.04239e+01,9.56152e+03
6.73000e+05,9.26465e-02,4.84486e-03,6.39886e+02,1.04233e+01,9.56090e+03
6.74000e+05,9.26441e-02,4.46094e-03,6.39911e+02,1.04236e+01,9.56027e+03
6.75000e+05,9.26778e-02,4.53463e-03,6.39562e+02,1.04239e+01,9.55965e+03
6.76000e+05,9.26547e-02,5.35926e-03,6.39802e+02,1.04262e+01,9.55903e+03
6.77000e+05,9.26622e-02,3.91509e-03,6.39724e+02,1.04237e+01,9.55841e+03
6.78000e+05,9.27409e-02,4.99962e-03,6.38909e+02,1.04225e+01,9.55779e+03
6.79000e+05,9.27266e-02,4.78498e-03,6.39057e+02,1.04239e+01,9.55717e+03
6.80000e+05,9.27547e-02,3.96648e-03,6.38767e+02,1.04242e+01,9.55655e+03
6.81000e+05,9.28107e-02,4.24873e-03,6.38189e+02,1.04234e+01,9.55594e+03
6.82000e+05,9.28337e-02,5.23971e-03,6.37952e+02,1.04235e+01,9.55532e+03
6.83000e+05,9.28064e-02,3.89923e-03,6.38233e+02,1.04209e+01,9.55470e+03
6.84000e+05,9.28710e-02,4.55582e-03,6.37567e+02,1.04239e+01,9.55409e+03
6.85000e+05,9.28377e-02,4.75951e-03,6.37910e+02,1.04228e+01,9.55348e+03
6.86000e+05,9.28925e-02,4.08072e-03,6.37345e+02,1.04235e+01,9.55286e+03
6.87000e+05,9.28868e-02,5.07135e-03,6.37405e+02,1.04237e+01,9.55225e+03
6.88000e+05,9.29601e-02,4.45436e-03,6.36651e+02,1.04243e+01,9.55164e+03
6.89000e+05,9.29255e-02,5.13849e-03,6.37006e+02,1.04239e+01,9.55103e+03
6.90000e+05,9.29176e-02,5.16949e-03,6.37088e+02,1.04276e+01,9.55042e+03
6.91000e+05,9.29973e-02,4.92068e-03,6.36268e+02,1.04236e+01,9.54981e+03
6.92000e+05,9.29651e-02,4.38975e-03,6.36599e+02,1.04253e+01,9.54920e+03
6.93000e+05,9.29853e-02,3.81668e-03,6.36392e+02,1.04238e+01,9.54859e+03
6.94000e+05,9.30329e-02,3.81950e-03,6.35904e+02,1.04234e+01,9.54799e+03
6.95000e+05,9.30429e-02,4.98837e-03,6.35801e+02,1.04235e+01,9.54738e+03
6.96000e+05,9.31168e-02,5.09270e-03,6.35044e+02,1.04238e+01,9.54678e+03
6.97000e+05,9.30897e-02,4.08316e-03,6.35321e+02,1.04223e+01,9.54617e+03
6.98000e+05,9.30796e-02,5.24559e-03,6.35425e+02,1.04236e+01,9.54557e+03
6.99000e+05,9.31679e-02,4.46414e-03,6.34522e+02,1.04230e+01,9.54497e+03
7.00000e+05,9.31151e-02,3.53959e-03,6.35062e+02,1.04240e+01,9.54436e+03
7.01000e+05,9.31299e-02,3.50182e-03,6.34911e+02,1.04241e+01,9.54376e+03
7.02000e+05,9.31928e-02,4.13963e-03,6.34267e+02,1.04236e+01,9.54316e+03
7.03000e+05,9.31788e-02,5.24105e-03,6.34410e+02,1.04235e+01,9.54256e+03
7.04000e+05,9.32172e-02,5.11021e-03,6.34018e+02,1.04212e+01,9.54196e+03
7.05000e+05,9.32216e-02,5.27399e-03,6.33974e+02,1.04239e+01,9.54137e+03
7.06000e+05,9.32511e-02,4.46054e-03,6.33673e+02,1.04234e+01,9.54077e+03
7.07000e+05,9.33328e-02,4.50671e-03,6.32841e+02,1.04235e+01,9.54017e+03
7.08000e+05,9.33527e-02,4.11353e-03,6.32639e+02,1.04236e+01,9.53958e+03
7.09000e+05,9.33687e-02,4.39899e-03,6.32476e+02,1.04247e+01,9.53898e+03
7.10000e+05,9.33159e-02,4.26397e-03,6.33013e+02,1.04238e+01,9.53839e+03
7.11000e+05,9.33508e-02,4.65955e-03,6.32658e+02,1.04275e+01,9.53780e+03
7.12000e+05,9.34011e-02,4.04347e-03,6.32147e+02,1.04237e+01,9.53720e+03
7.13000e+05,9.34461e-02,4.51605e-03,6.31690e+02,1.04244e+01,9.53661e+03
7.14000e+05,9.34641e-02,4.83596e-03,6.31508e+02,1.04239e+01,9.53602e+03
7.15000e+05,9.34342e-02,4.82937e-03,6.31812e+02,1.04236e+01,9.53543e+03
7.16000e+05,9.34501e-02,4.90582e-03,6.31650e+02,1.04226e+01,9.53484e+03
7.17000e+05,9.35066e-02,4.30211e-03,6.31077e+02,1.04239e+01,9.53425e+03
7.18000e+05,9.34620e-02,4.63975e-03,6.31529e+02,1.04183e+01,9.53366e+03
7.19000e+05,9.35096e-02,5.20004e-03,6.31047e+02,1.04236e+01,9.53308e+03
7.20000e+05,9.35015e-02,4.14248e-03,6.31129e+02,1.04233e+01,9.53249e+03
7.21000e+05,9.35893e-02,5.30926e-03,6.30241e+02,1.04239e+01,9.53190e+03
7.22000e+05,9.36046e-02,4.97478e-03,6.30087e+02,1.04240e+01,9.53132e+03
7.23000e+05,9.35667e-02,5.25197e-03,6.30470e+02,1.04239e+01,9.53073e+03
7.24000e+05,9.36493e-02,4.28879e-03,6.29636e+02,1.04235e+01,9.53015e+03
7.25000e+05,9.35962e-02,4.14199e-03,6.30171e+02,1.04275e+01,9.52957e+03
7.26000e+05,9.36978e-02,4.93274e-03,6.29147e+02,1.04239e+01,9.52899e+03
7.27000e+05,9.36582e-02,4.94200e-03,6.29546e+02,1.04238e+01,9.52840e+03
7.28000e+05,9.36562e-02,5.33651e-03,6.29566e+02,1.04233e+01,9.52782e+03
7.29000e+05,9.37029e-02,5.01491e-03,6.29096e+02,1.04237e+01,9.52724e+03
7.30000e+05,9.37400e-02,5.06173e-03,6.28722e+02,1.04255e+01,9.52667e+03
7.31000e+05,9.37757e-02,5.09641e-03,6.28363e+02,1.04238e+01,9.52609e+03
7.32000e+05,9.37294e-02,3.95897e-03,6.28829e+02,1.04218e+01,9.52551e+03
7.33000e+05,9.37545e-02,5.10997e-03,6.28577e+02,1.04237e+01,9.52493e+03
7.34000e+05,9.37949e-02,5.09880e-03,6.28171e+02,1.04241e+01,9.52436e+03
7.35000e+05,9.38209e-02,4.93138e-03,6.27909e+02,1.04239e+01,9.52378e+03
7.36000e+05,9.38699e-02,4.29875e-03,6.27417e+02,1.04235e+01,9.52321e+03
7.37000e+05,9.38240e-02,4.24072e-03,6.27878e+02,1.04209e+01,9.52263e+03
7.38000e+05,9.38891e-02,5.45414e-03,6.27225e+02,1.04239e+01,9.52206e+03
7.39000e+05,9.39020e-02,4.03685e-03,6.27096e+02,1.04242e+01,9.52149e+03
7.40000e+05,9.39006e-02,5.13164e-03,6.27110e+02,1.04236e+01,9.52091e+03
7.41000e+05,9.39136e-02,5.30991e-03,6.26979e+02,1.04233e+01,9.52034e+03
7.42000e+05,9.39625e-02,4.99331e-03,6.26491e+02,1.04241e+01,9.51977e+03
7.43000e+05,9.39349e-02,4.31956e-03,6.26766e+02,1.04240e+01,9.51920e+03
7.44000e+05,9.39541e-02,3.65808e-03,6.26574e+02,1.04271e+01,9.51863e+03
7.45000e+05,9.39684e-02,5.34717e-03,6.26431e+02,1.04235e+01,9.51806e+03
7.46000e+05,9.40260e-02,4.61551e-03,6.25856e+02,1.04246e+01,9.51750e+03
7.47000e+05,9.40806e-02,5.29769e-03,6.25311e+02,1.04240e+01,9.51693e+03
7.48000e+05,9.40545e-02,4.68063e-03,6.25571e+02,1.04237e+01,9.51636e+03
7.49000e+05,9.40496e-02,5.06513e-03,6.25621e+02,1.04232e+01,9.51580e+03
7.50000e+05,9.41006e-02,4.29509e-03,6.25112e+02,1.04238e+01,9.51523e+03
7.51000e+05,9.41034e-02,3.77352e-03,6.25084e+02,1.04216e+01,9.51467e+03
7.52000e+05,9.41051e-02,5.49972e-03,6.25067e+02,1.04238e+01,9.51410e+03
7.53000e+05,9.41916e-02,4.39217e-03,6.24205e+02,1.04224e+01,9.51354e+03
7.54000e+05,9.41436e-02,5.25532e-03,6.24684e+02,1.04237e+01,9.51298e+03
7.55000e+05,9.42033e-02,5.16923e-03,6.24089e+02,1.04241e+01,9.51242e+03
