#time,n_m (rad/yr),e_m,n_p (rad/yr),e_p,O_p (rad/yr),n_crit (rad/yr),a_m/R_H
0.00000e+00,1.54963098e+03,1.00000000e-03,1.04180437e+01,2.68486549e-02,1.10156805e+04,6.97263033e+01,0.05137422
1.00000e+02,1.54839562e+03,1.00131071e-03,1.04180437e+01,2.68486549e-02,1.10145508e+04,6.97263033e+01,0.05140154
2.00000e+02,1.54716547e+03,1.00261875e-03,1.04180437e+01,2.68486549e-02,1.10134246e+04,6.97263033e+01,0.05142878
3.00000e+02,1.54594051e+03,1.00392414e-03,1.04180437e+01,2.68486549e-02,1.10123021e+04,6.97263033e+01,0.05145595
4.00000e+02,1.54472069e+03,1.00522689e-03,1.04180437e+01,2.68486549e-02,1.10111830e+04,6.97263033e+01,0.05148303
5.00000e+02,1.54350597e+03,1.00652702e-03,1.04180437e+01,2.68486549e-02,1.10100675e+04,6.97263033e+01,0.05151004
6.00000e+02,1.54229631e+03,1.00782453e-03,1.04180437e+01,2.68486549e-02,1.10089554e+04,6.97263033e+01,0.05153697
7.00000e+02,1.54109169e+03,1.00911945e-03,1.04180437e+01,2.68486549e-02,1.10078469e+04,6.97263033e+01,0.05156382
8.00000e+02,1.53989205e+03,1.01041178e-03,1.04180437e+01,2.68486549e-02,1.10067417e+04,6.97263033e+01,0.05159060
9.00000e+02,1.53869736e+03,1.01170155e-03,1.04180437e+01,2.68486549e-02,1.10056400e+04,6.97263033e+01,0.05161730
1.00000e+03,1.53750759e+03,1.01298875e-03,1.04180437e+01,2.68486549e-02,1.10045417e+04,6.97263033e+01,0.05164392
2.00000e+03,1.52587240e+03,1.02572315e-03,1.04180437e+01,2.68486549e-02,1.09937407e+04,6.97263033e+01,0.05190612
3.00000e+03,1.51469104e+03,1.03821604e-03,1.04180437e+01,2.68486549e-02,1.09832571e+04,6.97263033e+01,0.05216126
4.00000e+03,1.50393253e+03,1.05047922e-03,1.04180437e+01,2.68486549e-02,1.09730721e+04,6.97263033e+01,0.05240972
5.00000e+03,1.49356886e+03,1.06252361e-03,1.04180437e+01,2.68486549e-02,1.09631686e+04,6.97263033e+01,0.05265188
6.00000e+03,1.48357464e+03,1.07435929e-03,1.04180437e+01,2.68486549e-02,1.09535309e+04,6.97263033e+01,0.05288808
