#time,n_m (rad/yr),e_m,n_p (rad/yr),e_p,O_p (rad/yr),n_crit (rad/yr),a_m/R_H
0.00000e+00,1.54095768e+03,1.00000000e-03,4.88795354e+00,0.00000000e+00,1.10156805e+04,3.27143003e+01,0.03113610
1.00000e+02,1.54075851e+03,1.00021247e-03,4.88795354e+00,0.00000000e+00,1.10156655e+04,3.27143003e+01,0.03113879
2.00000e+02,1.54055947e+03,1.00042487e-03,4.88795354e+00,0.00000000e+00,1.10156505e+04,3.27143003e+01,0.03114147
3.00000e+02,1.54036057e+03,1.00063721e-03,4.88795354e+00,0.00000000e+00,1.10156356e+04,3.27143003e+01,0.03114415
4.00000e+02,1.54016181e+03,1.00084948e-03,4.88795354e+00,0.00000000e+00,1.10156206e+04,3.27143003e+01,0.03114683
5.00000e+02,1.53996317e+03,1.00106168e-03,4.88795354e+00,0.00000000e+00,1.10156057e+04,3.27143003e+01,0.03114951
6.00000e+02,1.53976467e+03,1.00127382e-03,4.88795354e+00,0.00000000e+00,1.10155908e+04,3.27143003e+01,0.03115219
7.00000e+02,1.53956630e+03,1.00148589e-03,4.88795354e+00,0.00000000e+00,1.10155758e+04,3.27143003e+01,0.03115486
8.00000e+02,1.53936806e+03,1.00169790e-03,4.88795354e+00,0.00000000e+00,1.10155609e+04,3.27143003e+01,0.03115754
9.00000e+02,1.53916995e+03,1.00190984e-03,4.88795354e+00,0.00000000e+00,1.10155460e+04,3.27143003e+01,0.03116021
1.00000e+03,1.53897198e+03,1.00212172e-03,4.88795354e+00,0.00000000e+00,1.10155311e+04,3.27143003e+01,0.03116288
2.00000e+03,1.53699948e+03,1.00423687e-03,4.88795354e+00,0.00000000e+00,1.10153825e+04,3.27143003e+01,0.03118954
3.00000e+03,1.53504001e+03,1.00634553e-03,4.88795354e+00,0.00000000e+00,1.10152346e+04,3.27143003e+01,0.03121607
4.00000e+03,1.53309342e+03,1.00844774e-03,4.88795354e+00,0.00000000e+00,1.10150874e+04,3.27143003e+01,0.03124249
5.00000e+03,1.53115956e+03,1.01054355e-03,4.88795354e+00,0.00000000e+00,1.10149410e+04,3.27143003e+01,0.03126879
6.00000e+03,1.52923828e+03,1.01263302e-03,4.88795354e+00,0.00000000e+00,1.10147952e+04,3.27143003e+01,0.03129498
7.00000e+03,1.52732944e+03,1.01471620e-03,4.88795354e+00,0.00000000e+00,1.10146502e+04,3.27143003e+01,0.03132105
8.00000e+03,1.52543288e+03,1.01679315e-03,4.88795354e+00,0.00000000e+00,1.10145058e+04,3.27143003e+01,0.03134700
9.00000e+03,1.52354847e+03,1.01886390e-03,4.88795354e+00,0.00000000e+00,1.10143622e+04,3.27143003e+01,0.03137284
1.00000e+04,1.52167606e+03,1.02092851e-03,4.88795354e+00,0.00000000e+00,1.10142192e+04,3.27143003e+01,0.03139858
1.10000e+04,1.51981553e+03,1.02298703e-03,4.88795354e+00,0.00000000e+00,1.10140769e+04,3.27143003e+01,0.03142420
1.20000e+04,1.51796674e+03,1.02503951e-03,4.88795354e+00,0.00000000e+00,1.10139352e+04,3.27143003e+01,0.03144971
1.30000e+04,1.51612954e+03,1.02708599e-03,4.88795354e+00,0.00000000e+00,1.10137942e+04,3.27143003e+01,0.03147511
