#nR_H,a_s,e_s,MA_s,tcol
0.250,0.02016585,0.43,48.73404,1000000.00000
0.250,0.02016585,0.13,126.44714,1000000.00000
0.250,0.02016585,0.25,75.28375,1000000.00000
0.250,0.02016585,0.51,21.70204,1000000.00000
0.250,0.02016585,0.59,104.79068,939.00235
0.250,0.02016585,0.30,165.75703,1000000.00000
0.250,0.02016585,0.24,63.60340,1000000.00000
0.250,0.02016585,0.43,118.60631,1000000.00000
0.250,0.02016585,0.58,19.25652,887897.66288
0.250,0.02016585,0.58,111.04685,1000000.00000
0.250,0.02016585,0.06,154.93150,1000000.00000
0.250,0.02016585,0.17,169.24144,1000000.00000
0.250,0.02016585,0.29,176.40586,1000000.00000
0.250,0.02016585,0.20,1.95078,1000000.00000
0.250,0.02016585,0.07,26.08108,1000000.00000
0.250,0.02016585,0.30,7.07618,1000000.00000
0.250,0.02016585,0.27,111.65572,1000000.00000
0.250,0.02016585,0.08,96.43944,1000000.00000
0.250,0.02016585,0.27,171.72919,1000000.00000
0.250,0.02016585,0.23,116.85785,1000000.00000
0.250,0.02016585,0.13,178.20969,1000000.00000
0.250,0.02016585,0.41,81.39923,1000000.00000
0.250,0.02016585,0.58,133.83149,1000000.00000
0.250,0.02016585,0.56,86.50558,76182.81232
0.250,0.02016585,0.51,107.32858,165414.58054
0.250,0.02016585,0.45,73.69410,1000000.00000
0.250,0.02016585,0.47,99.75204,1000000.00000
0.250,0.02016585,0.47,93.40519,1000000.00000
0.250,0.02016585,0.41,113.80757,1000000.00000
0.250,0.02016585,0.32,142.05082,1000000.00000
0.250,0.02016585,0.19,135.15679,1000000.00000
0.250,0.02016585,0.37,90.48967,1000000.00000
0.250,0.02016585,0.11,70.75759,1000000.00000
0.250,0.02016585,0.03,0.99398,1000000.00000
0.250,0.02016585,0.26,179.94918,1000000.00000
0.250,0.02016585,0.17,103.58535,1000000.00000
0.250,0.02016585,0.49,165.11644,1000000.00000
0.250,0.02016585,0.18,16.99973,1000000.00000
0.250,0.02016585,0.43,67.19568,1000000.00000
0.250,0.02016585,0.14,60.83913,1000000.00000
0.250,0.02016585,0.48,38.68927,1000000.00000
0.250,0.02016585,0.18,173.01430,1000000.00000
0.250,0.02016585,0.54,169.69172,1000000.00000
