#time,n_m (rad/yr),e_m,n_p (rad/yr),e_p,O_p (rad/yr),n_crit (rad/yr),a_m/R_H
0.00000e+00,1.55551340e+03,1.00000000e-03,4.88795366e+00,0.00000000e+00,1.10156805e+04,3.27143003e+01,0.03094156
1.00000e+02,1.55148767e+03,1.00426339e-03,4.88795366e+00,0.00000000e+00,1.10097326e+04,3.27143003e+01,0.03099506
2.00000e+02,1.54751769e+03,1.00849762e-03,4.88795366e+00,0.00000000e+00,1.10038469e+04,3.27143003e+01,0.03104805
3.00000e+02,1.54360207e+03,1.01270322e-03,4.88795366e+00,0.00000000e+00,1.09980220e+04,3.27143003e+01,0.03110053
4.00000e+02,1.53973950e+03,1.01688069e-03,4.88795366e+00,0.00000000e+00,1.09922567e+04,3.27143003e+01,0.03115252
5.00000e+02,1.53592869e+03,1.02103052e-03,4.88795366e+00,0.00000000e+00,1.09865497e+04,3.27143003e+01,0.03120403
6.00000e+02,1.53216839e+03,1.02515319e-03,4.88795366e+00,0.00000000e+00,1.09808999e+04,3.27143003e+01,0.03125507
7.00000e+02,1.52845741e+03,1.02924914e-03,4.88795366e+00,0.00000000e+00,1.09753060e+04,3.27143003e+01,0.03130564
8.00000e+02,1.52479459e+03,1.03331885e-03,4.88795366e+00,0.00000000e+00,1.09697669e+04,3.27143003e+01,0.03135575
9.00000e+02,1.52117882e+03,1.03736273e-03,4.88795366e+00,0.00000000e+00,1.09642815e+04,3.27143003e+01,0.03140542
1.00000e+03,1.51760901e+03,1.04138123e-03,4.88795366e+00,0.00000000e+00,1.09588488e+04,3.27143003e+01,0.03145465
2.00000e+03,1.48422486e+03,1.08025573e-03,4.88795366e+00,0.00000000e+00,1.09072041e+04,3.27143003e+01,0.03192456
3.00000e+03,1.45447193e+03,1.11698685e-03,4.88795366e+00,0.00000000e+00,1.08598542e+04,3.27143003e+01,0.03235846
4.00000e+03,1.42769376e+03,1.15185956e-03,4.88795366e+00,0.00000000e+00,1.08161207e+04,3.27143003e+01,0.03276182
5.00000e+03,1.40339273e+03,1.18510206e-03,4.88795366e+00,0.00000000e+00,1.07754754e+04,3.27143003e+01,0.03313894
6.00000e+03,1.38118330e+03,1.21690037e-03,4.88795366e+00,0.00000000e+00,1.07374992e+04,3.27143003e+01,0.03349324
7.00000e+03,1.36076108e+03,1.24740835e-03,4.88795366e+00,0.00000000e+00,1.07018533e+04,3.27143003e+01,0.03382752
8.00000e+03,1.34188186e+03,1.27675494e-03,4.88795366e+00,0.00000000e+00,1.06682603e+04,3.27143003e+01,0.03414407
9.00000e+03,1.32434692e+03,1.30504941e-03,4.88795366e+00,0.00000000e+00,1.06364899e+04,3.27143003e+01,0.03444479
1.00000e+04,1.30799258e+03,1.33238530e-03,4.88795366e+00,0.00000000e+00,1.06063489e+04,3.27143003e+01,0.03473131
1.10000e+04,1.29268247e+03,1.35884335e-03,4.88795366e+00,0.00000000e+00,1.05776735e+04,3.27143003e+01,0.03500501
1.20000e+04,1.27830192e+03,1.38449386e-03,4.88795366e+00,0.00000000e+00,1.05503237e+04,3.27143003e+01,0.03526705
1.30000e+04,1.26475361e+03,1.40939841e-03,4.88795366e+00,0.00000000e+00,1.05241787e+04,3.27143003e+01,0.03551846
1.40000e+04,1.25195430e+03,1.43361131e-03,4.88795366e+00,0.00000000e+00,1.04991338e+04,3.27143003e+01,0.03576013
1.50000e+04,1.23983230e+03,1.45718077e-03,4.88795366e+00,0.00000000e+00,1.04750974e+04,3.27143003e+01,0.03599284
1.60000e+04,1.22832542e+03,1.48014976e-03,4.88795366e+00,0.00000000e+00,1.04519890e+04,3.27143003e+01,0.03621728
1.70000e+04,1.21737941e+03,1.50255677e-03,4.88795366e+00,0.00000000e+00,1.04297376e+04,3.27143003e+01,0.03643405
1.80000e+04,1.20694669e+03,1.52443648e-03,4.88795366e+00,0.00000000e+00,1.04082798e+04,3.27143003e+01,0.03664370
1.90000e+04,1.19698531e+03,1.54582020e-03,4.88795366e+00,0.00000000e+00,1.03875595e+04,3.27143003e+01,0.03684672
2.00000e+04,1.18745808e+03,1.56673636e-03,4.88795366e+00,0.00000000e+00,1.03675259e+04,3.27143003e+01,0.03704355
2.10000e+04,1.17833194e+03,1.58721081e-03,4.88795366e+00,0.00000000e+00,1.03481338e+04,3.27143003e+01,0.03723457
2.20000e+04,1.16957734e+03,1.60726718e-03,4.88795366e+00,0.00000000e+00,1.03293420e+04,3.27143003e+01,0.03742014
2.30000e+04,1.16116777e+03,1.62692713e-03,4.88795366e+00,0.00000000e+00,1.03111134e+04,3.27143003e+01,0.03760060
2.40000e+04,1.15307940e+03,1.64621053e-03,4.88795366e+00,0.00000000e+00,1.02934142e+04,3.27143003e+01,0.03777623
2.50000e+04,1.14529069e+03,1.66513570e-03,4.88795366e+00,0.00000000e+00,1.02762136e+04,3.27143003e+01,0.03794730
2.60000e+04,1.13778212e+03,1.68371956e-03,4.88795366e+00,0.00000000e+00,1.02594833e+04,3.27143003e+01,0.03811407
2.70000e+04,1.13053598e+03,1.70197777e-03,4.88795366e+00,0.00000000e+00,1.02431977e+04,3.27143003e+01,0.03827676
2.80000e+04,1.12353613e+03,1.71992486e-03,4.88795366e+00,0.00000000e+00,1.02273328e+04,3.27143003e+01,0.03843558
2.90000e+04,1.11676782e+03,1.73757432e-03,4.88795366e+00,0.00000000e+00,1.02118669e+04,3.27143003e+01,0.03859071
3.00000e+04,1.11021755e+03,1.75493875e-03,4.88795366e+00,0.00000000e+00,1.01967798e+04,3.27143003e+01,0.03874236
3.10000e+04,1.10387293e+03,1.77202988e-03,4.88795366e+00,0.00000000e+00,1.01820527e+04,3.27143003e+01,0.03889066
3.20000e+04,1.09772256e+03,1.78885870e-03,4.88795366e+00,0.00000000e+00,1.01676685e+04,3.27143003e+01,0.03903579
3.30000e+04,1.09175594e+03,1.80543547e-03,4.88795366e+00,0.00000000e+00,1.01536109e+04,3.27143003e+01,0.03917789
3.40000e+04,1.08596336e+03,1.82176985e-03,4.88795366e+00,0.00000000e+00,1.01398650e+04,3.27143003e+01,0.03931708
3.50000e+04,1.08033586e+03,1.83787089e-03,4.88795366e+00,0.00000000e+00,1.01264169e+04,3.27143003e+01,0.03945350
3.60000e+04,1.07486510e+03,1.85374712e-03,4.88795366e+00,0.00000000e+00,1.01132536e+04,3.27143003e+01,0.03958726
3.70000e+04,1.06954335e+03,1.86940657e-03,4.88795366e+00,0.00000000e+00,1.01003628e+04,3.27143003e+01,0.03971847
3.80000e+04,1.06436343e+03,1.88485681e-03,4.88795366e+00,0.00000000e+00,1.00877331e+04,3.27143003e+01,0.03984723
3.90000e+04,1.05931864e+03,1.90010500e-03,4.88795366e+00,0.00000000e+00,1.00753539e+04,3.27143003e+01,0.03997364
4.00000e+04,1.05440273e+03,1.91515790e-03,4.88795366e+00,0.00000000e+00,1.00632151e+04,3.27143003e+01,0.04009779
4.10000e+04,1.04960986e+03,1.93002193e-03,4.88795366e+00,0.00000000e+00,1.00513073e+04,3.27143003e+01,0.04021976
4.20000e+04,1.04493456e+03,1.94470316e-03,4.88795366e+00,0.00000000e+00,1.00396215e+04,3.27143003e+01,0.04033964
4.30000e+04,1.04037172e+03,1.95920735e-03,4.88795366e+00,0.00000000e+00,1.00281494e+04,3.27143003e+01,0.04045750
4.40000e+04,1.03591653e+03,1.97353997e-03,4.88795366e+00,0.00000000e+00,1.00168830e+04,3.27143003e+01,0.04057342
4.50000e+04,1.03156448e+03,1.98770624e-03,4.88795366e+00,0.00000000e+00,1.00058149e+04,3.27143003e+01,0.04068745
4.60000e+04,1.02731133e+03,2.00171111e-03,4.88795366e+00,0.00000000e+00,9.99493802e+03,3.27143003e+01,0.04079967
4.70000e+04,1.02315307e+03,2.01555930e-03,4.88795366e+00,0.00000000e+00,9.98424562e+03,3.27143003e+01,0.04091014
4.80000e+04,1.01908595e+03,2.02925530e-03,4.88795366e+00,0.00000000e+00,9.97373136e+03,3.27143003e+01,0.04101892
4.90000e+04,1.01510642e+03,2.04280342e-03,4.88795366e+00,0.00000000e+00,9.96338922e+03,3.27143003e+01,0.04112605
5.00000e+04,1.01121110e+03,2.05620775e-03,4.88795366e+00,0.00000000e+00,9.95321348e+03,3.27143003e+01,0.04123160
5.10000e+04,1.00739684e+03,2.06947222e-03,4.88795366e+00,0.00000000e+00,9.94319871e+03,3.27143003e+01,0.04133561
5.20000e+04,1.00366063e+03,2.08260058e-03,4.88795366e+00,0.00000000e+00,9.93333972e+03,3.27143003e+01,0.04143813
5.30000e+04,9.99999618e+02,2.09559641e-03,4.88795366e+00,0.00000000e+00,9.92363160e+03,3.27143003e+01,0.04153921
5.40000e+04,9.96411116e+02,2.10846316e-03,4.88795366e+00,0.00000000e+00,9.91406966e+03,3.27143003e+01,0.04163888
5.50000e+04,9.92892561e+02,2.12120413e-03,4.88795366e+00,0.00000000e+00,9.90464941e+03,3.27143003e+01,0.04173719
5.60000e+04,9.89441524e+02,2.13382246e-03,4.88795366e+00,0.00000000e+00,9.89536659e+03,3.27143003e+01,0.04183419
5.70000e+04,9.86055693e+02,2.14632121e-03,4.88795366e+00,0.00000000e+00,9.88621713e+03,3.27143003e+01,0.04192990
