#time,n_m (rad/yr),e_m,n_p (rad/yr),e_p,O_p (rad/yr),n_crit (rad/yr),a_m/R_H
0.00000e+00,1.54963098e+03,1.00000000e-03,4.88795361e+00,4.67968280e-02,1.10156805e+04,3.27143003e+01,0.03101982
1.00000e+02,1.54913621e+03,1.00052461e-03,4.88795361e+00,4.67968280e-02,1.10152282e+04,3.27143003e+01,0.03102642
2.00000e+02,1.54864227e+03,1.00104878e-03,4.88795361e+00,4.67968280e-02,1.10147764e+04,3.27143003e+01,0.03103302
3.00000e+02,1.54814917e+03,1.00157253e-03,4.88795361e+00,4.67968280e-02,1.10143253e+04,3.27143003e+01,0.03103961
4.00000e+02,1.54765690e+03,1.00209585e-03,4.88795361e+00,4.67968280e-02,1.10138747e+04,3.27143003e+01,0.03104619
5.00000e+02,1.54716547e+03,1.00261875e-03,4.88795361e+00,4.67968280e-02,1.10134247e+04,3.27143003e+01,0.03105276
6.00000e+02,1.54667487e+03,1.00314123e-03,4.88795361e+00,4.67968280e-02,1.10129752e+04,3.27143003e+01,0.03105933
7.00000e+02,1.54618509e+03,1.00366328e-03,4.88795361e+00,4.67968280e-02,1.10125263e+04,3.27143003e+01,0.03106589
8.00000e+02,1.54569613e+03,1.00418490e-03,4.88795361e+00,4.67968280e-02,1.10120780e+04,3.27143003e+01,0.03107244
9.00000e+02,1.54520800e+03,1.00470611e-03,4.88795361e+00,4.67968280e-02,1.10116303e+04,3.27143003e+01,0.03107898
1.00000e+03,1.54472069e+03,1.00522689e-03,4.88795361e+00,4.67968280e-02,1.10111831e+04,3.27143003e+01,0.03108552
2.00000e+03,1.53989205e+03,1.01041178e-03,4.88795361e+00,4.67968280e-02,1.10067419e+04,3.27143003e+01,0.03115047
3.00000e+03,1.53514265e+03,1.01555556e-03,4.88795361e+00,4.67968280e-02,1.10023554e+04,3.27143003e+01,0.03121468
4.00000e+03,1.53047017e+03,1.02065907e-03,4.88795361e+00,4.67968280e-02,1.09980222e+04,3.27143003e+01,0.03127818
5.00000e+03,1.52587240e+03,1.02572315e-03,4.88795361e+00,4.67968280e-02,1.09937411e+04,3.27143003e+01,0.03134098
6.00000e+03,1.52134720e+03,1.03074861e-03,4.88795361e+00,4.67968280e-02,1.09895107e+04,3.27143003e+01,0.03140310
7.00000e+03,1.51689253e+03,1.03573620e-03,4.88795361e+00,4.67968280e-02,1.09853299e+04,3.27143003e+01,0.03146455
8.00000e+03,1.51250644e+03,1.04068669e-03,4.88795361e+00,4.67968280e-02,1.09811973e+04,3.27143003e+01,0.03152535
9.00000e+03,1.50818704e+03,1.04560080e-03,4.88795361e+00,4.67968280e-02,1.09771120e+04,3.27143003e+01,0.03158551
1.00000e+04,1.50393253e+03,1.05047922e-03,4.88795361e+00,4.67968280e-02,1.09730728e+04,3.27143003e+01,0.03164505
1.10000e+04,1.49974116e+03,1.05532265e-03,4.88795361e+00,4.67968280e-02,1.09690786e+04,3.27143003e+01,0.03170399
1.20000e+04,1.49561126e+03,1.06013174e-03,4.88795361e+00,4.67968280e-02,1.09651283e+04,3.27143003e+01,0.03176232
1.30000e+04,1.49154123e+03,1.06490713e-03,4.88795361e+00,4.67968280e-02,1.09612211e+04,3.27143003e+01,0.03182008
1.40000e+04,1.48752952e+03,1.06964945e-03,4.88795361e+00,4.67968280e-02,1.09573560e+04,3.27143003e+01,0.03187726
1.50000e+04,1.48357463e+03,1.07435929e-03,4.88795361e+00,4.67968280e-02,1.09535319e+04,3.27143003e+01,0.03193389
1.60000e+04,1.47967514e+03,1.07903724e-03,4.88795361e+00,4.67968280e-02,1.09497481e+04,3.27143003e+01,0.03198997
