#nR_H,a_s,e_s,MA_s,tcol
0.250,0.01217904,0.23,40.24725,1000000.00000
0.250,0.01217904,0.03,131.22129,1000000.00000
0.250,0.01217904,0.13,93.29934,1000000.00000
0.250,0.01217904,0.04,128.38406,1000000.00000
0.250,0.01217904,0.08,116.13110,1000000.00000
0.250,0.01217904,0.30,143.89387,1000000.00000
0.250,0.01217904,0.31,66.68498,1000000.00000
0.250,0.01217904,0.13,126.44714,1000000.00000
0.250,0.01217904,0.04,138.77409,1000000.00000
0.250,0.01217904,0.09,62.85772,1000000.00000
0.250,0.01217904,0.20,57.60893,1000000.00000
0.250,0.01217904,0.32,58.94952,1000000.00000
0.250,0.01217904,0.50,131.80048,1000000.00000
0.250,0.01217904,0.01,17.58098,1000000.00000
0.250,0.01217904,0.17,71.73085,1000000.00000
0.250,0.01217904,0.60,117.81202,1000000.00000
0.250,0.01217904,0.29,115.35745,1000000.00000
0.250,0.01217904,0.22,177.48019,1000000.00000
0.250,0.01217904,0.14,67.60493,1000000.00000
0.250,0.01217904,0.41,165.57401,1000000.00000
0.250,0.01217904,0.35,60.58877,1000000.00000
0.250,0.01217904,0.54,169.69172,1000000.00000
0.250,0.01217904,0.15,58.13217,1000000.00000
0.250,0.01217904,0.29,176.40586,1000000.00000
0.250,0.01217904,0.07,131.07894,1000000.00000
0.250,0.01217904,0.60,87.95577,11272.20758
0.250,0.01217904,0.14,160.20096,1000000.00000
0.250,0.01217904,0.47,24.63941,1000000.00000
0.250,0.01217904,0.57,125.54486,112262.49410
0.250,0.01217904,0.18,98.21102,1000000.00000
0.250,0.01217904,0.39,167.78129,1000000.00000
0.250,0.01217904,0.32,77.69872,1000000.00000
0.250,0.01217904,0.06,145.33923,1000000.00000
0.250,0.01217904,0.33,109.03947,1000000.00000
0.250,0.01217904,0.46,177.19239,1000000.00000
0.250,0.01217904,0.38,157.81781,1000000.00000
0.250,0.01217904,0.41,0.83376,1000000.00000
0.250,0.01217904,0.27,93.65539,1000000.00000
0.250,0.01217904,0.02,15.92865,1000000.00000
0.250,0.01217904,0.02,33.27380,1000000.00000
0.250,0.01217904,0.02,56.10799,1000000.00000
0.250,0.01217904,0.29,34.61202,1000000.00000
0.250,0.01217904,0.58,97.42798,1676.17458
0.250,0.01217904,0.15,45.04372,1000000.00000
0.250,0.01217904,0.55,47.80801,1000000.00000
0.250,0.01217904,0.47,164.59415,1000000.00000
0.250,0.01217904,0.24,112.96045,1000000.00000
0.250,0.01217904,0.19,132.31279,1000000.00000
0.250,0.01217904,0.47,1.97925,1000000.00000
0.250,0.01217904,0.57,28.54892,1000000.00000
0.250,0.01217904,0.25,110.41473,1000000.00000
0.250,0.01217904,0.04,94.09191,1000000.00000
0.250,0.01217904,0.29,85.31310,1000000.00000
0.250,0.01217904,0.04,55.97682,1000000.00000
0.250,0.01217904,0.00,10.45505,1000000.00000
0.250,0.01217904,0.34,104.62288,1000000.00000
0.250,0.01217904,0.50,118.58101,1000000.00000
0.250,0.01217904,0.39,83.16105,1000000.00000
0.250,0.01217904,0.06,93.38231,1000000.00000
0.250,0.01217904,0.16,153.98290,1000000.00000
0.250,0.01217904,0.38,129.60658,1000000.00000
0.250,0.01217904,0.01,173.81377,1000000.00000
0.250,0.01217904,0.03,97.68529,1000000.00000
0.250,0.01217904,0.41,60.02985,1000000.00000
0.250,0.01217904,0.56,46.75568,1000000.00000
0.250,0.01217904,0.44,36.89717,1000000.00000
0.250,0.01217904,0.11,113.60495,1000000.00000
0.250,0.01217904,0.31,83.25625,1000000.00000
0.250,0.01217904,0.31,95.87111,1000000.00000
0.250,0.01217904,0.16,85.35129,1000000.00000
0.250,0.01217904,0.56,122.98658,195009.94785
0.250,0.01217904,0.09,159.67556,1000000.00000
0.250,0.01217904,0.39,45.32383,1000000.00000
0.250,0.01217904,0.32,65.35481,1000000.00000
0.250,0.01217904,0.06,174.92077,1000000.00000
0.250,0.01217904,0.38,152.36141,1000000.00000
0.250,0.01217904,0.36,36.29292,1000000.00000
0.250,0.01217904,0.30,134.68674,1000000.00000
0.250,0.01217904,0.14,112.12029,1000000.00000
0.250,0.01217904,0.07,50.15636,1000000.00000
0.250,0.01217904,0.25,145.89960,1000000.00000
0.250,0.01217904,0.54,158.24130,1000000.00000
0.250,0.01217904,0.43,32.74706,1000000.00000
0.250,0.01217904,0.55,159.08146,1000000.00000
0.250,0.01217904,0.05,33.58261,1000000.00000
0.250,0.01217904,0.07,42.77476,1000000.00000
0.250,0.01217904,0.34,30.75977,1000000.00000
0.250,0.01217904,0.50,157.13025,1000000.00000
0.250,0.01217904,0.14,106.34999,1000000.00000
0.250,0.01217904,0.01,65.94513,1000000.00000
0.250,0.01217904,0.14,16.91675,1000000.00000
0.250,0.01217904,0.54,63.02255,256599.71662
0.250,0.01217904,0.57,101.83175,15944.52427
0.250,0.01217904,0.09,161.47985,1000000.00000
0.250,0.01217904,0.33,64.09741,1000000.00000
0.250,0.01217904,0.00,94.45616,1000000.00000
0.250,0.01217904,0.49,165.11644,1000000.00000
0.250,0.01217904,0.53,69.17880,1000000.00000
0.250,0.01217904,0.50,32.50356,1000000.00000
0.250,0.01217904,0.45,112.34680,1000000.00000
0.250,0.01217904,0.44,32.13804,1000000.00000
0.250,0.01217904,0.03,13.41912,1000000.00000
0.250,0.01217904,0.06,65.45333,1000000.00000
0.250,0.01217904,0.52,95.20868,1000000.00000
0.250,0.01217904,0.40,156.58134,1000000.00000
0.250,0.01217904,0.20,103.21882,1000000.00000
0.250,0.01217904,0.40,76.34352,1000000.00000
0.250,0.01217904,0.01,25.10890,1000000.00000
0.250,0.01217904,0.29,59.17529,1000000.00000
0.250,0.01217904,0.39,163.52110,1000000.00000
0.250,0.01217904,0.13,25.21512,1000000.00000
0.250,0.01217904,0.39,62.22528,1000000.00000
0.250,0.01217904,0.59,61.53699,1000000.00000
0.250,0.01217904,0.30,14.71663,1000000.00000
0.250,0.01217904,0.46,21.19519,1000000.00000
0.250,0.01217904,0.60,58.24984,14281.66438
